در	porte
رمزگشایی	décodé
رمزگشایی	décodage
رمزگشایی	décryptage
رمزگشایی	décoder
دندانپزشکی	dentisterie
هیت	lande
هیت	bruyère
بول	taureaux
بول	taureau
ورژن	édition
لوبیا	haricot
لوبیا	haricots
وارونه	inversée
وارونه	inversés
وارونه	inversé
وارونه	inversées
حواس	sens
پیغمبر	prophète
اسرارآمیز	occultes
اسرارآمیز	occulte
اسرارآمیز	mystérieuses
اسرارآمیز	mystérieux
اسرارآمیز	mystique
اسرارآمیز	mystérieuse
استفانی	stéphanie
گزارشگر	journaliste
درخور	raccord
درخور	appropriés
درخور	appropriées
درخور	approprié
درخور	essayage
درخور	appropriée
سوییس	suisse
فانوس	lanternes
فانوس	lanterne
اشاعه	prolifération
دفترچه	carnet
دفترچه	cahier
متهمان	défendeurs
متهمان	accusés
ایگل	aigle
مافوق	supérieurs
مافوق	supérieur
مافوق	superieure
مافوق	superieur
مافوق	supérieure
سدها	réservoirs
لنگر	ancre
لنگر	ancrage
لنگر	ancres
لنگر	amarrage
لنگر	ancrer
عطف	conjonction
سوختگی	brûler
سوختگی	graver
سوختگی	brûlures
سوختگی	brûlés
سوختگی	brûlent
سوختگی	brûlure
سانی	ensoleillée
سانی	ensoleillées
سانی	ensoleillé
معطر	parfumé
معطر	parfumées
معطر	parfumés
معطر	épicée
معطر	parfumée
معطر	piquant
معطر	piquante
معطر	épicé
نفوذی	initiés
نفوذی	initié
لیبرتی	liberté
باواریا	bavaroise
باواریا	bavière
باواریا	bavarois
تفصیل	distinctif
تفصیل	distinguer
برنجی	cuivre
برنجی	laiton
برنجی	riz
برنجی	cuivres
دالان	couloir
قاعدگی	menstruel
ماکائو	macao
ارزی	réserves
ارزی	réserve
منزوی	isolées
منزوی	isolés
منزوی	isolée
منزوی	isolé
مثانه	vésicule
مثانه	vessie
ادا	semblant
آمبرلا	parasol
آمبرلا	parapluie
آمبرلا	ombrelle
آگوستین	augustin
زاغه	bidonvilles
زاغه	bidonville
زاغه	taudis
مشروع	illégitimes
مشروع	légitimé
مشروع	illégitime
مشروع	légitimes
مشروع	légitime
چاق	gros
چاق	grasse
چاق	gras
چاق	graisse
چاق	graisses
فضیلت	vertu
گروس	brutes
گروس	brut
گروس	dégoûtant
گروس	brute
نمادها	symboles
شارپ	pointu
شارپ	tranchant
هرمی	pyramide
هرمی	pyramides
ناپیوسته	discontinues
ناپیوسته	discontinue
ناپیوسته	discontinu
مستثنی	exclu
مستثنی	exclue
مستثنی	exclus
مستثنی	exclues
تورهای	visites
تورهای	tournées
تورهای	circuits
آگوستوس	auguste
آرزوهای	optimisme
آرزوهای	optimistes
آرزوهای	optimiste
آرزوهای	attentes
مخروط	cône
لم	pompage
رالی	rallyes
رالی	rallye
رالی	rassemblement
آهوی	cerf
آهوی	biche
آهوی	daim
آهوی	cerfs
آهوی	chevreuil
پرستو	engloutir
پرستو	avale
پرستو	hirondelle
پرستو	avaler
سوان	cygnes
سوان	cygne
متافیزیک	métaphysique
تذکره	biographiques
تذکره	biographie
پرهای	plumes
ایدا	aid
جسارت	présomption
جسارت	présomptions
معصومی	immaculée
معصومی	immaculé
مسن	âgées
ناپایدار	instables
ناپایدار	volatilité
ناپایدار	instable
ناپایدار	instabilité
ناپایدار	volatiles
ناپایدار	volatils
نخود	pois
اسکلتی	squelettiques
اسکلتی	squelettique
اسکلتی	squelette
مهمانان	invités
مهمانان	hôtes
باکتریایی	bactérien
باکتریایی	bactériennes
باکتریایی	bactérienne
ژنراتور	génératrice
ژنراتور	générateur
روسها	russes
سای	isp
ساکس	saxo
ساکس	saxophone
فروشندگان	revendeurs
فروشندگان	concessionnaires
فروشندگان	vendeurs
فروشندگان	détaillants
فروشندگان	fournisseurs
فروشندگان	distributeurs
توافقی	adaptable
توافقی	adaptatif
توافقی	collaboratif
پنجاهمین	cinquantième
لبخند	sourire
لبخند	sourires
لبخند	souriez
سرزنش	blâmer
سرزنش	blâme
سرزنش	reproche
سرزنش	gronder
مرورگرهای	navigateurs
جوخه	escouade
جوخه	brigade
جوخه	peloton
جوخه	équipe
جوخه	escadron
ممنوعه	interdite
ممنوعه	interdit
ممنوعه	interdites
ممنوعه	défendu
ممنوعه	interdits
یکا	unite
یکا	unité
فیلی	éléphants
فیلی	philadelphie
فیلی	éléphant
استفراغ	vomi
استفراغ	vomissements
استفراغ	vomir
لئوپولد	léopold
جنگلهای	forêt
جنگلهای	forêts
سیلیس	silice
غشاء	membranes
یوحنا	jean
کنسرواتوار	conservatoire
کنسرواتوار	véranda
بیضوی	elliptique
سیلوستر	sylvestre
مایورکا	majorque
خاردار	épineuses
خاردار	épineuse
خاردار	épineux
اجتماعات	collectivités
اجتماعات	communautés
کلمبوس	colomb
دردناک	douloureuse
دردناک	douloureuses
دردناک	douloureux
دردناک	pénible
همسان	identique
همسان	identiques
ناخودآگاه	subconscient
ناخودآگاه	inconscients
ناخودآگاه	inconsciente
ناخودآگاه	inconscient
ناخودآگاه	inconscience
والری	valérie
خونه	domicile
خونه	maison
خونه	accueil
عزیزان	chéries
عزیزان	chéris
بیوه	veuve
بیوه	veuves
بیوه	veufs
بیوه	veuf
عدن	éden
یوم	miam
بینندگان	spectateurs
بینندگان	téléspectateurs
التهابی	inflammatoires
التهابی	incendiaire
التهابی	inflammatoire
زبانه	onglets
زبانه	tabulation
زبانه	onglet
قرضه	endettement
قرضه	dettes
قرضه	dette
تهوع	nausée
تهوع	nausées
ناخن	ongle
ناخن	clou
ناخن	clous
ناخن	ongles
ناخن	clouer
خنجر	dague
خنجر	poignard
خنجر	poignards
رویان	embryon
رویان	embryons
کالیبر	calibre
هجدهمین	xviiie
ماژور	majeur
ماژور	commandant
خندق	fossé
خندق	tranchées
خندق	douves
خندق	fosse
خندق	tranchée
مطیع	soumises
مطیع	obéissant
مطیع	soumise
مطیع	soumis
اسکله	jetée
اسکله	embarcadère
اسکله	quai
خوابگاه	dortoirs
خوابگاه	dortoir
خوابگاه	auberge
متولی	curateur
متولی	fiduciaire
متولی	syndic
متولی	mandataire
شلاق	fouette
شلاق	fouet
شلاق	fouetter
وجدان	consciences
خودمختاری	autonomie
سلین	céline
علایق	intérêts
سکولاریسم	laïcité
غاز	oie
غاز	oies
امکاناتی	bonus
امکاناتی	primes
طعمه	proies
طعمه	proie
طعمه	appâts
طعمه	appât
نای	trachée
صداقت	sincérité
صداقت	honnêteté
رومانتیک	romantiques
رومانتیک	romantique
رومانتیک	romantisme
جزر	marée
ابریشمی	soies
ابریشمی	soie
سکوهای	plateformes
جانورشناسی	zoologie
سنگسار	pierre
سنگسار	pierres
سنگسار	lapidation
سازش	compromettre
سازش	logement
سازش	luth
سازش	hébergement
سازش	compromis
سازش	logements
مرداب	lagon
مرداب	lagune
مرداب	marais
مرداب	marécage
چتر	parapluie
چتر	parasol
چتر	parachutisme
چتر	ombrelle
چتر	parachutes
تاشکند	tachkent
نیکوزیا	nicosie
عزیزم	bébé
عزیزم	chers
عزیزم	cher
عزیزم	miel
عزیزم	chéri
عزیزم	chère
عزیزم	cherie
عزیزم	chérie
مؤسسان	fondateurs
استعماری	coloniales
استعماری	coloniaux
استعماری	coloniale
هاربر	port
ادویه	épice
ادویه	épices
ادویه	assaisonnement
سروتونین	sérotonine
هد	tête
هد	têtes
مومیایی	momies
ماکسیم	maxime
استنتاج	déduction
استنتاج	déduire
استنتاج	inférence
گناهان	défauts
گناهان	péchés
گناهان	failles
گناهان	péché
گناهان	fautes
جادوی	magique
جادوی	magie
سفارشی	personnalisé
سفارشی	coutume
سفارشی	personnalisés
سفارشی	personnalisée
کلیپ	pince
ناراضی	insatisfaite
ناراضی	mécontent
ناراضی	insatisfaits
ناراضی	insatisfait
دوج	esquive
دوج	esquiver
متد	méthode
روشنفکر	intellectuelle
روشنفکر	intellectuel
روشنفکر	intellectuels
پدرخوانده	parrain
محصولاتی	produits
زامبی	zombies
شفق	crépuscule
شفق	rougeur
شفق	rougeurs
شفق	pénombre
هاوک	faucon
هاوک	buse
شاهدان	témoins
مصریان	égyptiens
مصریان	egyptiens
داعی	appelant
نیوفاندلند	neuve
مسیریابی	acheminement
مسیریابی	routage
حسادت	jaloux
حسادت	jalouse
حسادت	jalousie
زمانهای	fois
معمای	mystère
معمای	dilemme
معمای	mystérieux
معمای	mystères
معمای	mystérieuse
معمای	énigme
زوم	zoomer
زوم	agrandir
گرانیت	granit
مثلثی	triangulaire
مثلثی	triangulaires
کامپانیا	campanie
حکیمی	sage
تبتی	tibétain
تبتی	tibétaine
تبتی	tibétains
ادل	adèle
ژرمنی	germanique
مفرد	singulier
مفرد	singulière
شیلد	bouclier
بازرسان	inspecteurs
بازرسان	enquêteurs
بلندای	assise
بلندای	assis
یونیون	syndicat
منقار	bec
فرمودند	exprimée
فرمودند	exprimées
فرمودند	exprimés
فرمودند	exprimé
تولدو	tolède
تلاقی	confluent
تلاقی	jonction
تلاقی	chevauchement
تلاقی	chevauchements
ساق	patte
ساق	jambes
ساق	jambe
ساق	cuisse
ساق	jarret
بلبل	rossignol
راههای	façons
راههای	chemins
راههای	sentiers
ارسالی	transmises
ارسالی	envoyés
ارسالی	envoyée
ارسالی	transmis
ارسالی	transmise
ارسالی	envoyé
ارسالی	envoyées
برانگیخته	ressuscités
برانگیخته	ressuscité
معتمد	confiance
هدفی	but
هدفی	objet
هدفی	objectif
هدفی	finalité
چکش	marteau
چکش	marteaux
چکش	maillet
گالن	gallons
سانچز	sánchez
بلدرچین	caille
بلدرچین	cailles
جستجوگر	sourcier
فانتوم	fantôme
وداع	adieu
وداع	adieux
چارت	graphique
چارت	diagramme
موشی	souris
کید	gamin
داو	colombe
مته	perceuse
مته	foret
مته	perçage
مته	foreuse
هیولا	monstre
هیولا	monstrueuse
هیولا	monstrueux
تیتانیوم	titane
اسپرم	spermatozoïdes
اسپرم	semence
اسپرم	sperme
لاشه	carcasse
لاشه	cadavre
لاشه	épave
زینت	paillettes
زینت	ornent
بخوانند	lecture
بخوانند	lire
بخوانند	lis
بخوانند	lisez
مکلنبورگ	mecklembourg
تدارکات	restauration
تدارکات	fournitures
تدارکات	traiteur
تدارکات	traiteurs
تدارکات	approvisionnement
ساراگوسا	saragosse
سودی	bénéfices
سودی	avantage
سودی	prestation
سودی	profits
سودی	bénéfice
بزرگوار	honorables
بزرگوار	glorieux
بزرگوار	glorieuse
بزرگوار	noblesse
بزرگوار	nobles
درایو	lecteur
درایو	conduire
مغ	mages
دزدیده	volés
دزدیده	kidnappée
دزدیده	kidnappé
دزدیده	volées
دزدیده	enlevé
دزدیده	dérobée
دزدیده	enlevés
دزدیده	volé
دزدیده	enlevée
دزدیده	volée
آتلانتیس	atlantide
مردود	échouer
مردود	échec
مردود	rejet
مردود	refus
ورم	enflé
ورم	œdème
ورم	gonflé
ورم	enflure
ورم	gonflement
ورم	gonflée
ورم	gonflés
موم	cire
سردرد	céphalées
سردرد	migraine
زاهد	ermite
اجاق	fourneau
اجاق	poêles
اجاق	four
اجاق	cuisinière
اجاق	poêle
مرغابی	canards
مرغابی	canard
گذرا	transitoire
گذرا	transitoires
ستونی	pilier
ستونی	chronique
ستونی	colonne
ستونی	piliers
ستونی	colonnes
واسیلی	vassili
خاکسپاری	funéraire
خاکسپاری	funérailles
خاکسپاری	inhumation
خاکسپاری	enterrement
خاکسپاری	obsèques
خاکسپاری	enfouissement
اتر	éther
مادربزرگ	mamie
مادربزرگ	mémé
قلاب	crochet
قلاب	hameçon
همگن	homogènes
همگن	homogène
بگیر	prendre
بگیر	prend
بگیر	prenez
بگیر	prends
کارتونی	animées
کارتونی	animé
کارتونی	animés
کارتونی	animée
معالجه	thérapeutiques
معالجه	traitement
معالجه	thérapies
معالجه	thérapie
اوره	urée
دائماً	constamment
زننده	méchante
زننده	méchant
زننده	vilain
زننده	sévère
زننده	vilaine
زننده	rude
زننده	dure
قزاق	cosaques
قزاق	cosaque
رینز	règne
مصمم	déterminé
مصمم	déterminés
مصمم	déterminées
مصمم	déterminée
اورال	orale
اورال	buccale
اورال	oraux
اورال	oural
خواستگاری	proposé
خواستگاری	proposer
خواستگاری	proposant
خواستگاری	proposée
خواستگاری	courtisé
خواستگاری	proposés
خواستگاری	prétendant
خواستگاری	fiançailles
خواستگاری	soupirant
خواستگاری	proposition
خواستگاری	proposées
وایلد	sauvages
وایلد	sauvage
کافر	infidèle
آگاهانه	consciemment
آگاهانه	sciemment
لیدن	leyde
هانی	miel
هانی	cherie
هانی	chérie
هانی	chéri
هوپ	espérance
هوپ	espoir
هوپ	espoirs
هوپ	espère
هوپ	espérer
محدب	convexe
عرق	transpire
عرق	sueurs
عرق	transpirer
عرق	sueur
نامرئی	invisibles
ارگانیک	biologiques
ارگانیک	bio
ارگانیک	organique
ارگانیک	biologique
ارگانیک	organiques
قاتلان	meurtriers
قاتلان	assassins
جهانگردی	prospection
جواز	licence
جواز	licences
جواز	permis
مجرمان	criminels
کمین	harceler
کمین	embuscade
کمین	traquer
کمین	harcèlement
اتوبان	autoroute
اتوبان	route
اتوبان	allée
اتوبان	autoroutes
سیک	sikhs
همجنسگرایان	homosexuels
لعاب	glaçage
لعاب	émail
غلامی	esclavage
غلامی	asservissement
بولی	booléen
پورتال	portail
هوک	crochet
هوک	hameçon
اعیاد	vacances
معنویت	spiritualité
گلخانه	serre
گلخانه	serres
بدرود	adieu
بدرود	adieux
آویخته	accroché
آویخته	pendu
آویخته	pendus
واریانس	écart
واریانس	variation
بوداگرایی	bouddhisme
تاکتیکی	tactique
تاکتیکی	tactiques
راهب	moine
راهب	clerc
راهب	ecclésiastique
مردن	mort
مردن	morts
مردن	morte
تخفیف	remise
تخفیف	réduction
تخفیف	rabais
تخفیف	escompte
