con	함께
valla	울타리
valla	담장
torpe	어설픈
torpe	어색한
metalurgia	금속공학
metalurgia	금속
dimitri	드미트리
útero	자궁
protestantismo	개신교
generalización	단순화
generalización	일반화
irrelevantes	무관한
acuarela	수채화
riguroso	엄격한
gallos	수탉
pega	붙여넣기
pega	붙이기
vibraciones	느낌이
vibraciones	진동
cervecería	양조
cervecería	맥주
derrame	뇌졸중
monitores	모니터
castigar	처벌
aguardiente	스피리츠
aguardiente	브랜디
frustración	좌절
revestimiento	코팅
rosada	분홍색
rosada	핑크
rosada	분홍
imperialismo	제국주의
pescados	생선
pescados	물고기
pescados	피쉬
pescados	피시
superación	극복
lamentable	불행한
crepúsculo	트와일라잇
crepúsculo	황혼
citó	인용
citó	인용된
demostraciones	시위
demostraciones	시연
demostraciones	데모
costoso	비싼
costoso	비싸다
cisma	분열
prestigiosas	명문
análoga	아날로그
inflexión	억양
etíope	에티오피아
cafe	커피
comas	쉼표
navegadores	네비게이터
navegadores	브라우저
setas	버섯
iraquíes	이라크
alepo	알레포
jabón	비누
evacuar	대피
varia	다양함
carbonato	탄산염
carbonato	탄산
emocionales	감정
agrupar	집단
agrupar	그룹
ágil	민첩
verticalmente	세로
verticalmente	수직으로
verticalmente	수직
verticalmente	세로로
bocetos	스케치
cocinas	부엌
pasteles	케이크
pasteles	페이스트리
pasteles	파이
tinte	색조
tinte	염색
mercadotecnia	마케팅
mercadotecnia	상품화
dañados	손상
dañados	손상된
sincronización	동기화
autoriza	승인
hermosos	아름답다
hermosos	아름다워
hermosos	아름다운
imparcial	공평
burbujas	버블
burbujas	거품
reportera	리포터
reportera	기자
borracho	취해
legumbres	야채
legumbres	채소
legumbres	맥박
infectados	감염된
halcones	팰컨
halcones	호크스
halcones	팰콘
puntuaciones	점수
puntuaciones	득점
respeta	존경
respeta	존중
medusa	해파리
pañuelo	손수건
pañuelo	스카프
genitales	성기
genitales	생식기
pronunciada	발음
disfraces	변장
disfraces	의상
termodinámica	열역학
provecho	이익
provecho	혜택
provecho	장점
rentabilidad	수익성
maltrato	학대
maltrato	남용
maltrato	악용
plazos	마감
mueble	가구
meteorológico	기상
escalones	스텝
escalones	걸음
escalones	단계
escalones	계단
conozca	만나
aleaciones	합금
trucha	송어
aleatorio	랜덤
aleatorio	무작위로
aleatorio	무작위
envidia	질투
dilema	딜레마
emblemas	엠블렘
reencuentro	동창회
afiliadas	제휴
afiliadas	계열사
astérix	아스테릭스
cancion	노래
cancion	송송
colesterol	콜레스테롤
tacto	터치
promedios	평균
tempestad	스톰
tempestad	폭풍
tempestad	템페스트
tempestad	폭풍우
estrenos	시사회
explosiva	폭발물
insulina	인슐린
ejercito	군대
ejercito	육군
unificada	통합
credo	크리드
astrología	점성술
humildes	겸손
humildes	겸손한
sintética	합성
patrullas	순찰
inhibición	억제제
inhibición	억제
mandíbulas	조스
defensora	수비수
apego	첨부
ocaso	트와일라잇
ocaso	선셋
ocaso	석양
ocaso	일몰
ocaso	황혼
farmacéuticos	제약
farmacéuticos	의약품
farmacéuticos	약사
farmacéuticos	약품
minúsculas	소문자
misionera	선교사
confusa	혼란
compartidos	공유
asignaturas	과목
insulto	모욕적
insulto	모욕을
insulto	모욕
gemela	트윈
gemela	쌍둥이
prostitutas	매춘부
ambigua	애매하다
tahití	타히티
codigo	코드
codigo	부호
zorros	폭스
zorros	여우
canasta	바구니
canasta	바스켓
recreativas	레크리에이션
casero	집주인
lentos	느려
lentos	느리게
lentos	느린
mezquitas	사원
mezquitas	모스크
veneciano	베네치아
rompecabezas	퍼즐
acabados	완료
acabados	완료되었습니다
nerviosa	긴장감
nerviosa	긴장
jota	젝스키스
pronombres	대명사
carretas	포장마차
tinieblas	암흑
tinieblas	어둠
rodeando	둘러싸인
embarque	탑승
embarque	승선
retrasos	지연
concentrados	농축
concentrados	집중
secretariado	사무국
secretariado	비서
ruidos	소음
ruidos	잡음
manganeso	망가니즈
éter	에테르
invadido	침략
asignatura	주제
asignatura	제목
mezclando	믹싱
nasales	비강
blanda	부드러워
blanda	청량
blanda	부드럽게
blanda	소프트
blanda	부드러운
falco	팰컨
falco	팰콘
radares	레이더
trompetas	나팔
disuelve	용해
declinación	쇠퇴
declinación	거부
declinación	거절
comestible	식용
páncreas	췌장
complementarios	보완
germánica	게르만
germánica	게르만어
bordado	자수
capturas	스크린샷
capturas	캐치
capturas	캡쳐
capturas	캡처
gallinas	암탉
respirar	호흡
relámpago	번개
relámpago	라이트닝
cuervos	까마귀
cuervos	레이븐
óxidos	산화
óxidos	산화물
disfrute	즐거움
disfrute	즐겨라
disfrute	쾌락
disfrute	즐길
miniaturas	썸네일
geológicos	지질
geológicos	지질학
adjunta	부관
adjunta	첨부
adjunta	부착
adjunta	첨부된
rincones	모서리
senos	가슴
orión	오리온자리
orión	오리온
senderismo	하이킹
senderismo	트레킹
ahorrar	저축
ahorrar	저장하기
ahorrar	저장
ahorrar	절약
cangrejos	크랩
apreciada	가치
bielorruso	벨라루스
bielorruso	벨라루스어
longevidad	장수
polígonos	다각형
prioridades	우선순위
golondrina	삼킬
complementar	보완
tapices	카펫
tapices	융단
analógica	아날로그
fábula	우화
racionales	합리적
animar	애니메이트
exhaustiva	철저한
exhaustiva	포괄적
exhaustiva	철저
filiación	소속
monitoreo	모니터링
bandeja	쟁반
bandeja	트레이
diplomado	수료
diplomado	디플로마
duelos	결투
prematura	조산
nadador	수영
listos	준비
acreedor	채권자
contestar	답장
contestar	답글
contestar	응답
contestar	대답해
contestar	정답
contestar	대답
contestar	답변
plancha	철쭉
plancha	아이언스
extinguido	사멸
extinguido	멸종
filtración	필터링
filtración	누출
nórdicos	스칸디나비아
nórdicos	노르드
nórdicos	노르드어
nórdicos	노르딕
interrumpió	중단됨
almuerzo	점심
almuerzo	오찬
almuerzo	도시락
almuerzo	브런치
alumna	동공
alumna	학생
alumna	눈동자
inmersión	잠수
inmersión	다이빙
próstata	전립선
disfraz	변장
disfraz	의상
evolucionar	진화
colombianas	콜롬비아
porcentajes	백분율
orfanato	고아원
arribo	도착
arribo	입국
aplicados	응용
apuntando	포인팅
seriedad	심각하게
seriedad	심각한
seriedad	심각하다
seriedad	심각해
complementos	악세사리
complementos	보충제
complementos	액세서리
complementos	보완
complementos	플러그인
niegan	부정
niegan	거부
dictamen	의견
subtítulos	부제
picada	잠수
picada	다이빙
enmarcado	프레임
enmarcado	액자
molestias	불편함
molestias	불편
ingestión	섭취
inseguridad	불안해
inseguridad	불안
funcionalidades	기능
caparazón	껍질
reproductores	플레이어스
reproductores	플레이어
reproductores	번식
reproductores	사육
reproductores	선수
extendidas	연장
extendidas	확장
televidentes	시청자
whisky	위스키
whisky	스카치
refugiado	피난민
refugiado	난민
chárter	헌장
chárter	전세
aptitud	피트니스
compasión	연민
compasión	동정
elegidas	선출
mariscos	조개류
mariscos	갑각류
mariscos	해산물
mariscos	조개
carisma	카리스마
prisma	프리즘
levadura	효모
satírico	풍자
navegando	브라우징
navegando	항해
navegando	요트
vaqueros	청바지
vaqueros	카우보이
federalismo	연방제
federalismo	연방주의
hormiga	개미
protectores	보호
protectores	보호자
civic	공민
integrales	적분
atrapada	갇혀있는
atrapada	갇힌
atrapada	갇혀
escogidos	선정
gramaticales	문법
cachorros	강아지
cachorros	컵스
vilna	빌뉴스
interrumpe	인터럽트
repercusiones	영향
configurar	설정
configurar	구성
configurar	설정하기
boscosas	우거진
alquimia	연금술
alquimia	연금술사
interactiva	대화식
interactiva	대화형
interactiva	인터랙티브
barril	배럴
medianas	중간
medianas	미디엄
medianas	미디어
proyectar	프로젝트
experta	전문가
asma	천식
blando	부드러워
blando	청량
blando	부드럽게
blando	소프트
blando	부드러운
horticultura	원예
camarero	웨이터
camarero	종업원
camarero	바텐더
deshacer	취소
ópticas	광안리
ópticas	광화문
ópticas	광학
frescas	신선한
frescas	신선
humedal	습지
transferencias	전송
ateísmo	무신론
fracasos	고장
fracasos	실패
contento	행복하다
contento	해피
contento	행복
contento	행복해
contento	행복한
pompeya	폼페이
zombis	좀비
estonio	에스토니아
estonio	에스토니아어
impulsores	엔진
migrantes	난민
invencible	무적
invencible	천하무적
tiflis	트빌리시
magistratura	사법제도
magistratura	사법
raperos	래퍼
reciclaje	재활용
jungla	정글
cavernas	동굴
brunéi	브루나이
antíoco	안티오코스
congelación	동결
congelación	꼼짝
congelación	냉동
congelación	동상
magreb	마그레브
cenicienta	신데렐라
animadores	연예인
animadores	치어리더
milagrosa	기적
urgencias	응급
urgencias	비상사태
bacalao	대구
repeticiones	반복
terciopelo	벨벳
paginas	페이지
prudencia	주의
prudencia	경고
prudencia	신중
anchos	너비
ecos	메아리
tiradores	핸들
tiradores	저격수
zurdo	왼손잡이
bengalí	벵골어
bengalí	벵골
aeroespacial	항공우주
escribo	글쓰기
escribo	쓰기
fisión	핵분열
muñecos	인형
automatización	자동화
cachemira	카슈미르
trébol	클로버
trébol	클럽
geométrico	기하학
arboleda	그로브
cambiada	변경되었습니다
cambiada	바꿨다
cambiada	변경됨
lípidos	지질
interrupciones	인터럽트
chaikovski	차이콥스키
sueña	드림
leopardo	레오파르트
leopardo	표범
alcohólica	알코올
galera	갤리
sirios	시리아
urano	천왕성
exento	면제
precaución	주의
precaución	경고
experimentando	실험
horizontes	호라이즌
horizontes	지평선
enumeración	열거
mañanas	모닝
mañanas	아침
adonde	어디
adonde	어디서
adonde	어디로
adonde	어디에
capitana	캡틴
capitana	선장
capitana	대위
cristiandad	기독교
costilla	갈비뼈
costilla	갈비
osetia	오세티야
volantes	플라이어스
fracturas	골절
mucosa	점액
ester	에스더
ester	에스텔
cirujanos	외과의사
cirujanos	외과의
apodos	닉네임
apodos	별명
pornográficos	포르노
manteca	버터
disgusto	혐오
fenicio	페니키아
tobillo	발목
sumario	요약
parches	패치
identificarse	식별하기
identificarse	식별
honorio	호노리오
poste	게시글
poste	포스트
poste	게시물
poste	게시
tirador	스나이퍼
tirador	저격수
indonesio	인도네시아어
indonesio	인도네시아
mensajería	메시지
mensajería	메시징
mensajería	택배
preparaciones	준비
eau	아랍에미리트
luterana	루터교
oscilación	진동
desencadenó	트리거
meteorológicas	기상
inusuales	특이한
cosmopolita	코스모폴리탄
admiradores	팬들
nichos	틈새
vapores	증기
llorando	울음
recomendada	추천
recomendada	권장
azúcares	설탕
undécima	열한번째
mestizo	품종
galáctico	은하
asignadas	할당된
cristalino	렌즈
publico	공공
publico	공개
publico	게시
publico	타겟
publico	발행
publico	출판
publico	공중
publico	관객
entramado	격자
subsidios	보조금
flexibles	융통성
remoción	제거
ignorar	무시해
ignorar	무시
legendarios	전설
sellado	접착
sellado	봉인
corrosión	부식
tímido	부끄러움
tímido	부끄러워
tímido	소심한
tímido	부끄러운
pertenencias	소지품
esperada	예상
viñedo	포도밭
viñedo	포도
respondido	답변
caspio	카스피
apuntar	조준
inútiles	쓸데없는
inútiles	쓸모없는
melancolía	우울
carpa	천막
carpa	잉어
carpa	텐트
poli	폴리
poli	캅카스
poli	경찰
castigos	징벌
castigos	처벌
obvia	명백하다
generadas	생성
marroquíes	모로코
saturación	포화
contraseña	암호
contraseña	비밀번호
heces	대변
heces	변이
maligno	악성
sigan	팔로우
preciosa	화려한
preciosa	이쁜
preciosa	소중한
preciosa	러블리
preciosa	사랑스러운
preciosa	화려하다
clavos	손톱
ídem	동감
rollos	스크롤
rollos	롤스
anormal	비정상적인
anormal	비정상적
anormal	비정상
contingentes	군대
simular	시뮬레이션
repetidos	반복
regresión	회귀
respaldado	지원합니다
respaldado	지원함
respaldado	지원
dominicanos	도미니카
apropiados	어울리는
estimados	추정
estimados	추정치
québec	퀘벡
cosméticos	성형
cosméticos	화장품
malaya	말레이어
malaya	말레이시아어
ajustado	타이트
congelado	냉동
congelado	프로즌
perdedores	패자
sopas	수프
sopas	스프
vistiendo	입고
descartar	버리기
descartar	무시
descartar	삭제
descartar	닫기
descartar	폐기
emirato	토후국
emirato	에미레이트
nexo	넥서스
concentrar	농축
concentrar	집중
árido	건조
valorado	가치
orcos	오크
comprometidos	약혼
comprometidos	훼손
comprometidos	해킹
contable	회계사
contable	회계
contable	회계학
bérgamo	베르가모
instinto	본능이
instinto	본능
instinto	본능적
torsión	토크
guante	장갑
guante	글러브
ciegas	블라인드
combatiente	파이터
combatiente	전투기
escondidas	몰래
naturalismo	자연주의
obedecer	복종
quedo	숙박
quedo	머무르지
quedo	머무르고
quedo	머물러
encarcelamiento	감금
depuración	디버깅
depuración	디버그
bangladesh	방글라데시
sangriento	블러디
baluarte	보루
granero	헛간
olvidó	깜빡
asistida	원호
enamorados	연인들
enamorados	연인
cubanas	쿠바
simposio	심포지엄
lovaina	뢰번
absuelto	무죄
determinantes	행렬식
aislar	고립
aislar	고립어
lodo	머드
lodo	진흙
besos	키스
cromo	크로뮴
cromo	크롬
cromo	크로미엄
anfitriona	승무원
patronos	후원자
patronos	고용주
importados	가져온
importados	가져옴
importados	가져오기
importados	수입
anomalía	변칙
tópicos	주제
electra	엘렉트라
electra	일렉트라
traicionado	배신
astrofísica	천체물리학
camarón	새우
saltando	점핑
saltando	점프
saltando	장애물
progresos	진행
gimnastas	체조
comentando	댓글
bovino	가축
armónico	조화
telescopios	망원경
periodicidad	주파수
periodicidad	빈도
demostrada	입증
cláusulas	조항
automotriz	자동차
depredador	프레데터
síntoma	증세
síntoma	증상
vibración	진동
muestreo	샘플링
preocuparse	걱정
anulación	취소
celoso	질투
corregida	교정
velada	저녁
asistiendo	참석합니다
asistiendo	참석
olvida	잊어
meteorito	운석
anos	수년
aros	귀걸이
artritis	관절염
relajación	휴식
espiga	스파이크
destruyen	파괴
intuición	직감
escorpión	전갈
escorpión	스콜피온
ensalada	샐러드
respiratorias	호흡
respiratorias	호흡기
cálida	따뜻하다
polímero	중합체
forzando	강제법
excluye	제외
estacionales	계절
pingüinos	펭귄
