در	門
قلع	鐵皮
بگو	說
آزاده	自由
آزاده	免費
پدران	祖先
کاناگاوا	神奈川
پگاه	及早
پگاه	提前
پگاه	早期
پگاه	提早
توفان	暴風雨
توفان	暴風
توفان	風暴
توفان	颱風
اژدهای	龍
اژدهای	神龍
بعدا	後來
بعدا	稍後
بعدا	以後
تسهیلات	水電費
اینتل	英特爾
اینتل	情報
استرس	壓力
استرس	強調
استرس	應力
ناب	純
ناب	純粹
ناب	純潔
ناب	純純
مفسر	口譯
مفسر	口譯員
بیهوده	虛榮
بیضی	橢圓
بیضی	橢圓形
کمرنگ	淡
کمرنگ	蒼白
کلسترول	膽固醇
مدفوع	糞便
مدفوع	凳子
پسته	開心果
هلیکوپتر	直升機
هلیکوپتر	直升飛機
یونی	離子
گلو	嗓子
گلو	喉嚨
گلو	咽喉
گلو	喉
سریالی	串列
بطن	心室
بطن	腹
بطن	腹部
آهو	鹿
منگنز	錳
کاذب	假
کاذب	虛假
جگوار	美洲豹
فازی	模糊
فازی	階段
فازی	絨毛
یوکوهاما	橫濱
جذابیت	吸引
جذابیت	吸引力
جذابیت	景點
موقتی	暫時
موقتی	溫度
روشنگری	啓蒙
مضر	有害
شلوار	褲
شلوار	長褲
شلوار	褲子
شکمی	腹壁
شکمی	腹部
سوزوکی	鈴木
رادیکال	激進
سنسور	感應器
خازن	電容
لیتل	小
خطاهای	斷層
خرابی	毀滅
خرابی	毀壞
خرابی	破壞
خرابی	銷毀
خرابی	失敗
بوسه	吻
بوسه	親親
بوسه	親吻
بوسه	親
اعماق	深
اعماق	深層
اعماق	深度
لاو	寮國
لاو	拉夫
کامپایلر	編譯器
ونوس	維納斯
ونوس	金星
آقایی	紳士
آقایی	君子
فرزانه	英明
فرزانه	明智
اسهال	痢疾
اسهال	拉肚子
اسهال	腹瀉
چیدمان	佈局
چیدمان	排版
چیدمان	版面
جنگجویان	勇士
الکترومغناطیس	電磁
کران	聾
کران	聾人
کران	耳聾
بازگرداندن	還原
بازگرداندن	恢復
زاد	後代
پردازی	加工
پردازی	處理
سرم	血清
حضورش	存在
تزار	沙皇
پلانک	木板
مبارزان	戰鬥機
مبارزان	拳手
مبارزان	鬥士
ماهه	月份
ماهه	月
تشریفات	禮儀
تشریفات	手續
جوراب	襪子
جوراب	襪
سیلور	銀
سیلور	白銀
سیلور	銀色
تحرک	調動
تحرک	流動
تحرک	流動性
تحرک	運動
شایعه	謠傳
شایعه	傳聞
شایعه	謠言
شایعه	傳言
شایعه	流言
لیتیم	鋰
دفعات	時報
دفعات	時代
لطیف	微妙
ساعتی	小時
ساعتی	每小時
ساعتی	時辰
محرومیت	剝奪
خورش	燉
کما	昏迷
پره	完整
پره	滿
پره	飽
بازارچه	節儉
ارتشی	集團軍
ارتشی	軍
ارتشی	軍方
ارتشی	軍事
ارتشی	軍隊
ارتشی	陸軍
داوطلبان	志願者
ناتوان	薄弱
ناتوان	弱者
ناتوان	弱
ناتوان	虛弱
ناتوان	軟弱
مکی	雀斑
خیز	水腫
خیز	守夜
بزودی	很快
بزودی	不久
آشفته	混淆
آشفته	困惑
آشفته	困擾
غرور	虛榮
غرور	自尊
غرور	驕傲
غرور	自豪
سونامی	海嘯
نامعتبر	無效
مدیون	欠
چریکی	游擊隊
چریکی	游擊
کوارتز	石英
سولفید	硫化物
سولفید	硫化
شوری	鹽度
کشتیرانی	出貨
کشتیرانی	運費
کشتیرانی	航運
امتیازی	特許
اسپین	旋轉
آرایشی	化妝品
آرایشی	化妝
گلف	高爾夫球
ارتدوکس	正統
ارتدوکس	東正教
ارتدوکس	正教
ول	瓦爾
ویلن	提琴
ویلن	小提琴
ویلن	琴
کریکت	蟋蟀
آغوش	抱抱
آغوش	擁抱
آغوش	軍火
فیلترینگ	篩選
فیلترینگ	過濾
دوقطبی	兩極
پناهندگان	難民
آشفتگی	混沌
آشفتگی	迷惘
آشفتگی	混亂
آشفتگی	困惑
آشفتگی	煽動
آشفتگی	鼓動
آشفتگی	混淆
آشفتگی	動蕩
مهتاب	月光
زیباست	美女
زیباست	美
زیباست	漂亮
زیباست	美麗
خسارات	損失
خسارات	虧損
تبلور	結晶
دردسر	麻煩
گچی	石膏
تکانه	勢頭
پروستات	前列腺
داون	拂曉
داون	黎明
داون	天亮
نزدیکان	親屬
نزدیکان	親戚
امداد	救濟
سواره	騎
سواره	騎馬
سواره	騎兵
سیاستهای	政策
بزمجه	監測
بزمجه	監視器
دیلی	每日
گردهمایی	同學會
گردهمایی	團圓
گردهمایی	團聚
گردهمایی	重逢
بیگانگان	外僑
بیگانگان	外星人
بیگانگان	外國人
بیگانگان	異形
دبیرخانه	秘書處
توصیفی	敘述
توصیفی	描述
دوقلو	雙胞
دوقلو	孿生
دوقلو	雙胞胎
چاقو	小刀
چاقو	刀
چاقو	刀子
استات	乙酸
دانکن	鄧肯
تعمیرات	修繕
تعمیرات	修復
تعمیرات	修理
تعمیرات	維修
رقمی	數位
رقمی	數碼
براق	光滑
براق	發光
براق	閃亮
براق	閃光
براق	光澤
کاکایی	海鷗
کاکایی	鷗
آدینه	會眾
آدینه	週五
آدینه	星期五
رستگاری	得救
رستگاری	救贖
رستگاری	拯救
رستگاری	贖罪
رستگاری	贖回
دلیجان	教練
نپتون	海王星
فمینیست	女權
فمینیست	女權主義
گمرک	海關
گمرک	關稅
کلکته	加爾各答
نهی	禁止
سسک	鶯
گنجه	衣櫥
گنجه	壁櫥
گنجه	衣櫃
تجهیز	調動
تجهیز	動員
گیج	混淆
گیج	困惑
گلدار	綻放
رویا	夢境
رویا	夢
رویا	夢想
رویا	做夢
رویا	夢幻
واکنشی	反應
واکنشی	被動
عود	香
کارآگاه	警探
کارآگاه	偵探
مرجانی	珊瑚
افتتاحیه	就職
افتتاحیه	首映
افتتاحیه	開幕
افتتاحیه	就職典禮
افتتاحیه	首播
افتتاحیه	開局
نیترات	硝酸
نیترات	硝酸鹽
تجار	商家
تجار	商人
گابن	加彭
دوپینگ	興奮劑
دوپینگ	摻雜
جدای	絕地
جیل	吉爾
ضمنی	隱含
مزه	味覺
مزه	味道
مزه	口味
مزه	品味
بلاک	區塊
مائو	毛
منیزیم	鎂
همسری	配偶
کراس	十字
کراس	交叉
کراس	十字架
مقوله	類別
فامیل	家人
فامیل	家庭
فامیل	家屬
ستم	不公
مرخصی	假期
مرخصی	渡假
مرخصی	度假
سرخرگ	動脈
باغبانی	園藝
انطباق	巧合
حوصله	心境
حوصله	心情
حوصله	情緒
همون	相同
قبولی	接受
قبولی	驗收
گهواره	搖籃
پینگ	平
پینگ	萍
ساختمانهای	建築物
ساختمانهای	建築
آفت	害蟲
آفت	病蟲害
آفت	蟲害
توانا	全能
توانا	強國
توانا	強大
آخرالزمان	末日
سپاسگزارم	感恩
گواه	見證
گواه	證人
باتلر	管家
معاش	生計
معاش	自給
معاش	民生
آوایی	音標
سوختن	燒死
سوختن	燒錄
سوختن	燃燒
سوختن	燒傷
سوختن	燒
معترض	評論家
معترض	批評家
نمایه	指數
نمایه	索引
فنجان	杯子
فنجان	杯
فنجان	盃
عالیه	棒
عالیه	偉大
مدح	悼詞
روکش	毯
روکش	墊
روکش	被子
روکش	毯子
روکش	毛毯
تریاک	鴉片
استیت	州
استیت	國家
همسایگان	鄰
همسایگان	鄰居
همسایگان	鄰國
برخورداری	享受
تامس	托馬斯
پیوستگی	親和性
پیوستگی	親和
پیوستگی	連續性
پیوستگی	持續性
استوانه	缸
سافت	軟
سافت	柔軟
سافت	柔和
سافت	軟軟
ولد	焊接
مدلهای	模特兒
مدلهای	型號
مدلهای	模特
مدلهای	模型
مجرم	罪犯
مجرم	有罪
تراش	車床
دربرگیرنده	包容性
دربرگیرنده	包容
مست	醉
مست	醉酒
مست	喝醉
سهل	瑣碎
مشارکتی	協作
برادری	義氣
فریزر	冷凍庫
قلیایی	金屬
قلیایی	鹼
قلیایی	鹼性
تاک	德
میهمان	客人
میهمان	賓客
میهمان	來賓
روسو	盧梭
عدل	股本
عدل	司法
عدل	正義
عدل	股權
عدل	公平
والا	崇高
والا	高
ارجمند	可敬
مشعل	火把
مشعل	火炬
لزومی	高估
غذاها	食品
غذاها	食物
توسل	呼籲
توسل	上訴
آسایش	安慰
آسایش	撫慰
آسایش	舒適
رویای	夢境
رویای	夢
رویای	夢想
رویای	做夢
رویای	夢幻
مارین	海事
کمانچه	小提琴
سواران	騎兵
سواران	騎手
استقامت	耐力
استقامت	患者
استقامت	病人
استقامت	病患
تشبیه	比喻
تشبیه	隱喻
کاست	種姓
جکی	成龍
کتابها	書
کتابها	圖書
کتابها	書籍
دهانی	口頭
دهانی	口服
دهانی	口腔
خاله	姑姑
خاله	姨媽
آذرخش	閃電
آذرخش	螺栓
آذرخش	電光
تجسم	視野
تجارب	體驗
تجارب	經驗
ترینیتی	三位一體
فتنه	引誘
فتنه	迫害
فتنه	誘惑
مدونا	聖母
کثیف	髒
کثیف	臟
سرآغاز	序幕
سرآغاز	序
مسجدی	清真寺
استانداردها	標準
جدال	爭端
جدال	爭論
جدال	爭議
جدال	糾紛
دکترین	原則
دکترین	教義
دکترین	原理
دکترین	理論
دکترین	學說
طبقاتی	課堂
طبقاتی	類
طبقاتی	階級
طبقاتی	班級
طبقاتی	類別
کشمکش	衝突
کشمکش	鬥爭
کشمکش	奮鬥
کشمکش	掙扎
مشروعیت	合法性
جابز	工作
خیره	凝視
نورپردازی	照明
واحدها	單元
واحدها	各單位
واحدها	單位
مشتاق	渴望
مشتاق	熱心
نیوتون	牛頓
یکپارچگی	融合
یکپارچگی	整合
تخلص	假名
دیگ	壺
دیگ	鍋
نمکی	鹽
نمکی	食鹽
جریانی	溪流
جریانی	流
همتا	同行
همتا	同儕
درمانگاه	門診
درمانگاه	醫務室
درمانگاه	診所
سرامیک	陶瓷
قانونگذاری	立法
زیرزمین	地底
زیرزمین	基底
زیرزمین	地下
زیرزمین	地下室
نگهبانان	衛兵
نگهبانان	守衛
عقرب	蠍子
عقرب	天蠍座
رایس	大米
رایس	飯
رایس	米飯
رایس	米
آمارهای	統計數字
بیندازید	投
بیندازید	演員
بیندازید	石膏
سوزنی	針灸
تسلیت	慰藉
تسلیت	哀悼
تسلیت	慰問
مجارستانی	匈牙利語
مجارستانی	匈牙利
طاعون	鼠疫
طاعون	瘟疫
دعوا	格鬥
دعوا	戰鬥
دعوا	打架
متا	元
اسپرینگز	彈簧
اکسپلورر	探險家
لبنانی	黎巴嫩
سرگردان	徘徊
سرگردان	流浪
سرگردان	遊蕩
سرگردان	漫步
الکترود	電極
خیزش	起義
درین	流失
درین	排水
پذیرفتن	接受
پذیرفتن	驗收
نشنال	國家
شیره	糖漿
فدایی	補償
فدایی	賠償
اتباع	國民
اهریمن	妖
سیرک	馬戲團
سیرک	馬戲
نشت	洩漏
نشت	漏
نشت	漏水
گریم	化妝品
گریم	化妝
دیود	二極體
بنک	銀行
پنی	便士
دوحه	多哈
مادرزادی	先天
مادرزادی	先天性
شبی	晚上
شبی	夜
شبی	夜晚
خریدار	購買
خریدار	買主
خریدار	採購
برگی	葉子
برگی	葉
نگارگری	受洗
نگارگری	洗禮
ترمز	制動
ترمز	煞車
ایستا	文具
ایستا	靜態
ایستا	靜電
ایستا	靜止
ایستا	固定
پائول	保羅
دالی	大理
پنگوئن	企鵝
سیلیکون	矽
ستوان	中尉
فرای	煎
فرای	油炸
ایوب	工作
گودال	溝渠
گودال	洞
گودال	孔洞
گودال	溝
گودال	孔
گودال	洞口
چله	仲夏
برنزی	青銅
برنزی	銅
وا	華
خلاق	創造性
خلاق	創作
خلاق	創意
انسداد	阻塞
آشپزخانه	廚房
کیست	囊腫
هوس	情慾
هوس	慾望
هوس	願望
شکارچیان	獵人
کلاهک	上限
کلاهک	帽
کلاهک	彈頭
کلاهک	載荷
سفینه	船
سفینه	船舶
سفینه	艦
سفینه	船隻
عناصری	要件
عناصری	元素
سرکه	醋
سکو	平台
سکو	站台
کود	施肥
کود	化肥
کود	糞便
کود	肥料
عروسکی	洋娃娃
عروسکی	娃娃
عروسکی	玩偶
پناهی	避難所
پناهی	避難
سرطانی	癌症
سرطانی	癌
گردشی	位移
گردشی	流離失所
دیپلماسی	外交
منبر	講課
عواقب	後果
تیروئید	甲狀腺
فروسرخ	紅外線
فروسرخ	紅外
سنگفرش	人行道
بازاری	市場
شعاعی	徑向
نگهبانی	衛兵
نگهبانی	警衛
نگهبانی	守衛
نگهبانی	守護
تشنج	癲癇
تشنج	扣押
کوانتوم	量子
چرم	皮
چرم	皮革
مهد	搖籃
سبد	籃子
سبد	籃
هیون	賢
هیون	玄
مرشد	導師
طلسم	魅力
دانشگاههای	大學
عادلانه	公平
روشنفکری	啓蒙
روشنفکری	智力
ارغوانی	紫色
ارغوانی	紫
پارکینگ	停車位
پارکینگ	停車場
خلوت	私人
خلوت	隱私權
خلوت	隱私
خلوت	私營
اپراتور	經營者
اشتیاق	渴望
اشتیاق	嚮往
اشتیاق	熱情
اشتیاق	熱心
اشتیاق	激情
زحل	土星
سامورایی	武士
تون	基調
تون	語氣
تون	色調
تون	音調
تون	音
تفاسیر	評註
رگ	血管
رگ	靜脈
نوترون	主持人
پلکان	階梯
پلکان	樓梯
معایب	瑕疵
معایب	缺陷
معایب	缺點
لحظات	時刻
لحظات	瞬間
خلأ	真空
سهمیه	配額
سهمیه	限額
سهمیه	定額
خیار	黃瓜
گوشتی	血肉
گوشتی	肉
گوشتی	肉體
گوشتی	肉食
گوشتی	肉類
قضات	法官
قاشق	湯匙
قاشق	勺
قاشق	匙
قاشق	勺子
جاویدان	不朽
دیکتاتور	獨裁者
چاره	溶液
بخاری	暖爐
بخاری	加熱器
اورانوس	天王星
چن	陳
آمریکن	美式
طبی	醫務
طبی	醫療
طبی	大麻
طبی	醫學
امشب	今夜
امشب	今晚
دایناسورها	恐龍
توازن	均等
توازن	平衡
توازن	餘額
توازن	結餘
توازن	均衡
کنیسه	會堂
زبانها	語言
زبانها	語文
تابوت	棺材
نارضایتی	不滿
ترانس	跨
ترانس	轉運
پک	打包
پک	包
نقاب	面具
نقاب	面罩
نقاب	口罩
رنگارنگ	色彩繽紛
انتساب	指派
اوون	歐文
پروتئینی	蛋白質
پروتئینی	蛋白
چانگ	張
چانگ	鐘
چانگ	忠
آلو	蘆薈
آلو	梅花
آلو	李子
چیس	追逐
چیس	追
چیس	大通
پلیمر	聚合物
پلیمر	高分子
خلاء	真空
پشتون	部族
پشتون	部落
مارتن	馬丁
کباب	燒烤
کباب	烤肉
مای	邁
تلف	浪費
تلف	消瘦
تلف	廢物
تلف	廢棄物
کینه	復仇
کینه	仇恨
کینه	惡意
کینه	仇視
کینه	仇怨
نیمکره	半球
حکاکی	雕刻
حکاکی	刻字
حکاکی	刻
ساکورا	櫻花
ساکورا	櫻
مکانهای	地點
اعترافات	口供
اعترافات	告白
اعترافات	懺悔
اعترافات	供詞
سوزاندن	燒死
سوزاندن	燒錄
سوزاندن	燃燒
سوزاندن	燒傷
سوزاندن	燒
مارمولک	蜥蜴
مارمولک	蜥
کنایه	諷刺
کنایه	嘲諷
کنایه	挖苦
کلم	捲心菜
کلم	白菜
امگا	ō
زنانی	婦女
زنانی	女性
خویشاوندی	親情
خویشاوندی	親屬關係
ماکیان	nml
ماکیان	禽
ماکیان	家禽
متغیرها	變數
متغیرها	可變
خار	荊棘
نبردناو	戰艦
چینگ	青
بخشش	寬恕
بخشش	憐憫
بخشش	仁慈
بخشش	慷慨
بخشش	慈悲
کاربردها	申請
کاربردها	申請書
مبنا	基數
مبنا	基礎
مبنا	基地
فلوت	笛
فلوت	笛子
اتاقی	房
اتاقی	房間
مرزها	邊境
مرزها	邊界
مرزها	邊疆
مرزها	邊框
شبنم	露水
گذرنامه	護照
مکعبی	立方
شهابی	流星
شهابی	流星雨
شهابی	隕石
تخیل	想象
تخیل	想像
تخیل	想像力
تخیل	想象力
تقلیل	裁減
تقلیل	減少
بشوند	溫順
ساماندهی	簿記
ساماندهی	記賬
بردگی	奴役
بردگی	奴隸制
خراج	悼念
اپوزیسیون	反對
اپوزیسیون	反對派
اپوزیسیون	反對黨
لاستیک	輪胎
لاستیک	橡膠
لاستیک	胎
لاستیک	橡皮
تشخیصی	診斷
گرفتگی	日蝕
دامپزشکی	獸醫
مینگ	阿明
مینگ	明
غیرمستقیم	間接
کرکس	禿鷹
بازدیدکنندگان	觀眾
دات	點
کوهپایه	山麓
مقصر	責怪
ناخدا	隊長
ناخدا	機長
درخشندگی	閃光
مخلوطی	混合物
متان	甲烷
متان	沼氣
استثنا	例外
اصطکاک	摩擦
اصطکاک	摩擦力
اصطکاک	磨擦
کوزه	罐
کوزه	罐子
فرابنفش	紫外線
فرابنفش	紫外
دوزخ	地獄
دروغین	假
دروغین	虛假
گالیله	伽利略
هاو	霍
هاو	豪
هاو	郝
تسریع	加速
تسریع	加速度
شربت	糖漿
شربت	汁
شربت	果汁
الوار	木板
الوار	木材
ولوو	富豪
دلم	渴望
دلم	渴求
دلم	饞
آبجو	啤酒
مات	不透明
فراغت	休閒
فراغت	閒暇
شیردهی	哺乳
کارآفرینی	創業
بطری	瓶子
بطری	瓶
