ve	और
doğruluğu	परिशुद्धता
doğruluğu	सटीकता
doğruluğu	शुद्धता
çiğ	कच्चा
çiğ	रॉ
gürültü	शोर
gürültü	शोरगुल
gürültü	रव
onayladı	स्वीकृत
onayladı	अनुमोदित
diploma	उपाधि
diploma	डिग्री
birleşti	मिलाया
yakınlık	अपनापन
yakınlık	निकटता
vurdu	गोली
vurdu	शॉट
istatistikler	आंकड़े
istatistikler	आंकडे
istatistikler	सांख्यिकी
istatistikler	अंतर्दृष्टि
istatistikler	इनसाइट
istatistikler	आँकड़े
omuz	कंधे
omuz	कंधा
heykeller	मूर्तियाँ
heykeller	मूर्ति
sonbaharda	पतझड़
topları	गेंदें
topları	बॉल
topları	गेंदों
şairler	कवियों
kuruş	कौड़ी
kuruş	पैनी
bozulmuş	दूषित
bozulmuş	भ्रष्ट
mahkum	कैदी
mahkum	क़ैदी
mahkum	बंदी
santral	ऑपरेटर
santral	आपरेटर
istisna	एक्सेप्शन
istisna	अपवाद
tanıklık	गवाही
nakli	प्रत्यारोपण
merkür	पारा
merkür	पारद
merkür	बुध
safir	नीलम
seçici	चयनकर्ता
seçici	चयनात्मक
mucit	आविष्कारक
çare	उपाय
çare	उपचार
oskar	ऑस्कर
mekanizma	यांत्रिकी
lahey	हेग
yararına	लाभकारी
önleme	बचाव
önleme	रोकथाम
önleme	निवारण
bilgilendirme	एनोटेशन
bilgilendirme	सूचना
bilgilendirme	सुचना
bilgilendirme	जानकारी
tasarruf	छायांकन
tasarruf	बचत
bolşevikler	बोलशेविकों
turna	सारस
turna	पाइक
turna	क्रेन
cümleleri	वाक्य
maaş	वेतन
maaş	सैलरी
maaş	मजदूरी
traktör	ट्रैक्टर
bae	यूएई
rehin	गिरवी
rehin	साहूकार
rehin	बंधक
dük	ड्यूक
gedik	उल्लंघन
çadır	तम्बू
kolomb	कोलंबस
çözümler	समाधान
ithalat	आयात
burma	बर्मी
tasarımları	डिजाइन
sevimli	क्यूट
sevimli	प्यारे
sevimli	प्यारी
sevimli	लवली
sevimli	प्यारा
sevimli	आराध्य
iflas	दिवालियापन
iflas	दिवालिया
seçmek	चुनें
seçmek	चुनना
bez	डायपर
duvarlar	दीवारें
duvarlar	दीवारों
eşzamanlı	भाषांतरण
birileri	किसी
melekler	परियां
melekler	फ़रिश्ते
melekler	फ़रिश्तों
melekler	परियों
odalar	कक्षों
odalar	कमरे
odalar	कक्ष
odalar	रूम
hiroşima	हिरोशिमा
gazeteler	अखबारों
efekt	असर
efekt	प्रभाव
duyguları	भाव
duyguları	भावनाओं
kiliseler	चर्च
soruları	सवाल
soruları	प्रश्न
malavi	मलावी
kahramanlar	नायक
kahramanlar	वीरों
antrenman	प्रशिक्षण
antrenman	प्रथा
antrenman	अभ्यास
antrenman	कसरत
kafatası	कपाल
kafatası	खोपड़ी
kontrat	संविदा
kontrat	अनुबंध
yargılama	निर्णय
felç	स्ट्रोक
kokusu	सैंट
kokusu	गंध
kokusu	महकते
kokusu	खुशबू
kokusu	सूंघ
içeride	अंदर
içeride	भीतर
içeride	अन्दर
hakemler	अंपायर
hakemler	न्यायाधीशों
çöp	जंक
çöp	रद्दी
çöp	कचरा
çöp	कूड़ा
içsel	भीतरी
açıklamaları	स्पष्टीकरण
rehberlik	मार्गदर्शिका
rehberlik	मार्गदर्शक
rehberlik	गाइड
rehberlik	मार्गदर्शन
anlaşmazlıklar	विवाद
anlaşmazlıklar	मतभिन्नता
anlaşmazlıklar	विवादों
derinden	गहरा
derinden	गहन
derinden	गहरी
derinden	दीप
kuleleri	मीनारें
torunları	पोते
yorumda	टिप्पणी
yönetmek	मैनेज
yönetmek	मैनेजिंग
yönetmek	प्रबंध
yönetmek	प्रबंधन
kadim	प्राचीन
gsyih	जीडीपी
şov	दिखाएं
şov	शो
şov	दिखाएँ
şov	दिखाओ
iplik	धागे
iplik	लड़ी
iplik	थ्रेड
iplik	लड़ियाँ
iplik	रेशा
iplik	सूत
iplik	फाइबर
etkileşimi	बातचीत
etkileşimi	सहभागिता
eğik	झुकी
eğik	झुकाव
eğik	अप्रत्यक्ष
eğik	तिरछा
titan	टाइटन्स
hasat	कटाई
hasat	खेती
çeçen	चेचन
şeriat	शरीयत
ihtiyar	पुराने
ihtiyar	बूढ़ा
ihtiyar	ओल्ड
ihtiyar	वृद्ध
ihtiyar	पुरानी
ihtiyar	पुराना
bereket	आशीर्वाद
saka	मज़ाक
saka	चुटकुला
saka	मजाक
saka	जोक
gidiş	प्रस्थान
işıklar	प्रकाश
işıklar	बत्ती
işıklar	लाइट्स
işıklar	रोशनी
avantajı	लाभ
avantajı	फायदा
kervan	कारवां
kronolojik	कालानुक्रमिक
öğleden	दोपहर
akbaba	गिद्ध
akbaba	कोंडोर
girerken	प्रवेश
hayranları	प्रशंसकों
hayranları	प्रशंसक
hayranları	फ़ैन
yaratma	बनाना
yaratma	सृष्टि
yaratma	बनाने
yaratma	सृजन
yaratma	रचना
yaratma	निर्माण
unutmayın	याद
iyilik	पक्ष
iyilik	अच्छाई
iyilik	दया
iyilik	करुणा
iyilik	उपकार
iyilik	एहसान
sürtünme	घर्षण
kavun	खरबूजे
kavun	खरबूजा
geliş	आमद
geliş	आगमन
komün	कम्यून
doğrulama	पुष्टिकरण
doğrulama	पुष्टि
doğrulama	सत्यापित
doğrulama	सत्यापन
doğrulama	प्रमाणीकरण
bacakları	पैरों
bacakları	पैर
bacakları	टाँगे
taşınmış	स्थानांतरित
numaraları	संख्या
numaraları	संख्याएँ
kendim	खुद
eğilim	चर्चित
eğilim	रुझान
eğilim	ट्रेंड
eğilim	प्रवृत्ति
rota	मार्ग
rota	पाठ्यक्रम
rota	कोर्स
rota	रूट
kiliseye	गिरजाघर
kiliseye	गिरिजाघर
kiliseye	चर्च
gizem	रहस्य
gizem	रहस्यों
değişmeyen	अपरिवर्तित
değişmeyen	अपरिवर्तनशील
sistemli	व्यवस्थित
esnaf	कारीगर
görünüş	प्रकटन
görünüş	रूप
görünüş	दिखावे
durduruldu	रोका
mat	अपारदर्शी
mat	मैट
okumalar	रीडिंग
kaçmış	फरार
uzaylı	एलियन
uzaylı	एलियंस
beyzbol	बेसबॉल
bölündü	विभाजित
bölündü	विभक्त
vites	गियरबॉक्स
vites	गियर्स
vites	गियर
askıya	निलम्बित
askıya	बर्खास्तगी
askıya	स्थगित
askıya	निलंबित
lenf	लसीका
kronoloji	कालक्रम
parklar	पार्क
modülü	मापांक
modülü	मॉड्यूल
modülü	मोड्यूल
kaydedilmiş	दर्ज
kaydedilmiş	अंकित
firmalar	कंपनियाँ
firmalar	कंपनियों
şarkıcılar	गायकों
torun	पोता
torun	पोती
istendi	निवेदित
istendi	अनुरोधित
seçmeler	ऑडिशन
seçmeler	चयन
vurur	हिट्स
vurur	हिट
ölçüleri	माप
iblis	राक्षस
tablet	टैबलेट
sürat	रफ्तार
sürat	गति
klipleri	क्लिप्स
metafizik	तात्विक
metafizik	तत्वमीमांसा
mezarlar	क़ब्रों
şahane	विस्मयकारी
şahane	कमाल
şahane	अद्भुत
şahane	गजब
şahane	अतिसुन्दर
şahane	शानदार
şahane	अदभुत
stres	स्ट्रेस
stres	तनाव
kul	ऐश
kul	राख
suçları	अपराधों
fırın	ओवन
fırın	स्टोव
fırın	चूल्हा
fırın	बेकरी
fırın	कूकर
martı	सीगल
laf	शब्द
laf	वर्ड
yaratılış	उत्पत्ति
yaratılış	सृष्टि
yaratılış	सृजन
yaratılış	रचना
yaratılış	निर्माण
heykelleri	मूर्तियाँ
heykelleri	मूर्ति
voltaj	वोल्टेज
rütbeli	रैंकिंग
lif	रेशा
lif	फाइबर
sonuncusu	अंतिम
sonuncusu	पिछला
sonuncusu	आखरी
sonuncusu	आखिरी
istemci	क्लाएंट
istemci	क्लाइंट
istemci	ग्राहक
hedefler	लक्ष्य
hedefler	लक्ष्यों
yapımcılar	निर्माता
yapımcılar	उत्पादकों
subaylar	अधिकारी
subaylar	अधिकारीयों
subaylar	अधिकारियों
konuşmak	बात
alacakaranlık	संध्या
alacakaranlık	गोधूलि
kira	किराए
kira	किराया
onaylandı	सत्यापित
onaylandı	स्वीकृत
onaylandı	पुष्टि
onaylandı	अनुमोदित
amin	आमीन
bakanları	मंत्रियों
bakanları	मंत्रि
bakanları	मंत्री
tanıdı	पहचाना
sure	सूरा
koru	कवर
koru	रक्षा
koru	बचाना
koru	आवरण
tırnak	उद्धरण
tırnak	नेल्स
tırnak	नेल
tırnak	नाखून
parasal	मौद्रिक
piksel	पिक्सेल
piksel	पिक्सेल्स
piksel	पिक्सल
sehir	नगर
sehir	शहर
sehir	सिटी
düşünmek	सोच
celaleddin	जलालुद्दीन
tribe	नजाकत
işlevleri	फंक्शन्स
işlevleri	कृत्यों
asılı	फांसी
dönemler	अवधि
toptan	थोक
toptan	बल्क
toptan	होलसेल
sürüş	ड्राइविंग
çivi	नेल्स
çivi	नेल
çivi	नाखून
lirik	गीतात्मक
gazlar	गैसों
gazlar	गैसें
yoruma	निर्वचन
yoruma	व्याख्या
yoruma	टिप्पणी
fiyatları	कीमतें
fiyatları	कीमतों
fiyatları	दामों
boyalı	चित्रित
işın	बीम
işın	रे
imkânsız	असम्भव
imkânsız	असंभव
imkânsız	नामुमकिन
hristiyanlar	ईसाइयों
işitme	सुनवाई
işitme	सुनना
işitme	सुनने
öldürülmüş	मारे
