年	イヤー
餅乾	クッキー
餅乾	ビスケット
焊	溶接
劑量	一服
劑量	線量
觸控	タッチ
觸控	触る
壽司	すし
壽司	寿司
田地	フィールド
田地	フィールズ
骷髏	骨格
骷髏	頭蓋骨
骷髏	スケルトン
骷髏	髑髏
船尾	スターン
船尾	船尾
寶藏	財宝
寶藏	宝物
鷸	シギ
加西亞	ガルシア
單軌	モノレール
麥加	メッカ
不公	不公平
開賽	カサイ
開賽	葛西
蜻蜓	とんぼ
里拉	リラ
羞辱	屈辱
散步	ウォーク
散步	歩行
散步	ウォーキング
散步	徒歩
散步	歩き
散步	歩く
稅收	税金
稅收	歳入
稅收	収入
稅收	租税
稅收	収益
電容	コンデンサ
搬家	引越し
搬家	移動
橄欖	オリーブ
紫外	紫外線
價錢	価格
價錢	値段
價錢	対価
價錢	プライス
學徒	見習い
學徒	修業
毛皮	毛皮
感冒	インフルエンザ
借款	借用
借款	借入金
借款	ローン
借款	融資
僵局	ステイルメイト
僵局	デッドロック
僵局	行き詰まり
股本	持分
股本	エクイティ
失業率	失業
軍火	アームス
備用	バックアップ
備用	スタンバイ
核桃	くるみ
核桃	クルミ
龍捲風	竜巻
龍捲風	トルネード
無形	不可視
水力發電	水力
尊稱	敬語
珍寶	貴重
珍寶	財宝
珍寶	尊い
珍寶	宝物
珍寶	ジャンボ
椰子	ココナツ
椰子	ココナッツ
滲透	潜入
滲透	浸透
蜈蚣	ムカデ
鶇	ツグミ
復活節	イースター
床上	ベッド
勸說	説得
胸罩	ブラ
胸罩	ブラジャー
賄賂	賄賂
賄賂	贈収賄
教員	講師
教員	インストラクター
償還	弁償
償還	償還
償還	返済
座談會	シンポジウム
肝臟	肝臓
肝臟	レバー
醜	みにくい
醜	醜い
槌	ハマー
槌	ハンマー
和泉	和泉
和泉	いずみ
吞併	併合
微妙	微妙
腰帶	ベルト
焚燒	焼却炉
咖啡廳	カフェ
大赦	恩赦
張貼	ポスト
張貼	掲示
張貼	投稿
盜版	海賊
傳球	パス
受洗	洗礼
套裝	背広
套裝	スーツ
足跡	足跡
農地	農地
洗衣	ランドリー
洗衣	洗濯
半數	半分
半數	ハーフ
安培	アンバー
安培	琥珀
花粉	花粉
芒果	マンゴー
芒果	マンゴ
紅豆	シェリー
反面	しっぽ
救護車	救急車
動脈	動脈
好玩	楽しい
頻譜	スペクトル
尊嚴	尊厳
尊嚴	品格
尊嚴	威厳
洩漏	漏れ
洩漏	リーク
洩漏	こぼす
洩漏	漏洩
浮動	浮動
浮動	フローティング
浮動	フロート
拼寫	つづり
拼寫	スペル
拼寫	スペリング
拼寫	呪文
驚奇	サプライズ
驚奇	驚き
歐亞	ユーラシア
行軍	行軍
海馬	タツノオトシゴ
毀壞	破壊
轉世	転生
惠美	えみ
墊	クッション
墊	パッド
胎兒	胎児
灑	こぼす
危急	クリティカル
蕭條	うつ病
單數	奇数
單數	オッド
大宗	バルク
無辜	無実
生還者	サバイバー
共鳴	共感
圓頂	ドーム
終端	ターミナル
終端	端末
軍備	軍備
軍備	軍需
聲譽	評判
汽水	ソーダ
被告人	被告
被告人	被告人
相思	アカシア
檢舉	レポート
檢舉	報告
視線	光景
木乃伊	ミイラ
訪客	ビジター
外流	流出
傳真	ファックス
傳真	fax
傳真	ファクシミリ
傳真	ファクス
情人節	バレンタイン
彈道	弾道
私營	非公開
私營	プライベート
推遲	遅延
推遲	ディレイ
推遲	延期
湧入	流入
突擊隊	コマンドー
並行	並列
並行	パラレル
驕傲	自慢
驕傲	プライド
驕傲	傲慢
驕傲	誇らしい
驕傲	誇り
光圈	絞り
環流	循環
暈	目眩
暈	気絶
暈	フラフラ
薄荷	ミント
薄荷	ペパーミント
扶桑	扶桑
熱線	ホットライン
弦樂	ストリング
樂手	ミュージシャン
難得	レア
閉幕	閉会
折衷	妥協
蒸發	蒸発
未婚妻	婚約
未婚妻	フィアンセ
餐館	レストラン
餐館	飲食店
驚喜	サプライズ
驚喜	驚き
聲望	プレステージ
聲望	評判
完整性	整合性
不尋常	珍しい
墮落	退廃
定量	定量
強壯	濃い
強壯	強い
焦耳	ジュール
創世紀	ジェネシス
偏見	偏見
偏見	先入観
偏見	害する
偏見	バイアス
騎馬	乗馬
騎馬	乗る
騎馬	配車
慣性	慣性
英明	英明
芭蕾	バレエ
裸體	全裸
裸體	ヌード
介質	ミディアム
介質	メディア
捨棄	破棄
禮貌	マナー
禮貌	礼儀
仙子	フェアリー
仙子	妖精
大腿	太もも
齒輪	ギア
齒輪	歯車
大汗	カーン
大汗	ハーン
命題	命題
命題	テーゼ
命題	論文
高尚	貴族
高尚	尊い
乾旱	干ばつ
乾旱	旱魃
不等式	不平等
不等式	不等式
窗戶	ウィンドウ
每星期	週刊
每星期	週間
每星期	毎週
每星期	ウィークリー
疏忽	怠慢
疏忽	過失
套用	応用
天賦	タレント
天賦	贈り物
天賦	ギフト
巢穴	隠れ家
負債	責任
負債	負債
地平線	水平線
地平線	地平線
地平線	ホライズン
橋梁	ブリッジ
刑期	文章
刑期	宣告
刑期	センテンス
欺負	いじめ
王宮	宮殿
店鋪	店舗
店鋪	ショップ
蓬萊	蓬莱
肘	ひじ
膀胱	膀胱
農作物	農産物
農作物	切り取り
農作物	トリミング
農作物	作物
農作物	切り取る
隱形	不可視
半球	半球
序曲	序曲
蒙特婁	モントリオール
封包	パケット
硝基	ニトロ
跑步	走り
跑步	走る
跑步	ラン
跑步	ジョギング
跑步	ランニング
立方體	立方体
立方體	キューブ
模範	モデル
開局	オープニング
開局	開く
青春期	思春期
瓜地馬拉	グアテマラ
剪刀	ハサミ
剪刀	はさみ
風味	フレーバー
振動	振動
電晶體	トランジスタ
胡桃	くるみ
胡桃	クルミ
路邊	道端
混血兒	ハイブリッド
閃亮	シャイニング
閃亮	ピカピカ
支架	ブレース
地理學	地理
不可避免	必然
不可避免	やむを得ない
拍手	拍手
微粒	パーティクル
微粒	粒子
面試	インタビュー
面試	面接
回饋	フィードバック
節慶	祭り
節慶	お祭り
節慶	フェスティバル
節慶	祭事
作文	随筆
作文	エッセイ
作文	エセー
太空梭	シャトル
頭骨	頭蓋骨
頭骨	髑髏
搖	シェイク
搖	振る
陌生人	よそ者
肢體	四肢
肢體	手足
拉麵	ラーメン
煙霧	スモッグ
煙霧	スモーク
最大值	最大
名氣	名声
夕陽	日没
夕陽	夕焼け
子宮	子宮
簡短	短い
簡短	ショート
水底	水中
昨日	きのう
昨日	昨日
拇指	親指
千禧年	ミレニアム
話語	談話
管線	パイプライン
振幅	振幅
感官	感覚
徑向	放射状
弱化	弱める
柚子	グレープフルーツ
呼應	反響
往下	ダウン
考古學家	考古学
走路	ウォーク
走路	歩行
走路	ウォーキング
走路	徒歩
走路	歩き
走路	歩く
幫派	ギャング
臭氧	オゾン
納米比亞	ナミビア
慈悲	慈悲
慈悲	思いやり
慈悲	同情
慈悲	マーシー
薪金	給与
薪金	俸給
薪金	給料
乳糖	ラクトース
探訪	面会
傷殘	障害
初等	小学校
互換	スワップ
後悔	後悔
古董	アンティーク
古董	ビンテージ
繼母	継母
打架	ファイティング
打架	ファイト
奇跡	奇跡
奇跡	驚異
奇跡	ミラクル
水利工程	水道
精緻	絶妙
比值	マージン
比值	比率
比值	余白
浣熊	アライグマ
報廢	廃車
香織	かおり
蕾絲	レース
麻將	麻雀
半夜	ミッドナイト
半夜	真夜中
男高音	テナー
滑坡	山崩れ
滑坡	地すべり
發燒	発熱
物價	価格
病床	ベッド
小麥	コムギ
小麥	小麦
橡	オーク
感性	感性
導覽	ツアー
明信片	ハガキ
明信片	はがき
經營者	オペレーター
咒語	スペル
咒語	呪文
天狼星	シリウス
提琴	バイオリン
提琴	ヴァイオリン
引文	サイテーション
引文	引用
恐怖主義	テロリズム
恐怖主義	テロリスト
恐怖主義	テロ
蛙泳	平泳ぎ
恐怖份子	テロリスト
謀殺案	殺人
著色	染める
著色	塗り絵
散播	広がる
散播	拡散
散播	スプレッド
陰莖	ペニス
陰莖	陰茎
上衣	ブラウス
日刊	日記
日刊	ジャーナル
防水	防水
舞會	プロム
照相機	カメラ
青色	シアン
優雅	エレガント
優雅	洒落
優雅	エレガンス
陣風	一陣
肋骨	リブ
肋骨	肋骨
臀部	ヒップ
臀部	股関節
深層	ディープ
深層	深い
隱私	非公開
隱私	プライバシー
隱私	プライベート
小百合	さゆり
救世主	救世主
取樣	サンプリング
取樣	サンプル
簡潔	シンプル
簡潔	簡潔
床位	ベッド
海星	ヒトデ
魔法師	魔法使い
魔法師	ウィザード
腎臟	腎臓
淡化	薄める
磋商	相談
奴役	緊縛
職工	社員
職工	職員
工程學	工学
工程學	エンジニアリング
大豆	醤油
大豆	大豆
嗆	チョーク
糾正	補正
糾正	訂正
糾正	整流
糾正	修正
補貼	補助金
氣質	気質
劍術	フェンシング
肥皂	ソープ
肥皂	石けん
肥皂	石鹸
衍射	回折
盧比	ルピー
臉部	フェイス
英畝	エーカー
奢侈	贅沢
劫機	ハイジャック
火柴	一致
火柴	マッチ
才華	タレント
才華	才能
渥太華	オタワ
船隊	フリート
船隊	艦隊
船隊	船団
海牛	マナティー
外套	コート
外套	コーツ
外套	ジャケット
分娩	分娩
分娩	出産
閱兵	パレード
極光	オーロラ
輪廓	概略
輪廓	概説
輪廓	アウトライン
輪廓	輪郭
卵巢	卵巣
因數	係数
因數	ファクター
因數	因子
戳	あいさつ
鉻	クロム
保佑	ブレス
土匪	バンディッツ
土匪	盗賊
撒旦	サタン
密謀	プロット
退休金	年金
益智	パズル
衝動	インパルス
技藝	スキル
作弊	浮気
作弊	カンニング
預告片	トレーラー
預告片	予告編
蟾蜍	ヒキガエル
蟾蜍	キノピオ
轉錄	転写
轉錄	書写
儲蓄	貯金
儲蓄	貯蓄
儲蓄	保存
儲蓄	節約
儲蓄	預金
咖哩	カレー
教化	教化
口頭	口頭
論證	引数
論證	論証
沙龍	サロン
沙龍	シャロン
果汁	ジュース
慷慨	寛大
靜脈	静脈
單詞	単語
單詞	言葉
單詞	ワード
金髮	ブロンド
金髮	金髪
總之	とにかく
操場	遊び場
聲樂	ボーカル
正午	正午
正午	昼間
專賣	独占
笨蛋	バカ
凱旋	トライアンフ
試鏡	オーディション
油漆	塗料
油漆	絵の具
油漆	ペイント
油漆	ペンキ
扭轉	リバース
狂想曲	ラプソディ
威望	プレステージ
奧斯陸	オスロ
發球	サーブ
觀光客	ツーリスト
犯規	ファール
犯規	ファウル
木瓜	パパイヤ
鄭州	鄭州市
茶葉	お茶
茶葉	紅茶
櫟	オーク
督導	監督
主旨	推力
雷電	サンダー
鎮長	町長
鎮長	市長
豌豆	エンドウ
怒火	怒り
怒火	レイジ
浩劫	ハボック
氣味	香り
透視	遠近法
透視	遠近
透視	視点
玄武岩	玄武岩
釐米	センチメートル
政體	政体
餘額	バランス
餘額	残高
清真	ハラール
演戲	演技
螳螂	カマキリ
腦袋	脳みそ
英俊	イケメン
英俊	ハンサム
木制	木造
木制	木製
制約	制約
熏	かおる
粘土	粘土
粘土	クレイ
片假名	カタカナ
劣勢	不利益
劣勢	短所
劣勢	欠点
綠地	グリーン
綠地	緑色
中樞	ハブ
看中	ファンシー
看中	空想
交集	交差点
配對	ペア
配對	マッチング
鐮刀	大鎌
椰	ココナツ
椰	ココナッツ
保齡球	ボーリング
保齡球	ボウリング
螃蟹	カニ
懸崖	クリフ
拆毀	解体
師兄	ブラザー
師兄	兄弟
大砲	大砲
賓館	ホテル
賓館	ゲストハウス
地殼	クラスト
孕婦	妊娠
報刊	新聞
報刊	新聞紙
瞳孔	生徒
瞳孔	瞳孔
密西西比	ミシシッピ
寶物	宝物
泊位	寝台
萎縮	萎縮
火器	火器
火器	銃器
今晚	今夜
今晚	トゥナイト
今晚	今晩
基督教徒	キリスト教徒
漫步	散策
漫步	さまよう
漫步	散歩
健二	ケンジ
健二	健二
健二	健治
專欄作家	コラムニスト
花紋	霜降り
技工	職人
技工	メカニック
留下來	滞在
留下來	ステイ
賺	獲得
賺	稼ぐ
橡樹	オーク
信箱	メールボックス
甜點	デザート
有效性	実効
虛假	フェイク
虛假	虚偽
高貴	尊い
球體	球体
球體	球面
球體	球形
房客	テナント
盲目	盲人
盲目	ブラインド
奏鳴曲	ソナタ
刺青	入れ墨
刺青	タトゥー
刺青	刺青
回升	リバウンド
會堂	シナゴーグ
攤位	ブース
攤位	屋台
洞口	ホール
傲慢	傲慢
匕首	ダガー
匕首	短剣
世界末日	アルマゲドン
傑作	傑作
傑作	名作
尖叫	絶叫
尖叫	スクリーム
尖叫	叫び
尖叫	叫び声
通貨膨脹	インフレーション
生命力	活力
顯微鏡	顕微鏡
打鼓	ドラム
熱量	ヒート
熱量	カロリー
舞弊	詐欺
引誘	ルアー
引誘	誘惑
直布羅陀	ジブラルタル
指甲	ネイル
滑鼠	ねずみ
滑鼠	マウス
阿拉巴馬州	アラバマ
預約	任命
預約	選任
預約	予約
預約	任用
傅立葉	フーリエ
水族	アクアリウム
水族	水族館
害羞	シャイ
害羞	人見知り
飲酒	飲む
懶	怠け者
懶	だらだら
捕魚	釣り
捕魚	魚釣り
馬鈴薯	じゃがいも
馬鈴薯	ポテト
馬鈴薯	ジャガイモ
火箭炮	バズーカ
按鍵	ボタン
按鍵	キー
圈子	サークル
獸醫	獣医
暴風雨	ストーム
耐力	持久力
耐力	スタミナ
奈及利亞	ナイジェリア
日冕	コロナ
流行病	伝染病
流行病	疫学
流行病	パンデミック
溫州	温州
現實主義	リアリズム
調停	あっせん
調停	調停
呼喊	叫ぶ
呼喊	シャウト
制動	ブレーキ
制動	制動
單簧管	クラリネット
合伙人	パートナー
下士	伍長
評語	レビュー
雪橇	ソリ
雪橇	そり
過量	超過
發行量	循環
待命	スタンバイ
磨坊	ミル
錢幣	コイン
錢幣	硬貨
悲慘	みじめ
悲慘	惨め
悲慘	悲惨
寬容	寛容
寬容	許容
感應器	センサ
感應器	センサー
列寧	レーニン
海綿	スポンジ
情婦	愛人
流言	ゴシップ
土方	土方
選取	セレクション
選取	選択
選取	選考
醉酒	酔っぱらい
屈服	利回り
屈服	出来上がり
訂閱	引受け
訂閱	購読
推導	派生
過敏	アレルギー
氛圍	大気圏
氛圍	大気
氛圍	バイブ
氛圍	雰囲気
自私	わがまま
自私	利己主義
擷取	キャプチャー
擷取	キャプチャ
擷取	攻略
擷取	リッピング
木匠	大工
木匠	カーペンターズ
丙烷	プロパン
贏家	勝者
贏家	ウィナー
鋅	亜鉛
恩典	グレース
恩典	恩寵
恩典	グレイス
黏土	粘土
黏土	クレイ
專業人士	プロフェッショナル
頭頂	頭上
甲醇	メタノール
支票	小切手
支票	チェック
獵犬	猟犬
獵犬	ハウンド
炎症	炎症
訂婚	婚約
廢墟	廃墟
廢墟	遺跡
萌芽	出芽
萌芽	スプラウト
貓頭鷹	ふくろう
貓頭鷹	フクロウ
水兵	船員
報酬	給与
報酬	報酬
傳訊	呼出
傳訊	召喚
頭痛	頭痛
使館	大使館
肥料	肥料
終生	生涯
終生	通算
漏斗	漏斗
神通	アバター
神通	アヴァターラ
圖表	チャート
圖表	グラフ
圖表	ダイアグラム
憂慮	心配
浮游生物	プランクトン
常態	ノーマル
常態	普通
馬戲團	サーカス
禱告	祈り
禱告	祈る
禱告	礼拝
禱告	祈祷
腋	腋窩
波哥大	ボゴタ
拼圖	パズル
掙扎	格闘
掙扎	闘争
無意義	無意味
理智	正気
串聯	タンデム
串聯	カスケード
沐浴	入浴
電線	ワイヤ
電線	針金
電線	ワイヤー
電線	ケーブル
產出	アウトプット
產出	出力
份量	重量
份量	体重
精液	精液
富人	金持ち
富人	リッチ
臨界	クリティカル
環形	円形
殘障	障害
殘障	ハンディ
便當	弁当
法理	法学
比基尼	ビキニ
編譯器	コンパイラ
索馬利亞	ソマリア
誠實	正直
懷舊	ノスタルジア
懷舊	ノスタルジック
戲法	トリック
治癒	治る
治癒	ヒーリング
治癒	治癒
治癒	ヒール
治癒	治す
鉑	プラチナ
鉑	白金
賓客	ゲスト
代名詞	代名詞
常設	スタンディング
捐獻	寄付
捐獻	募金
贖罪	ヨム
贖罪	償還
採礦	鉱業
表妹	従姉妹
表妹	従兄弟
表妹	いとこ
幼兒園	保育園
幼兒園	幼稚園
牌匾	タブレット
透明度	透明
透明度	透明度
虔誠	敬虔
骨盆	骨盤
緋聞	不祥事
緋聞	スキャンダル
緋聞	ゴシップ
計數	カウント
矯正	整流
約翰遜	ジョンソン
雄鹿	シカ
尷尬	恥ずかしい
尷尬	気まずい
罪人	罪人
左輪手槍	リボルバー
甲子園	甲子園
貞德	ジャンヌ
培根	ベーコン
勺	スプーン
珍惜	チェリッシュ
鏡子	ミラー
仙人掌	サボテン
醫務	医学
獵鷹	ファルコン
