年	año
處罰	sanción
處罰	penal
處罰	castigos
處罰	sanciones
處罰	pena
處罰	penas
處罰	penalizaciones
處罰	penalización
處罰	castigo
名聲	reputación
名聲	fama
名聲	renombre
序幕	prólogo
序幕	preludio
醋	vinagre
岬	promontorio
代理商	agencia
代理商	agentes
代理商	agente
代理商	mandatario
舒適	confort
舒適	cómodas
舒適	acogedora
舒適	agusto
舒適	confortable
舒適	acogedor
舒適	cómodo
舒適	comodidad
舒適	cómoda
舒適	consuelo
嘲笑	maqueta
嘲笑	burlarse
充電	cargos
充電	cargo
充電	tarificación
充電	recarga
充電	carga
充電	cargando
鎳	níquel
飛翔	vuela
飛翔	mosca
飛翔	vuele
飛翔	vuelo
飛翔	volando
飛翔	volar
礦業	minería
礦業	minero
地勢	terreno
地勢	terrenos
人馬座	sagitario
谷地	valle
桃子	melocotón
桃子	melocotones
桃子	duraznos
桃子	durazno
電纜	cables
電纜	cableado
電纜	telegrama
蝨	piojo
蝨	piojos
田野	campos
腐敗	corruptos
腐敗	corrupta
腐敗	corromper
腐敗	corrupto
腐敗	corrupción
少數民族	minoría
少數民族	minoritarias
少數民族	minoritario
少數民族	minorías
少數民族	minoritarios
無聊	aburridos
無聊	aburrido
無聊	aburrida
無聊	aburridas
藉口	pretextos
藉口	excusas
造船廠	astilleros
造船廠	astillero
女朋友	novia
顎	mandíbula
顎	quijada
顎	paladar
酒館	taberna
政治學	políticos
政治學	política
政治學	políticas
政治學	politicas
政治學	politica
飛碟	ovni
飛碟	ovnis
郊外	afueras
郊外	periferia
草甸	praderas
草甸	pradera
草甸	prados
供給	aprovisionamiento
供給	suministro
供給	abastecimiento
請願	petición
請願	peticiones
請願	peticion
荒漠	desierto
荒漠	desiertos
潟湖	laguna
鹿角	cuernos
先天	congénita
先天	innato
先天	innata
先天	congénitas
偽造	falsificado
偽造	forjando
偽造	forjar
偽造	falsificación
偽造	forjado
偽造	falsificaciones
偽造	forja
好奇	curiosidad
好奇	curiosas
好奇	curiosos
好奇	curiosa
好奇	curioso
盎司	onza
盎司	onzas
放逐	exiliado
放逐	destierro
放逐	exilio
利息	interes
利息	interés
利息	intereses
口述	dictar
口述	dictando
口述	dictados
口述	dictado
物料	materias
物料	materiales
物料	material
打壓	represión
打壓	reprimir
打壓	suprimir
蟻	hormiga
蟻	hormigas
耦合	enganche
耦合	acoplamiento
砂岩	arenisca
鏢	dardo
石英	cuarzo
辯護	defensa
辯護	defensas
波浪	oleada
波浪	ondas
波浪	olas
波浪	oleaje
波浪	ondulado
波浪	oleadas
波浪	ola
波浪	onda
超自然	sobrenatural
超自然	sobrenaturales
猶太教	judías
猶太教	judía
猶太教	judío
猶太教	judaísmo
猶太教	judíos
猶太教	judio
血清	suero
愛人	enamorados
愛人	enamorado
愛人	amantes
愛人	amante
各區	distritos
各區	barrios
瓶子	botellas
瓶子	biberón
瓶子	frascos
瓶子	frasco
瓶子	botella
前列腺	próstata
無奈	indefensos
無奈	indefensa
無奈	indefenso
無奈	impotente
無奈	desamparados
小米	mijo
化妝	maquillaje
演示	demostraciones
演示	manifestación
演示	demostración
游擊隊	guerrilleros
游擊隊	partidistas
游擊隊	guerrillero
游擊隊	partisanos
游擊隊	guerrillas
游擊隊	partidista
定罪	convicciones
定罪	criminalización
定罪	convicción
定罪	condenado
定罪	condenados
定罪	tipificación
定罪	condenas
定罪	convencimiento
定罪	convicto
定罪	penalización
倡議	iniciativas
倡議	iniciativa
聘用	contratación
聘用	contrataciones
聘用	contratar
聘用	contratando
盒子	casilla
盒子	recuadro
盒子	caja
勉強	apenas
勉強	escasamente
孟子	mencio
液態	líquida
液態	líquido
液態	liquido
液態	líquidos
法郎	franco
法郎	francos
棄權	abstenciones
棄權	renuncia
棄權	abstención
棄權	exención
棄權	dispensa
博弈	juego
百分比	porcentajes
百分比	porcentaje
百分比	%
製造業	fabricación
製造業	manufactura
妥協	compromiso
動議	movimiento
動議	moción
動議	mociones
路障	barricada
路障	barricadas
解雇	despido
解雇	destitución
解雇	desestimación
狙擊手	francotirador
狙擊手	tirador
狙擊手	francotiradores
評判	juzgar
評判	juzgando
鍋爐	calderas
鍋爐	caldera
經文	versos
經文	escrituras
沙丘	dunas
沙丘	duna
奉獻	dedicado
奉獻	dedicatoria
奉獻	dedicados
奉獻	dedicada
奉獻	dedicación
奉獻	devoción
禮堂	auditorio
藥品	droga
藥品	medicamento
藥品	medicación
藥品	medicina
藥品	fármacos
藥品	drogas
藥品	medicamentos
藥品	medicinas
籌款	recaudación
盔	cascos
盔	casco
清新	frescos
清新	frescura
清新	frescas
清新	fresco
清新	fresca
地基	fundaciones
地基	cimientos
地基	fundamentos
雇主	empresario
雇主	empleador
雇主	patronal
雇主	patronos
雇主	patrones
雇主	empleadores
雇主	empresarios
升起	subida
升起	levántate
憂鬱	sombría
憂鬱	melancolía
憂鬱	lúgubre
憂鬱	melancólico
憂鬱	sombrío
吃了	coma
吃了	comer
吃了	come
創始	fundar
創始	fundadores
詐騙	fraude
詐騙	fraudes
詐騙	estafa
莓	frambuesas
偷渡	contrabando
偷渡	polizón
任用	designaciones
任用	cita
任用	citas
任用	nombramientos
任用	nombramiento
任用	designación
地下水	subterráneas
階梯	escalones
階梯	escaleras
階梯	escalera
黃蜂	avispa
煙火	fuegos
煙火	petardos
煙火	pirotecnia
有序	ordenado
有序	ordenada
有序	ordenanza
反彈	rebota
反彈	rebotar
反彈	rebote
反彈	despecho
屏障	barrera
屏障	barreras
屏障	obstáculos
節點	nodos
節點	nódulos
節點	nodo
姿勢	posa
姿勢	plantean
姿勢	poses
姿勢	postura
姿勢	posar
孤兒	orfandad
孤兒	huérfanos
孤兒	huérfano
孤兒	huérfana
離散	discreta
離散	discretas
離散	discretos
離散	discreto
週四	jueves
船塢	muelle
黨派	partidistas
黨派	partidista
黨派	partisanos
協奏曲	concierto
希伯來	hebreo
碉堡	búnker
魔術師	magos
魔術師	maga
魔術師	mago
葬禮	funeraria
葬禮	entierro
葬禮	funerales
儒學	confucianismo
寶座	trono
剪接	empalme
電子郵件	correo
跡象	señales
跡象	signos
跡象	señalización
跡象	letreros
跡象	carteles
高能	enérgico
高能	energético
高能	energéticos
高能	energética
招聘	reclutar
招聘	contratando
招聘	contrataciones
招聘	reclutamiento
招聘	contratación
招聘	reclutando
招聘	contratar
加速度	aceleración
喇叭	cuerno
喇叭	bocina
喇叭	trompa
貝勒	bella
不平等	desigual
不平等	desigualdades
不平等	desiguales
不平等	desigualdad
晶體	cristal
晶體	cristales
開花	floración
開花	florecer
開花	floreciendo
開花	florecimiento
白話	vernácula
熵	entropía
廉價	baratas
廉價	tacaño
廉價	baratos
廉價	barata
廉價	barato
空心	hueco
收養	adoptan
收養	adopciones
收養	adopta
收養	adoptar
收養	aprobación
收養	adopción
叛逆	rebelde
叛逆	rebelión
外甥	sobrino
密封	sella
密封	foca
密封	sello
快車	expresar
快車	expresa
快車	expresas
快車	expreso
快車	exprés
警衛	guardia
警衛	guarda
重現	reaparición
信賴	confianza
信賴	confiaba
信賴	confiable
信賴	confiado
彌撒	masa
彌撒	misas
彌撒	misa
彌撒	masas
兩棲	anfibio
兩棲	anfibios
古物	antigüedades
古物	antiguedad
古物	antigüedad
撞球	alberca
撞球	piscina
撞球	billar
剝奪	privaciones
剝奪	privación
後援	respaldo
後援	refuerzos
鼓舞	estímulo
鼓舞	inspirador
鼓舞	aliento
鼓舞	animo
鼓舞	inspiradora
關稅	aduana
關稅	aranceles
關稅	arancel
關稅	tarifas
關稅	costumbres
關稅	aduanas
關稅	aduanera
不法	ilícito
定性	caracterización
定性	cualitativa
定性	cualitativo
定性	cualitativos
定性	cualitativas
讀取	leer
讀取	leyendo
讀取	lecturas
讀取	lectura
讀取	leído
讀取	lea
紙幣	billetes
紙幣	billete
調動	movilización
調動	reasignación
調動	movilidad
調動	repliegue
調動	redistribución
調動	movilizar
調動	reasignado
調動	movilizando
獨唱	solista
光電	fotovoltaicos
光電	fotovoltaica
十字軍	cruzadas
十字軍	cruzados
十字軍	cruzada
十字軍	cruzado
體力	fortaleza
體力	fuerza
平均值	medias
平均值	media
平均值	promedio
平均值	promedios
不敗	invicto
興奮	entusiasmo
興奮	emocionados
興奮	emocionado
興奮	excitación
興奮	entusiasmado
興奮	emoción
興奮	emocionada
興奮	entusiasmada
神龍	dragones
神龍	dragón
希臘文	griegos
希臘文	griego
希臘文	griega
紫外線	ultravioleta
紫外線	uv
申報	declarar
申報	declaro
申報	declaran
申報	declara
投注	apostando
投注	apuestas
投注	apuesta
投注	apostar
鯊魚	tiburones
鯊魚	tiburón
大腦	sesos
大腦	cerebro
大腦	cerebros
孤獨	solitarios
孤獨	soledad
孤獨	solitaria
孤獨	solitario
單字	palabra
老兵	veteranos
老兵	veterinarios
老兵	veterano
更低	bajar
更低	inferior
心態	mentalidad
過濾	filtrado
過濾	filtrada
過濾	filtrar
過濾	filtros
過濾	filtro
過濾	filtra
過濾	filtración
黃道	zodíaco
黃道	zodiaco
黃道	eclíptica
駕駛艙	cabina
救護	ambulancia
救護	ambulancias
加法	aditivos
加法	aditivo
蒸氣	vapor
蒸氣	vapores
天命	destino
提問	cuestión
提問	interrogante
提問	pregunta
斜坡	rampa
斜坡	pistas
斜坡	pendiente
斜坡	ladera
斜坡	pendientes
斜坡	laderas
袋鼠	canguros
袋鼠	canguro
弱勢	vulnerables
不適	molestia
不適	incomodidad
不適	molestias
不適	malestar
服從	obediencia
服從	obedezcan
服從	obedezca
服從	obedecer
服從	obedece
水力	hidráulica
水力	hidroeléctrica
水力	hidráulico
水力	hidráulicos
水力	hidráulicas
向日葵	girasol
向日葵	girasoles
援軍	refuerzos
轉讓	traspaso
轉讓	tareas
轉讓	asignación
轉讓	traslado
轉讓	traspasos
轉讓	cesión
轉讓	cesiones
轉讓	transferencia
轉讓	asignaciones
轉讓	traslados
轉讓	transferencias
駐軍	guarnición
反對黨	oposiciones
反對黨	oposición
反對黨	opositores
博愛	fraternidad
冒犯	ofensivo
冒犯	ofensiva
早餐	desayunar
早餐	desayunos
早餐	desayuno
動力學	dinámicas
動力學	dinámica
緯度	latitud
靈活	flexibles
靈活	flexibilidad
扣留	retención
扣留	detienen
扣留	retenciones
凍結	congelados
凍結	quietos
凍結	congelamiento
凍結	congelación
凍結	congelar
凍結	helada
凍結	congeladas
凍結	congelada
凍結	congelado
副本	ejemplar
副本	ejemplares
副本	copiado
副本	copiar
副本	copias
副本	copie
副本	copia
粥	gachas
粥	papilla
粥	avena
橫向	horizontales
橫向	horizontalmente
橫向	laterales
水壩	dique
水壩	presa
水壩	represas
水壩	represa
水壩	embalses
水壩	diques
水壩	embalse
水壩	presas
隆起	bulto
典範	ejemplar
典範	ejemplares
雄心	ambiciones
雄心	ambicioso
雄心	ambiciosa
雄心	ambición
雄心	ambiciosos
幼蟲	larvas
幼蟲	larva
癱瘓	paralizada
癱瘓	paralizado
癱瘓	paralizar
癱瘓	paralítico
癱瘓	parálisis
航運	envio
航運	envíos
航運	envío
開關	interruptores
開關	interruptor
邦聯	confederación
填寫	rellena
填寫	rellenar
填寫	llenar
填寫	relleno
填寫	llena
疣	verrugas
陸戰隊	marina
陸戰隊	infantes
扣除	deducido
扣除	deducciones
扣除	deducir
扣除	deducción
以色列人	israelí
以色列人	israelitas
以色列人	israelíes
錄取	admisión
肯亞	kenia
扔	tirar
硫化	sulfuro
影射	insinuación
影射	insinuaciones
母音	vocal
巧合	casualidad
巧合	coincidencias
巧合	coincidencia
代謝	metabolismo
代謝	metabólica
大聲	ruidoso
進食	comiendo
進食	alimentarse
進食	comer
進食	alimentando
進食	alimentación
居留	residencia
新兵	reclutar
新兵	recluta
新兵	reclutas
上線	conectados
上線	conectado
老年人	ancianos
老年人	anciana
老年人	mayores
老年人	anciano
幸存者	sobreviviente
幸存者	supervivientes
幸存者	superviviente
幸存者	sobrevivientes
水災	inundar
水災	inundando
水災	inundaciones
水災	diluvio
水災	inundación
貂	visón
煎	friendo
煎	freír
遙控	remoto
遙控	remotas
遙控	remota
輝煌	brillante
輝煌	brillantes
石榴	granada
多餘	excedente
多餘	superfluo
多餘	exceso
多餘	redundante
多餘	excesos
多餘	superflua
多餘	redundantes
受害人	victima
受害人	víctimas
受害人	victimas
受害人	víctima
美學	estético
美學	estética
堅強	fuertes
堅強	fuerte
政客	politico
政客	políticos
政客	politicos
政客	político
季刊	trimestrales
季刊	trimestral
季刊	trimestre
季刊	trimestralmente
水母	medusas
水母	medusa
電阻	resistencia
電阻	resistencias
上級	superiores
震動	temblor
震動	temblores
震動	vibraciones
震動	vibración
病理	patológico
病理	patológica
病理	patología
病理	patologías
煞車	freno
煞車	frenos
必要性	necesidad
嫌犯	sospechosos
嫌犯	sospecha
嫌犯	sospechosas
嫌犯	sospechar
嫌犯	sospechoso
嫌犯	sospechosa
平房	bungalows
薪水	salario
薪水	sueldo
薪水	sueldos
多面體	poliedro
妨礙	obstrucción
後果	consecuencias
後果	consecuencia
薪資	salario
薪資	sueldo
薪資	salarios
薪資	sueldos
埋伏	emboscada
抵押	aval
抵押	hipotecas
抵押	hipoteca
抵押	colateral
大方	generosos
大方	generoso
大方	generosa
扣押	incautaciones
扣押	incautación
扣押	decomiso
扣押	convulsión
扣押	convulsiones
元老院	senado
天真	ingenuos
天真	ingenuo
天真	ingenua
美化	paisajismo
美化	embellecer
美化	jardinería
美化	embellecimiento
配方	fórmula
備忘錄	memorando
備忘錄	memorándum
許可證	licencias
許可證	permitir
許可證	permisos
許可證	licencia
許可證	permite
許可證	permiso
硬度	dureza
考官	examinador
合法化	legalizar
合法化	legalizado
合法化	legalización
墜	colgante
極少	raramente
流體	fluidos
流體	líquido
流體	fluida
流體	líquidos
流體	fluido
強硬	duro
強硬	rudo
強硬	duros
強硬	dura
素質	calidad
素質	cualidades
素質	cualidad
素質	calidades
伯父	tío
伯父	tio
突變	mutantes
突變	mutante
突變	mutación
突變	mutado
突變	mutaciones
突變	mutando
模具	moldes
模具	moho
模具	molde
椅子	silla
椅子	cátedra
椅子	sillas
椅子	sillones
琥珀	ámbar
琥珀	ambar
慾望	deseo
慾望	lujuria
慾望	deseos
插座	enchufe
插座	zócalo
插座	enchufes
聖徒	santos
愛好	pasatiempos
愛好	afición
愛好	aficiones
愛好	pasatiempo
肥胖	obesidad
象牙	marfil
墜落	cayendo
墜落	caída
活潑	vivaz
活潑	animado
活潑	animada
菊花	margarita
菊花	crisantemo
氙	xenón
募款	recaudación
自焚	inmolación
駭客	pirata
漂	flotantes
漂	flotar
漂	deriva
漂	flotante
漂	flotando
漂	flotación
失明	ceguera
白雪	nevado
曲折	tortuoso
病房	pabellón
病房	pabellones
突尼西亞	túnez
劇作家	dramaturgo
縱火	pirómano
縱火	incendio
零星	esporádica
零星	esporádicos
頭條	encabezado
頭條	titulares
頭條	titular
族裔	étnico
族裔	étnicas
族裔	etnia
族裔	étnicos
族裔	etnias
族裔	étnica
正直	integridad
寫信	escribo
寫信	escritura
寫信	escribe
寫信	escribir
寫信	escriba
彈珠	canicas
彈珠	mármol
乙烯	vinilo
乙烯	etileno
乙烯	vinilos
鈉	sodio
硒	selenio
傷心	tristes
傷心	triste
衣物	ropa
衣物	vestimenta
衣物	ropas
衣物	indumentaria
扶手	barandilla
扶手	pasamanos
海燕	petreles
甘露	néctar
甘露	maná
敦促	instando
敦促	insta
敦促	urge
敦促	insistencia
敦促	instar
敦促	impulsos
固態	sólida
固態	sólido
固態	sólidos
固態	macizo
染料	tinte
染料	colorantes
染料	tintes
染料	tintura
染料	colorante
避難	asilo
避難	manicomio
避難	refugio
從來沒有	jamás
從來沒有	nunca
從來沒有	jamas
鴉片	opio
延誤	retrasado
延誤	tardanza
延誤	demora
延誤	retrasos
延誤	retraso
延誤	demoras
延誤	demorado
延誤	retardo
界線	límites
界線	limites
界線	fronteras
螺旋槳	hélices
螺旋槳	propulsor
螺旋槳	hélice
獲利	beneficios
獲利	beneficio
獲利	rentabilidad
獲利	provecho
獲利	ganancias
獲利	ganancia
領事	cónsules
領事	consulares
領事	cónsul
圍城	asedio
圍城	asedios
圍城	sitio
愛滋病	sida
愛滋病	ayudas
托管	fideicomiso
托管	hospedaje
國度	reino
無窮	infinitas
無窮	infinito
無窮	infinitos
無窮	infinita
無窮	infinidad
加固	refuerzo
加固	reforzamiento
加固	refuerzos
加固	fortificar
新生代	cenozoica
藻類	alga
藻類	algas
打字	tipificación
打字	mecanografía
打字	escribir
打字	escribiendo
巫師	hechicero
巫師	magos
巫師	hechiceros
巫師	mago
巫師	brujos
玩偶	muñecos
玩偶	muñeca
玩偶	muñecas
玩偶	muñeco
寫入	escribo
寫入	escritura
寫入	redacción
寫入	escribe
寫入	escribir
寫入	escribiendo
寫入	escriba
有色	coloreado
鈔	billetes
貧困	pobreza
黑社會	gángster
黑社會	tríada
黑社會	gánster
黑社會	mafioso
競爭力	competitivo
競爭力	competitiva
競爭力	competitivos
競爭力	competitividad
競爭力	competitivas
荒野	selva
粉末	polvos
粉末	pólvora
粉末	polvo
親密	íntimo
親密	íntimos
親密	íntima
義工	voluntaria
義工	voluntariado
義工	voluntario
義工	voluntarios
過境	tránsito
過境	transitar
過境	transito
矩形	rectangulares
矩形	rectángulo
貪	codicioso
貪	avaricia
貪	codicia
貪	codiciosos
貪	avaro
野蠻	brutales
野蠻	bárbaros
野蠻	salvaje
野蠻	barbarie
野蠻	bárbaro
野蠻	salvajismo
野蠻	salvajes
火腿	jamón
火腿	jamones
脆	crujientes
脆	crujiente
謬誤	falacias
謬誤	falacia
毆打	golpiza
毆打	agresión
毆打	palizas
毆打	asalto
毆打	latiendo
毆打	paliza
暴徒	matón
暴徒	turba
暴徒	mafia
暴徒	matones
壁畫	murales
士氣	moral
倚	inclinado
倚	inclinada
職能	función
慈善家	filántropos
慈善家	filántropo
女童	niñas
女童	muchachas
女童	chicas
暴行	atrocidad
暴行	atrocidades
暴行	brutalidad
援引	invocar
援引	invocando
援引	invoca
援引	invocan
援引	invocación
蘑菇	seta
蘑菇	champiñones
