ve	et
haksızlık	injustices
haksızlık	déloyal
haksızlık	inéquitable
haksızlık	injuste
erişilebilir	accessibles
talihsiz	malheureuse
talihsiz	malheureux
talihsiz	fâcheux
talihsiz	regrettable
kemerleri	courroies
kemerleri	ceintures
kemerleri	ceinture
kemerleri	voûtes
kemerleri	arcs
etkileşimli	interactivité
etkileşimli	interactives
etkileşimli	interactifs
etkileşimli	interactif
fıstık	canon
fıstık	pistaches
fıstık	pistache
fıstık	cacahuètes
fıstık	arachide
fıstık	cacahuète
fıstık	arachides
kurnaz	astucieux
kurnaz	rusé
gülüm	rosé
sirk	cirques
sirk	cirque
eyvah	beurk
sperm	semence
sperm	sperme
selvi	cyprès
sorgulama	interrogatoire
sorgulama	interrogatoires
sorgulama	requête
sorgulama	enquête
sorgulama	questionner
sorgulama	questionnement
ağlayan	pleurs
ağlayan	pleure
ağlayan	pleurant
ağlayan	pleurer
bayrakları	drapeaux
bayrakları	pavillons
düello	duels
onemli	importantes
onemli	importants
onemli	importante
gözyaşı	déchirure
gözyaşı	larmes
gözyaşı	pleurs
gözyaşı	larme
gözyaşı	déchirer
mikroskobik	microscopiques
mikroskobik	microscopique
alışılmadık	inhabituelle
alışılmadık	insolite
alışılmadık	insolites
alışılmadık	inhabituel
çorap	chaussettes
çorap	chaussette
çorap	bas
kopyasını	transcrit
aforoz	excommunié
metil	méthyl
metil	méthyle
kasa	voûte
kasa	caveau
kasa	sécuritaire
kasa	coffres
kasa	coffre
kasa	sûr
göndermeye	filetage
eylemsizlik	inertie
oteller	hôtels
krem	crèmes
krem	crème
boynuzlu	cocu
boynuzlu	cors
boynuzlu	avertisseurs
boynuzlu	cornu
boynuzlu	cornes
bahçeler	jardins
bahçeler	vergers
psişik	psychiques
psişik	psychique
psişik	voyante
psişik	médium
ahır	étables
ahır	écuries
ahır	étable
ahır	grange
bos	vide
bos	vides
bos	vider
güller	rosiers
arıtma	décontamination
arıtma	dépollution
antony	antoine
tohumları	graines
tohumları	semences
kahvaltı	déjeuner
dünyevi	terrestre
gözetim	surveillance
kabin	armoire
kabin	kiosque
kabin	cabine
kabin	cabane
kabin	banquette
dert	perturbation
fotoğrafını	photographié
oyulmuş	sculpté
oyulmuş	taillé
oyulmuş	sculptés
oyulmuş	taillée
oyulmuş	gravé
masrafları	frais
masrafları	dépenses
reaktif	réactifs
reaktif	réactif
reaktif	réactive
reaktif	réactives
yaygınlık	prévalence
pala	machette
çıkartır	extraits
aşina	familier
aşina	familières
aşina	familiers
aşina	familière
parçalanmış	râpé
parçalanmış	fragmentées
parçalanmış	cassé
parçalanmış	déchiqueté
parçalanmış	broyés
parçalanmış	brisée
parçalanmış	brisé
parçalanmış	fragmentée
parçalanmış	fragmentés
parçalanmış	fragmentaire
parçalanmış	fragmenté
parçalanmış	déchiré
savaşçıları	combattants
savaşçıları	boxeurs
semantik	sémantique
ölçülebilir	mesurable
ölçülebilir	mesurables
ölçülebilir	quantifiable
çekişme	conflits
çekişme	conflit
düğme	boutons
düğme	bouton
destekçileri	soutiens
destekçileri	partisans
şelale	cascade
şelale	cascades
şelale	chutes
şelale	chute
nedensellik	causalité
hayfa	haïfa
uygar	civilisée
uygar	civilisé
uygar	civilisées
uygar	civilisés
ayarı	paramètre
ayarı	réglage
riskli	risquée
riskli	risqué
riskli	risqués
yaşamsal	vitale
yaşamsal	vitales
yaşamsal	vitaux
üzücü	bouleversant
üzücü	triste
üzücü	tristesse
üzücü	tristes
üzücü	contrariant
üzücü	dérangeant
zümrüt	émeraudes
zümrüt	émeraude
kapakları	couvertures
kapakları	housses
kapakları	couvercles
kapakları	couvre
dağcılık	alpinisme
yağlar	lubrifiant
yağlar	huiles
yağlar	lubrifiants
yeterlilik	compétence
yeterlilik	suffisance
taahhüt	contractantes
taahhüt	engagement
yorumcusu	commentateur
vurgular	souligne
beşik	crèche
beşik	berceau
beşik	berceaux
ekranı	écran
ekranı	ecran
sıkıştırılmış	comprimé
sıkıştırılmış	compressé
döşeme	garnissage
döşeme	rembourrage
döşeme	sols
döşeme	planchers
döşeme	plancher
döşeme	revêtements
güçlük	difficulté
güçlük	difficultés
rehine	otage
rehine	otages
pervane	propulseur
pervane	hélices
pervane	hélice
yenilmez	invaincu
yenilmez	imbattable
yenilmez	invincibles
destekleyici	soutenir
koşul	termes
koşul	état
sokakları	rues
değerlendirmeler	critiques
değerlendirmeler	évaluations
değerlendirmeler	examens
seyirciler	spectateurs
konsantre	concentrer
konsantre	concentré
konsantre	concentre
konsantre	concentrés
konsantre	concentrée
konsantre	concentrées
ganimet	gâte
ganimet	piller
ganimet	butin
ganimet	trophées
ganimet	fesses
ganimet	cul
ganimet	trophée
doğrulanmış	vérifiés
doğrulanmış	vérifié
doğrulanmış	vérifiée
doğrulanmış	vérifiées
dördüncüsü	quatrième
dördüncüsü	quatrièmement
gala	premières
gala	première
metalurji	métallurgie
boyama	peintures
boyama	peindre
boyama	teinture
boyama	coloriage
boyama	peinture
başlatır	initie
başlatır	initiés
elastik	élastique
elastik	élastiques
rahipler	clergé
rahipler	prêtres
rahipler	moines
silahsız	désarmé
silahsız	désarmés
mesajlaşma	messagerie
mesajlaşma	textos
hakimler	magistrats
hakimler	juges
hakimler	magistrature
teoride	théoriquement
dinleyici	auditeurs
dinleyici	auditeur
selin	crue
selin	inonder
selin	déluge
selin	inondations
selin	inondation
paneli	panneau
makarna	spaghettis
makarna	macaronis
makarna	pâtes
hüzün	mélancolie
hüzün	chagrin
hüzün	triste
hüzün	peine
hüzün	mélancolique
hüzün	tristesse
hüzün	tristes
gelincik	fouine
çorak	arides
çorak	stérile
çorak	aride
cilalı	polie
cilalı	polies
cilalı	poli
cilalı	polis
sigortası	assurances
sigortası	assurance
mayalar	mayas
çıkıntı	corniche
çıkıntı	rebord
klorür	chlorure
klorür	chlorures
çalmak	voler
ekspresi	expresse
ekspresi	exprès
ekspresi	exprimer
direksiyon	pilotage
tartışılır	discutable
tartışılır	discutables
tüberküloz	tuberculose
zooloji	zoologie
ishal	diarrhée
ishal	diarrhées
arter	artère
spot	projecteur
spot	projecteurs
sinyaller	signaux
otelde	hôtel
yanar	brûler
yanar	graver
yanar	brûlures
yanar	brûlés
yanar	brûlent
yanar	brûlure
özledim	loupé
özledim	manqué
özledim	mlle
özledim	manqués
özledim	mademoiselle
özledim	manquée
özledim	raté
özledim	melle
cumhuriyetleri	républiques
uyarılar	alertes
uyarılar	signalements
uyarılar	avertissements
terhis	décharge
terhis	déchargement
enjekte	injectés
enjekte	injecter
enjekte	injection
enjekte	injectée
enjekte	injecte
enjekte	injecté
katılanlar	participants
verimsiz	improductives
verimsiz	stériles
verimsiz	inefficace
verimsiz	stérile
verimsiz	inefficacité
verimsiz	inefficaces
yanmış	carbonisé
yanmış	brûlées
yanmış	brûlés
yanmış	brûlé
yanmış	brulé
yanmış	brûlée
eroin	héroïne
kolon	côlon
kursları	cours
sığınak	sanctuaires
sığınak	sanctuaire
sığınak	soutes
sığınak	abris
sığınak	abri
çörek	beignet
çörek	chignon
çörek	donut
çörek	donuts
çörek	brioche
çörek	beignets
çörek	brioches
eskrim	clôtures
eskrim	escrime
otobiyografi	autobiographie
duruşu	postures
hareketlilik	mouvement
hareketlilik	mobilité
hareketlilik	mouvements
kisi	personne
yanlışlık	inexactitudes
yanlışlık	imprécision
yanlışlık	erreur
yanlışlık	inexactitude
sinematografi	cinématographie
balinalar	baleines
sonda	sondes
sonda	sonde
çarmıha	crucifier
düşünün	réfléchis
düşünün	pense
düşünün	pensez
düşünün	penser
düşünün	réfléchir
israiloğulları	israélites
şoför	pilote
şoför	conducteur
cezaları	punitions
cezaları	pénalités
cezaları	sanctions
cezaları	châtiments
cezaları	peines
cezaları	pénalité
batan	couler
batan	naufrage
filipin	philippines
filipin	philippins
filipin	philippin
basitleştirilmiş	simplifiées
basitleştirilmiş	simplifiés
basitleştirilmiş	simplifiée
basitleştirilmiş	simplifié
yaratıldı	crées
yaratıldı	créés
yaratıldı	créé
yaratıldı	créée
yaratıldı	crée
belirtin	précisez
belirtin	spécifier
belirtin	préciser
canlılık	vitalité
kriket	criquets
kriket	criquet
atılgan	entreprise
kuzgun	corbeau
zam	soulève
zam	élever
dön	tourner
dön	tourne
dön	vrille
dön	tournez
oynanabilir	jouable
bilgelik	sagesse
beceri	aptitudes
beceri	compétence
beceri	compétences
beceri	habileté
cinayetler	tueries
cinayetler	assassinats
cinayetler	homicides
cinayetler	meurtres
doğurur	races
klon	cloner
klon	clonage
klon	clones
enstitüleri	instituts
çizimleri	dessins
çizimleri	esquisses
çizimleri	croquis
borçlu	emprunteur
borçlu	emprunteurs
borçlu	débiteur
turşusu	marinés
harcama	gaspillages
harcama	dépenser
harcama	gaspillage
harcama	déchet
harcama	déchets
aktiviteler	activités
aktiviteler	activité
çiftçiler	agriculteurs
çiftçiler	fermiers
atladı	sauté
ayırarak	séparer
asimile	assimilée
asimile	assimilé
asimile	assimiler
asimile	assimilées
asimile	assimilés
maskesi	masquer
maskesi	masque
maskesi	masques
otlar	herbes
hobi	loisir
seneler	années
seneler	ans
kantabria	cantabrie
patrikhanesi	patriarcat
nöbet	saisie
nöbet	saisies
nöbet	crises
bozulma	décomposition
bozulma	distorsion
bozulma	déformations
bozulma	déformation
bozulma	ventilation
bozulma	distorsions
bozulma	répartition
korumalı	protégées
korumalı	protégé
korumalı	protégée
korumalı	protégés
ziyaretçiler	visiteurs
ziyaretçiler	visiteur
jeotermal	géothermique
jeotermal	géothermie
jeotermal	géothermiques
esneklik	élasticité
esneklik	flexibilité
esneklik	souplesse
hızlandırıcı	accélérateur
listeyi	listes
listeyi	liste
engelleri	barrières
engelleri	obstacles
engelleri	entraves
denizciler	matelots
denizciler	marins
ölümlü	mortelle
ölümlü	mortel
ölümlü	mortels
berrak	limpide
berrak	lucidité
berrak	effacer
berrak	lucide
berrak	clair
yarim	demi
yarim	moitié
duyarlılık	sensibilités
duyarlılık	tendresse
duyarlılık	sensibilité
dekan	doyen
dekan	doyenne
kuleler	tours
kurbanları	victimes
yumurtalar	œufs
yumurtalar	oeufs
radyal	radiale
isyanlar	émeutes
mikroskop	microscopie
sıkıca	étroit
sıkıca	étroitement
sıkıca	serrée
sıkıca	serré
sıkıca	serrés
sıkıca	fermement
sıkıca	solidement
baykuş	chouettes
baykuş	chouette
baykuş	hibou
kalça	cuisse
kalça	hanche
kalça	fesse
kalça	hanches
kalça	fesses
kalça	branché
kalça	cuisses
kalça	cul
satıcısı	revendeurs
satıcısı	revendeur
satıcısı	vendeur
satıcısı	concessionnaire
şato	chateau
şato	château
hesaplamalar	calculs
simülasyon	simulateur
çardak	belvédère
kısıtlamalar	contraintes
kısıtlamalar	limites
kısıtlamalar	restrictions
kısıtlamalar	restriction
illerden	comtés
dansları	danses
besteciler	compositeurs
satılır	vendue
satılır	vendus
satılır	vendues
satılır	vendu
binicilik	équitation
projelerin	projets
kaçakçılığı	traite
kaçakçılığı	trafics
kaçakçılığı	trafic
sendikalar	syndicats
güvenilirlik	fiabilité
güvenilirlik	crédibilité
güvenilirlik	responsabilité
güvenilirlik	responsabilisation
güvenilirlik	imputabilité
güvenilirlik	crédible
belediyeye	municipalité
orjinal	originale
orjinal	originaux
avantajları	prestations
avantajları	avantages
avantajları	bénéfices
avantajları	atouts
mezarlıkta	cimetière
çizimler	dessins
çizimler	esquisses
çizimler	croquis
çelişki	paradoxe
çelişki	paradoxal
çelişki	écarts
çelişki	contradictions
çelişki	conflit
çelişki	conflits
çelişki	paradoxale
çelişki	paradoxes
çelişki	divergences
çelişki	contradictoire
çelişki	incohérences
örme	bonneterie
örme	tricot
halat	corde
sondan	pénultième
yavruları	oursons
kısır	stérile
kısır	stériles
kısır	aride
dilekçe	pétition
dilekçe	pétitions
katılmıyorum	désaccord
ayırıcı	séparateur
ayırıcı	séparateurs
yosun	mousses
yosun	varech
yosun	mousse
yosun	algue
yosun	algues
nane	menthe
sordu	demandé
üzgünüm	désolés
üzgünüm	désolée
üzgünüm	désolé
üzgünüm	pardon
çelişkili	conflictuelles
çelişkili	conflictuels
çelişkili	contradictoire
çelişkili	contradictoires
usame	oussama
tarlaları	domaines
tarlaları	champs
mutsuz	malheureuse
mutsuz	malheureux
mutsuz	mécontent
mutsuz	malheureuses
zarf	enveloppes
zarf	enveloppe
kaykay	patinage
kaykay	skateboard
kaykay	patin
kaykay	patiner
kaykay	skate
kaykay	raie
pasta	galette
pasta	gâteau
pasta	gâteaux
pasta	pâtisserie
pasta	gateau
pasta	pâtisseries
pasta	tourteaux
şanslı	chanceuse
şanslı	veinard
şanslı	chanceux
müdürlükleri	directions
söylem	rhétorique
adımları	marches
adımları	étapes
leylek	cigogne
pamuklu	coton
reseptör	récepteur
gezinti	croisière
gezinti	vacance
kuşku	doutes
kuşku	soupçons
kuşku	douter
kuşku	doutez
kuşku	soupçon
kuşku	doute
kazaklar	cosaques
cazip	attirante
cazip	attrayant
cazip	séduisante
cazip	tentation
cazip	séduisant
cazip	attractif
cazip	tentant
cazip	attirant
doğrular	vérités
pencereler	vitres
pencereler	fenêtres
pencereler	dialogues
duruş	postures
arnavutlar	albanais
kahya	régisseur
kahya	intendant
kahya	gouvernante
kahya	majordome
dikilitaş	obélisque
donmuş	surgelé
donmuş	congelés
donmuş	congelé
donmuş	gelé
donmuş	congelées
nehirler	rivières
nehirler	fleuves
bitmez	interminables
bitmez	infinie
bitmez	interminable
bitmez	infini
uyuyan	coucher
uyuyan	dormir
uyuyan	couchette
uyuyan	couchage
uyuyan	dormeur
uyuyan	sommeil
sunumu	présentation
kişot	quichotte
dönüşümlü	rotatives
dönüşümlü	tournant
dönüşümlü	tournante
dönüşümlü	rotatif
dönüşümlü	rotation
tımar	toilettage
gaziler	vétérans
hatasız	irréprochable
hatasız	impeccable
uçurum	falaise
uçurum	falaises
uçurum	précipice
teklifleri	soumissions
teklifleri	offre
teklifleri	offres
kadife	velours
çit	clôtures
çit	clôture
çit	barrière
regresyon	régression
regresyon	régressions
tas	pierre
tas	pierres
transilvanya	transylvanie
sinirli	nerveux
sinirli	énervé
sinirli	énervée
sinirli	fâché
sinirli	furax
sinirli	nerveuse
sinirli	nervosité
sinirli	furieuse
sinirli	furieux
sinirli	colère
nitelendirdi	caractérisé
nitelendirdi	caractérisés
kusma	vomi
kusma	vomissements
kusma	vomir
trajedi	tragédie
trajedi	tragédies
trajedi	drame
açıkta	exposé
açıkta	exposées
açıkta	exposés
çöktü	effondrée
çöktü	écrasé
çöktü	effondré
çöktü	accidenté
çöktü	écroulé
çöktü	crashé
bakire	demoiselle
bakire	vierge
bakire	vierges
bakire	puceau
deneyimleri	expériences
festivaller	fêtes
sürüler	cheptels
sürüler	troupeau
sürüler	troupeaux
nanoteknoloji	nanotechnologies
nanoteknoloji	nanotechnologie
vatansever	patriotisme
vatansever	patriote
vatansever	patriotes
vatansever	patriotique
dinleme	écoutant
dinleme	ecouter
dinleme	écouter
dinleme	écoute
dinleri	cultes
izleyiciler	spectateurs
izleyiciler	téléspectateurs
tarifi	recette
fareler	souris
sülfür	soufre
sülfür	sulfure
salgı	sécrétion
irk	course
fidye	rançon
dolum	garnissage
dolum	remplissage
misket	billes
misket	marbres
nezih	décente
nezih	décent
nezih	décentes
nezih	décents
boynuz	cors
boynuz	corne
boynuz	avertisseurs
boynuz	avertisseur
boynuz	cor
boynuz	cornes
boynuz	trompette
çaresiz	impuissant
çaresiz	impuissants
çaresiz	impuissante
çaresiz	désespérés
çaresiz	désespérées
çaresiz	désespérée
çaresiz	désespéré
kavrama	poigne
kavrama	poignée
yüklenmiş	téléchargée
yüklenmiş	téléchargés
yüklenmiş	installée
yüklenmiş	installé
yüklenmiş	installés
yüklenmiş	téléchargé
yüklenmiş	installées
yönetme	gérer
hastaneler	hôpitaux
hastaneler	hôpital
prototipi	prototypes
işlemeli	incrusté
işlemeli	brodés
işlemeli	brodé
korkusuz	intrépide
ayarlar	ensembles
ayarlar	configuration
ayarlar	réglages
ayarlar	paramétrage
ayarlar	paramètres
asteroit	astéroïde
asteroit	astéroïdes
kapsama	couverture
arsa	terre
arsa	terres
arsa	complot
arsa	placettes
arsa	parcelles
arsa	parcelle
arsa	terrain
soygun	braquage
soygun	cambriolage
soygun	cambriolages
soygun	casse
nitrat	nitrate
nitrat	nitrates
tıklayın	cliquer
tıklayın	cliquant
tıklayın	cliquez
vuruldu	coup
vuruldu	tir
vuruldu	abattu
vuruldu	abattus
milimetre	millimètres
milimetre	millimètre
yolcuları	passagers
yolcuları	voyageurs
süslenmiş	décoré
süslenmiş	décorés
süslenmiş	décorées
süslenmiş	décorée
karsi	contre
sığınma	asile
kopyalama	réplication
kopyalama	copie
kopyalama	copier
uyarıcı	stimulation
uyarıcı	stimulante
uyarıcı	stimulants
uyarıcı	stimuler
uyarıcı	avertisseur
uyarıcı	stimulant
uyarıcı	stimulantes
uyarıcı	stimulateur
filoloji	philologie
dize	verset
dize	ficelle
dize	couplet
dize	cordes
dize	chaîne
aromatik	aromatiques
aromatik	aromatique
kontes	comtesse
yetişkinler	adulte
yetişkinler	adultes
hırslı	ambitieux
hırslı	ambitieuse
hırslı	ambitieuses
dallar	succursales
dallar	brindilles
yürürlükten	abroger
yürürlükten	abrogation
avantajlı	avantageuse
avantajlı	avantageux
avantajlı	avantageuses
avantajlı	avantage
yaşasın	hourra
yaşasın	youpi
psikanaliz	psychanalyse
katmanlı	superposés
isteyerek	volontiers
aylak	inactif
aylak	ralenti
abone	souscrire
abone	souscrite
abone	souscrit
abone	souscription
abone	abonnement
abone	souscrites
abone	abonnements
abone	abonné
tulum	combinaison
tulum	salopette
tazmanya	tasmanie
mecburi	obligatoire
mecburi	impérieux
mecburi	obligatoirement
mecburi	obligatoires
mecburi	impérative
mecburi	impératif
mecburi	impérieuse
hükümetler	intergouvernementales
hükümetler	intergouvernementale
hükümetler	gouvernements
hükümetler	intergouvernemental
mıknatıs	aimant
mıknatıs	magnétique
mıknatıs	aimants
mıknatıs	magnétisme
mıknatıs	magnétiques
eşleri	épouses
sus	chut
kaplumbağalar	tortues
satılmış	vendue
satılmış	vendus
satılmış	vendues
satılmış	vendu
terazi	gammes
terazi	échelles
terazi	balances
terazi	écailles
terazi	balance
varsayalım	supposez
varsayalım	hypothétiquement
varsayalım	supposons
varsayalım	supposer
ofisleri	bureaux
yarışmacılar	concurrents
yarışmacılar	compétiteurs
şikayetçi	requérant
