que	dat
nombramientos	benoemingen
nombramientos	afspraken
zapato	schoen
fluctuaciones	fluctuaties
fluctuaciones	fluctuatie
fluctuaciones	schommelingen
donados	geschonken
donados	gedoneerd
desplazar	schuiven
desplazar	verdringen
desplazar	scrollen
desplazar	rol
desplazar	geschrift
encantada	verrukt
encantada	betoverde
encantada	gecharmeerd
encantada	betoverd
pólipos	poliepen
conectando	verbinden
carpeta	map
hachas	bijlen
hachas	assen
hachas	bijl
remanentes	overblijfsel
remanentes	restanten
remanentes	overblijfselen
repeler	afweren
urales	oeral
psicológicas	psychologisch
psicológicas	psychologische
musicólogo	musicoloog
inclinada	leunen
inclinada	neig
inclinada	gekanteld
inclinada	geneigd
porcino	zwijn
porcino	zwijnen
porcino	varkens
húsares	huzaren
simplificar	vereenvoudiging
simplificar	vereenvoudigen
tierno	offerte
fervor	ijver
lona	doek
contemplaba	overwogen
planeando	schaven
colaborativo	samenwerkende
emigrado	emigreerde
tímpano	trommelvlies
defensivos	defensief
defensivos	defensieve
asiáticas	aziatisch
asiáticas	aziaten
asiáticas	aziatische
dedicatoria	toewijding
anonimato	anonieme
anonimato	anonimiteit
anonimato	anoniem
reaccionó	reageerde
reorganizar	herschikken
reorganizar	reorganiseren
intermediarios	bemiddelaars
intermediarios	makelaars
intermediarios	tussenpersoon
intermediarios	tussenpersonen
habilitación	beoordeling
habilitación	emancipatie
habilitación	waardering
austeridad	soberheid
austeridad	bezuinigingen
modernizar	moderniseren
tomates	tomaten
trópico	tropen
trópico	tropisch
trópico	tropische
equipaje	bagage
folletos	boekjes
folletos	pamfletten
folletos	folders
folletos	pamflet
viudas	weduwen
búfalo	buffel
búfalo	bizons
búfalo	buffels
pegar	plakken
pegar	plak
analizado	geanalyseerd
analizado	analyseerde
litografía	lithografie
honestidad	eerlijkheid
inoxidable	roestvrij
zacarías	zacharias
carencias	schaarste
carencias	tekorten
carencias	tekortkomingen
amoníaco	ammoniak
telegrama	kabel
gestores	beheerders
gestores	bedrijfsleiders
leguminosas	pulsen
leguminosas	peulvruchten
privación	ontbering
aristocrática	aristocratische
transitoria	voorbijgaande
micrófonos	microfoons
grava	grind
gemas	edelstenen
atrocidades	wreedheden
atrocidades	gruweldaden
repetida	herhaalde
repetida	herhaald
impunidad	straffeloosheid
proclamar	verkondigen
contacta	contactpersoon
perito	deskundige
codifica	codeert
dualidad	dualiteit
ramificaciones	vertakkingen
planetaria	planetaire
estéril	onvruchtbaar
estéril	steriel
estéril	steriele
estéril	onvruchtbare
gritar	schreeuwen
gritar	schreeuw
gritar	gillen
indudablemente	ongetwijfeld
alabanza	lof
alabanza	loof
deportación	uitwijzing
deportación	deportatie
deportación	uitzetting
indiferente	onverschilligheid
indiferente	onverschillig
mentalmente	mentaal
mentalmente	geestelijk
loros	papegaaien
sangrado	bloeding
sangrado	bloeden
sangrado	bloedde
sangrado	bloedingen
cicatriz	litteken
injusto	oneerlijk
injusto	onrechtvaardig
injusto	onredelijk
injusto	onrechtvaardige
injusto	oneerlijke
mca	cb
politica	beleid
politica	politiek
apetito	eetlust
curas	geneest
curas	priesters
terciaria	tertiaire
terciaria	tertiair
vómitos	overgeven
vómitos	braken
organizarse	organiseer
organizarse	ordenen
organizarse	organiseren
glorioso	glorieus
glorioso	glorieuze
protegiendo	beschermen
resuelta	vastbesloten
resuelta	opgeloste
resuelta	opgelost
poros	poriën
poros	porie
reproducirse	voortplanten
reproducirse	fokken
reproducirse	ras
reproducirse	reproduceren
meteoritos	meteorieten
meteoritos	meteoren
pesas	gewicht
pesas	gewichten
secuestrar	kidnappen
secuestrar	ontvoering
secuestrar	ontvoeren
escribí	schreef
escribí	schreven
lider	leider
sumergido	ondergedompeld
sumergido	gezonken
sumergido	verzonken
rapto	kidnappen
rapto	vervoering
rapto	ontvoering
capturando	vangen
capturando	vastleggen
cachorro	hondje
cachorro	pup
patologías	pathologie
calculadora	rekenmachine
decapitado	onthoofden
decapitado	onthoofd
envenenado	vergiftigd
envenenado	vergiftigde
vagón	wagen
ignorando	negeren
criptografía	cryptografie
poligonal	veelhoekige
infiel	bedrieger
infiel	ontrouw
infiel	ongelovige
infiel	ongelovigen
yugo	juk
libanés	libanees
libanés	libanese
casera	hospita
casera	zelfgemaakt
casera	zelfgemaakte
cósmica	kosmisch
cósmica	kosmische
zumo	sap
accesorio	accessoire
accesorio	medeplichtigheid
accesorio	medeplichtige
accesorio	toebehoren
congestión	congestie
congestión	opstoppingen
congestión	verkeersopstoppingen
lavar	wassen
innovadoras	innovatief
innovadoras	vernieuwend
innovadoras	innovatieve
innovadoras	vernieuwers
agresivos	agressieve
agresivos	agressief
comprendiendo	begrip
comprendiendo	inzicht
comprendiendo	begrijpen
placeres	genoegens
placeres	lekkernijen
placeres	geneugten
banqueros	bankier
banqueros	bankieren
banqueros	bankiers
agresividad	agressieve
agresividad	agressiviteit
agresividad	agressief
agresividad	agressie
electrodo	elektrode
incentivos	stimulans
incentivos	stimulerend
incentivos	prikkel
incentivos	prikkels
caramelo	karamel
caramelo	snoepje
caramelo	snoepgoed
caramelo	snoep
emocionante	opwindend
emocionante	spannend
cooperar	meewerken
entendiendo	begrip
entendiendo	inzicht
entendiendo	begrijpen
proponente	initiatiefnemer
proponente	indiener
infusión	infuus
desfavorable	ongunstig
desfavorable	ongunstige
purga	zuivering
purga	zuiveren
esposos	echtgenoten
esposos	echtgenotes
licores	likeuren
licores	likeur
licores	geesten
notificación	kennisgeving
notificación	aanmelding
notificación	melding
notificación	notificatie
concentrada	geconcentreerde
concentrada	geconcentreerd
busque	zoek
busque	zoeken
busque	zoektocht
busque	doorzoeken
busque	zoekopdracht
remotas	afgelegen
remotas	afstandsbediening
desplegado	ingezet
chimeneas	haarden
chimeneas	schouw
chimeneas	schoorsteen
chimeneas	schoorstenen
electrodomésticos	apparaten
irónico	ironische
irónico	ironie
irónico	ironisch
siciliano	siciliaanse
venenosas	giftig
llegadas	aankomst
llegadas	aankomsten
necesitados	behoeftigen
necesitados	behoeftige
omisión	standaard
omisión	omissie
divergencia	divergentie
fonema	foneem
simpático	sympathiek
simpático	sympathieke
gorila	uitsmijter
monástica	monastieke
preocupada	ongerust
preocupada	bezorgd
salmo	psalmen
abstractos	abstracte
abstractos	abstractie
reprimir	onderdrukken
presunción	veronderstelling
presunción	vermoeden
pulpo	inktvis
fetal	foetale
satisfactoria	bevredigende
satisfactoria	bevredigend
presionado	ingedrukt
presionado	geperst
secuaces	handlangers
secuaces	volgelingen
ojalá	hopelijk
dardo	pijltje
exhibió	tentoongesteld
hipotética	hypothetisch
hipotética	hypothetische
diluvio	vloed
diluvio	zondvloed
diluvio	overstromingen
diluvio	overstroming
apulia	apulië
presumir	opscheppen
electrodos	elektroden
electrodos	elektrode
éxtasis	extase
éxtasis	xtc
inapropiado	ongeschikte
inapropiado	ongepast
inapropiado	ongeschikt
cedida	afgestoten
fonético	fonetisch
costosa	kostbaar
catecismo	catechismus
éticos	ethisch
éticos	ethische
éticos	ethiek
diagnosticado	gediagnosticeerd
baraja	dek
cordones	veters
cordones	veter
cordones	koorden
pestaña	tabblad
conectores	connectoren
inhibe	remt
enseñaba	onderwees
enseñaba	onderwezen
imperante	heersende
canuto	knoet
seudónimos	pseudoniemen
fugitivos	vluchteling
fugitivos	voortvluchtige
fugitivos	voortvluchtigen
promocionado	gepromoveerd
promocionado	gepromoot
organizadora	organisator
caín	kaïn
donar	doneren
ninfas	nimfen
engañado	misleid
engañado	bedrogen
jónico	ionische
debilidades	zwakte
debilidades	zwakheid
debilidades	zwaktes
debilidades	zwakheden
debilidades	tekortkomingen
bobina	spiraal
bobina	spoel
llame	bellen
llame	oproep
llame	bel
adjudicación	gunning
adjudicación	toewijzing
adjudicación	onderscheiding
prodigio	wonderkind
fracasar	mislukken
fracasar	falen
manierista	maniëristische
confort	troost
arado	ploeg
arado	ploegen
contenidas	ingeperkt
reptil	reptiel
reptil	reptielen
golpeando	kloppen
golpeando	aankloppen
golpeando	stompen
golpeando	slaan
homogéneo	homogeen
homogéneo	homogene
ordinarias	gewone
suelto	losjes
suelto	los
suelto	losse
opio	opiaten
parisina	parijse
admirado	bewonderde
admirado	bewonderd
homólogo	tegenprestatie
homólogo	tegenhanger
tristes	treurig
tristes	verdrietig
tristes	triestig
tristes	triest
tristes	droevig
detectó	gedetecteerd
detectó	ontdekt
colmillos	slagtanden
colmillos	hoektanden
aumentos	verhogingen
aumentos	verhoogt
aumentos	vergroting
arbitrario	willekeurig
arbitrario	willekeur
arbitrario	willekeurige
embarazadas	zwangere
embarazadas	zwanger
embarazadas	drachtige
fatales	fataal
fatales	dodelijk
fatales	fatale
geólogos	geologen
oligoceno	oligoceen
adiestramiento	opleiding
adiestramiento	trainen
revelada	onthuld
revelada	onthulde
alternancia	afgewisseld
alternancia	afwisselende
alternancia	afwisselend
yate	jacht
rebaños	koppels
rebaños	beslagen
rebaños	kuddes
pulsos	pulsen
pulsos	peulvruchten
deslizamiento	glijden
deslizamiento	glippen
triunfante	triomfantelijke
restringir	beperken
firmeza	standvastigheid
toxinas	gifstoffen
toxinas	toxinen
ganso	ganzen
ganso	gans
adicto	verslaafde
adicto	verslaafd
lacio	latium
prescripción	recept
prescripción	voorschrift
prescripción	voorschrijven
toc	kloppen
toc	klop
energéticos	energetische
energéticos	energieke
energéticos	energiek
restitución	teruggave
restitución	terugbetaling
restitución	restitutie
adulterio	overspel
extremidad	ledemaat
comento	gereageerd
frijoles	bonen
arsénico	arsenicum
arsénico	arseen
mochila	rugzak
curado	genas
curado	genezen
curado	geheeld
patadas	schoppen
patadas	schopt
extravagante	flamboyante
extravagante	extravagante
cuña	wig
inventada	uitgevonden
inventada	verzonnen
equilibrado	uitgebalanceerd
equilibrado	evenwichtige
equilibrado	evenwicht
equilibrado	balanceren
equilibrado	uitgebalanceerde
equilibrado	evenwichtig
equilibrado	afweging
detalladas	gedetailleerd
detalladas	gedetailleerde
cenar	avondeten
cenar	diner
mediar	bemiddelen
infectado	geïnfecteerde
infectado	geïnfecteerd
infectado	ontstoken
infectado	besmet
concedidos	verleend
concedidos	toegekend
algebraica	algebraïsche
floreció	bloeide
bajado	verlaagde
bajado	verlaagd
aprendices	leerling
aprendices	cursisten
aprendices	stagiaire
aprendices	leerlingen
aprendices	stagiaires
aprendices	stagiair
condensador	condensor
condensador	condensator
aclarado	opgehelderd
aclarado	verduidelijkt
aclarado	spoelen
exuberante	weelderige
exuberante	uitbundige
exuberante	weelderig
resueltos	vastbesloten
resueltos	opgeloste
resueltos	opgelost
percibido	waargenomen
oleaje	golven
compilaciones	compilaties
cuco	koekoek
yacente	ligfiets
altavoces	spreker
altavoces	luidsprekers
altavoces	sprekers
altavoces	luidspreker
constitucionalista	constitutionalistische
nómada	reiziger
nómada	nomadische
quimioterapia	chemotherapie
viñetas	tekenfilms
viñetas	kogels
parlamentos	parlementen
arbitrarias	willekeurig
arbitrarias	willekeur
arbitrarias	willekeurige
vierte	schenk
vierte	giet
vierte	gieten
predicadores	predikanten
coordinada	gecoördineerd
coordinada	gecoördineerde
suprimida	onderdrukte
suprimida	onderdrukt
solidario	solidariteit
autorizadas	toegestane
autorizadas	geautoriseerd
autorizadas	toegelaten
autorizadas	toegestaan
universalmente	universeel
ranura	gleuf
bancarios	bankieren
bancarios	bankwezen
favoreciendo	bevoordelen
favoreciendo	begunstiging
impronta	afdruk
obtenga	verkrijgen
obtenga	krijg
obtenga	krijgen
amenazar	bedreigen
amenazar	bedreigend
amenazar	dreigende
amenazar	dreigend
amenazar	dreigen
amenazar	dreig
letrán	lateranen
caligrafía	kalligrafie
caligrafía	handschrift
decorar	versieren
decorar	inrichten
deserción	desertie
deserción	overlopen
deserción	uitval
prometedor	veelbelovend
prometedor	veelbelovende
asombro	ontzag
imita	imiteert
imita	bootst
imita	imiteren
sorprendidos	verraste
sorprendidos	verbaasde
sorprendidos	verbaasd
sorprendidos	verrast
malaca	malakka
lógicos	logische
lógicos	logisch
motivada	gemotiveerde
motivada	gemotiveerd
nena	schatje
nena	schat
emprendimiento	ondernemerschap
revisor	geleider
revisor	dirigent
revisor	recensent
revisor	conducteur
exhaustivo	veelomvattend
exhaustivo	uitputtende
exhaustivo	uitputtend
exhaustivo	omvattend
secuestros	kidnappen
secuestros	ontvoeringen
secuestros	ontvoering
nitrato	nitraten
nitrato	nitraat
sintetizar	synthetiseren
epilepsia	epilepsie
confundida	verwarde
confundida	verward
confundida	verwarren
confundida	verwarrend
fémur	dijbeen
inaceptable	onaanvaardbaar
inaceptable	onacceptabel
opcionales	facultatieve
opcionales	facultatief
opcionales	optionele
opcionales	optioneel
reflejando	reflecterende
tabú	taboes
tabú	taboe
codificada	gecodeerde
codificada	gecodeerd
connotación	connotatie
connotación	connotaties
surcos	groeven
neta	netto
ortodoxia	orthodoxie
fascinación	fascinatie
felicitaciones	gefeliciteerd
felicitaciones	proficiat
comparativo	vergelijkend
comparativo	vergelijkende
interrogatorio	verhoren
interrogatorio	ondervragen
interrogatorio	ondervraging
interrogatorio	ondervragingen
interrogatorio	verhoor
análogos	analoge
análogos	analoog
análogos	analogen
turba	maffia
turba	turf
turba	veen
turba	menigte
solicitada	aangevraagd
solicitada	gevraagde
solicitada	opgevraagd
solicitada	aangevraagde
solicitada	verzocht
solicitada	gevraagd
dibuja	trekken
dibuja	trekt
dibuja	tekent
dibuja	tekenen
gays	homo
gays	homoseksueel
aval	bekrachtiging
aval	zekerheden
aval	onderpand
contribuyentes	bijdragers
contribuyentes	belastingbetalers
contribuyentes	belastingplichtige
contribuyentes	belastingbetaler
contribuyentes	belastingplichtigen
oligarquía	oligarchie
insulares	insulaire
extradición	uitwijzing
extradición	uitlevering
extradición	uitleveren
alineamiento	uitlijning
pci	isp
doblar	buigen
doblar	vouwen
doblar	buig
doblar	plooi
doblar	vouw
gastronómica	gastronomische
comparativa	vergelijkend
comparativa	vergelijkende
inevitablemente	onvermijdelijk
seducción	verleiding
seducción	verleiden
episcopado	episcopaat
culminaron	culmineerde
contadas	telden
contadas	geteld
contadas	meegeteld
contadas	telde
simultáneo	gelijktijdige
simultáneo	gelijktijdig
erradicar	uitroeiing
erradicar	uitroeien
envases	verpakking
envases	verpakkingsmateriaal
envases	verpakkingen
envases	verpakken
acercándose	naderen
acercándose	nadert
ayuno	vasten
ayuno	snelle
ayuno	snel
contigua	aaneengesloten
refracción	breking
pechos	borsten
csi	csi
alcohólico	alcoholist
alcohólico	alcoholische
sionista	zionistische
hospitalario	gastvrije
hospitalario	gastvrij
hospitalario	ziekenhuis
sofisticado	geraffineerd
séquito	gevolg
letón	letse
olvidada	vergeten
satisface	bevredigt
impedimento	beletsel
impedimento	belemmering
recibimiento	receptie
recibimiento	ontvangst
colector	verzamelaar
colector	variëteit
medallón	hanger
medallón	medaillon
expedientes	dossiers
expedientes	bestanden
trompas	horens
trompas	toeters
trompas	hoorns
psicosis	psychotische
psicosis	psychose
psicosis	psychopaat
psicosis	psychotisch
gastar	besteden
gastar	uitgeven
psicoterapia	psychotherapie
recitativo	recitatief
rizoma	wortelstok
villancicos	kerstliedjes
pitufo	smurfen
conurbación	agglomeratie
anestesia	narcose
anestesia	verdoving
anestesia	anesthesie
oyente	luisteraar
suposición	aanname
suposición	veronderstelling
acelerador	deeltjesversneller
acelerador	gaspedaal
acelerador	sneltoets
acelerador	versneller
laureles	lauweren
cultivados	geteeld
cultivados	gekweekt
cultivados	gegroeid
calendarios	kalenders
amonio	ammoniak
colgantes	hangers
trompetista	trompettist
petroglifos	rotstekeningen
prematuramente	voortijdig
polinomio	polynoom
helenístico	hellenistische
legalización	legalisering
castor	bevers
castor	bever
aldeanos	dorpsbewoners
aldeanos	dorpelingen
guia	gids
guia	handleiding
remanente	overblijfsel
antígeno	antigeen
torá	thora
acordar	akkoord
subtribu	subtribus
falsedad	valsheid
falsedad	onwaarheid
inmerso	ondergedompeld
inmerso	gedompeld
térmicos	thermische
térmicos	thermisch
glaciación	glaciaal
examina	onderzoekt
recopila	verzamel
recopila	verzamelt
recopila	verzamelen
apología	excuses
apología	verontschuldiging
guardería	kinderkamer
guardería	kleuterschool
guardería	kwekerij
condenas	overtuigingen
condenas	veroordelingen
resistencias	verzet
resistencias	weerstand
resistencias	tegenstand
resistencias	weerstanden
resistencias	resistentie
esconder	verbergen
esconder	verstoppen
esconder	verberg
vértigo	hoogtevrees
vértigo	duizeligheid
micólogo	mycoloog
brújula	passer
brújula	kompas
sustratos	substraten
evolucionaron	geëvolueerd
guapo	knap
guapo	knappe
objeción	bezwaarschrift
objeción	bezwaren
objeción	bezwaar
suscriptores	abonnees
infame	berucht
infame	beruchte
mostaza	mosterd
grial	graal
mandolina	mandoline
canoa	kano
sutiles	subtiele
sutiles	subtiel
idealismo	idealisme
horizontalmente	horizontaal
amazona	amazonegebied
amazona	amazone
amazona	amazones
cartelera	reclamebord
administrados	toegediende
administrados	toegediend
catástrofes	rampen
aclaró	opgehelderd
aclaró	verduidelijkt
esclerosis	sclerose
compartidas	gedeeld
compartidas	gedeelde
seguí	gevolgde
seguí	volgde
seguí	gevolgd
bienvenidos	welkom
bienvenidos	welkome
discutible	twijfelachtig
discutible	betwistbaar
discutible	discutabel
discutible	twijfelachtige
exactos	exacte
exactos	precies
vizcondado	burggraafschap
estafa	oplichting
estafa	oplichterij
estafa	zwendel
fielmente	getrouw
siciliana	siciliaanse
disolvente	oplosmiddel
elogiado	geprezen
escandinavos	scandinavische
bastones	stokjes
