மற்றும்	ve
கிரேஸ்	zarafet
கலைஞன்	sanatçı
கலைஞன்	ressam
மீசை	bıyıklı
மீசை	bıyık
கருணாநிதியின்	görevden
தினங்கள்	günler
தினங்கள்	günlerce
தினங்கள்	günleri
தினங்கள்	günlerden
ஊகம்	spekülasyon
பிடித்தமான	favori
பிடித்தமான	gözde
உமிழும்	yayan
கண்டுபிடித்தல்	bulmak
கண்டுபிடித்தல்	bulunması
கண்டுபிடித்தல்	bulma
பிறரை	diğerleri
பிறரை	diger
பிறரை	diğerlerini
பிறரை	başkaları
கிங்டம்	krallık
தான்சானியா	tanzanya
லெஸ்	leş
முலை	meme
முலை	memeler
லில்	küçük
நேரடியாகச்	doğrudan
நேரடியாகச்	direkt
நேரடியாகச்	direk
பிலிப்பினோ	filipinli
ஈராக்சைடு	dioksit
பகிர்தல்	paylaşmak
பகிர்தல்	paylaşımı
பகிர்தல்	paylaşma
பகிர்தல்	paylaşım
ஒன்றாய்	beraber
ஒன்றாய்	birlikte
ஒன்றாய்	beraberce
விபத்துக்கள்	kazalar
விபத்துக்கள்	kaza
விபத்துக்கள்	kazaları
பார்க்கிறேன்	izlemek
பார்க்கிறேன்	izleyen
பார்க்கிறேன்	izlerken
பார்க்கிறேன்	izliyorum
பார்க்கிறேன்	izliyor
மெல்	çiğneme
கணக்கிடப்பட்ட	tahmin
கணக்கிடப்பட்ட	tahmini
அஸ்பாரகஸ்	kuşkonmaz
டேன்	danimarkalı
முதுகுநாணி	kordalılar
நிர்வாண	çıplak
நிர்வாண	çırılçıplak
பாதங்கள்	ayakları
பாதங்கள்	ayak
பாதங்கள்	ayaklar
பிளமேன்கோ	flamenko
கோரல்	mercan
தண்டின்	yakalayıcı
தூசி	toz
புதையல்	define
புதையல்	hazine
அரைக்கோளம்	yarımküre
நீள்வட்டம்	elips
காட்டப்பட்ட	gösterilen
காட்டப்பட்ட	görüntülenen
வியட்நாமிய	vietnam
வியட்நாமிய	vietnamlı
புதிது	yeni
கண்டிப்பான	katı
ஐஸ்லாந்து	izlanda
அன்புள்ள	canım
அன்புள்ள	sevgili
இதயத்தை	yürek
இதயத்தை	kalp
இதயத்தை	gönül
இதயத்தை	kalbi
உயர்வாக	yüksek
கண்ணே	bebekler
கண்ணை	göz
கண்ணை	gözü
கண்ணை	gözün
கூட்டாளிகள்	ortakları
கூட்டாளிகள்	ortaklar
ஒரிஜினல்	orjinal
ஒரிஜினல்	özgün
ஒரிஜினல்	orijinal
ஒரிஜினல்	aslı
சோம்பல்	tembel
சோம்பல்	tembellik
கிரீக்	yunanlı
கிரீக்	yunan
கிரீக்	yunanca
என்ஜின்	motor
என்ஜின்	motoru
உள்நோக்கம்	niyet
சூழ்ச்சி	komplo
சூழ்ச்சி	arsa
ஆடம்பர	lüks
பேசுகிறார்கள்	konuşmak
பேசுகிறார்கள்	konuşmaya
பேசுகிறார்கள்	konuşuyor
பேசுகிறார்கள்	konuşan
அம்புகள்	okları
அம்புகள்	oklar
பயனற்ற	değersiz
சான்றிதழ்கள்	belgesi
சான்றிதழ்கள்	sertifikaları
சான்றிதழ்கள்	sertifikası
சான்றிதழ்கள்	sertifika
மறுத்தல்	görmezden
மறுத்தல்	aldırma
கிளிக்	tıklama
கிளிக்	tıklayın
கிளிக்	tıkla
ஆயுட்காலம்	toplam
ஸ்ட்ரீம்	akım
ஸ்ட்ரீம்	akımı
ஸ்ட்ரீம்	akış
ஸ்ட்ரீம்	irmak
ஸ்ட்ரீம்	dere
தாடை	çene
தாடை	çenesi
ஓவன்	fırın
மறுக்க	reddetmek
மறுக்க	direnme
மறுக்க	reddetme
அடையாளங்களை	nundur
இணையதளங்கள்	siteler
இணையதளங்கள்	siteleri
கழுவி	yıkanmış
கார்டு	kartı
கார்டு	kart
கார்டு	akor
வீடியோக்கள்	videolar
வீடியோக்கள்	videoları
வீடியோக்கள்	video
பயோட்டின்	biyotin
பட்ஜெட்	bütçe
பட்ஜெட்	bütçeyi
பென்னெட்	bennet
பக்கவாதம்	felç
பக்கவாதம்	inme
சுமாராக	terbiyeli
சுமாராக	nezih
கடவுச்சொல்	şifre
கடவுச்சொல்	parola
மாவை	para
மாவை	hamuru
மாவை	hamur
எழுகிறது	yükseliyor
எழுகிறது	artıyor
எழுகிறது	yükselen
கவனத்துடன்	dikkatli
கவனத்துடன்	özenli
சென்ட்	koku
சென்ட்	sent
சென்ட்	kokusu
நண்பகல்	öğleyin
நண்பகல்	öğlen
நண்பகல்	öğle
கணவனின்	kocacığım
உலகமயமாதல்	küreselleşme
டேனிஷ்	danimarkalı
டேனிஷ்	poğaça
டேனிஷ்	danimarka
கௌரவம்	şeref
கௌரவம்	onur
கொலம்பிய	kolombiyalı
சுமையை	yük
வியாபாரி	satıcı
வியாபாரி	sağlayıcı
உருக்கி	erime
உருக்கி	erir
எதிர்ப்பாளர்கள்	protestocular
பிரமிட்	piramit
உதய	yükseliyor
உதய	artıyor
உதய	yükselen
தூசு	çöp
தூசு	çöplük
சுரங்கப்பாதை	metro
சுரங்கப்பாதை	metroya
திறந்திருக்கும்	açık
திறந்திருக்கும்	aç
திறந்திருக்கும்	açın
திறந்திருக்கும்	açıl
காண்டாமிருகம்	gergedan
சிங்கங்கள்	aslanları
சிங்கங்கள்	aslanlar
பழக்கத்தை	rejim
பழக்கத்தை	rejimi
சாளரம்	pencere
சாளரம்	pencereyi
திருடி	çalmak
திருடி	hırsızlık
பேஸ்பால்	beysbol
பேஸ்பால்	beyzbol
கவனித்தார்	şaşkınlık
ஷியா	şii
ஆணைகள்	talimatları
ஆணைகள்	talimatlar
ஆணைகள்	talimat
நின்றுகொண்டு	ayakta
அதிநவீன	sofistike
பூட்டு	kilitli
பூட்டு	kilit
பூட்டு	kilitleme
அடைக்கப்பட்ட	doldurulmuş
அடைக்கப்பட்ட	dolma
காடை	bıldırcın
அனுமதிக்கப்பட்டது	onaylandı
அனுமதிக்கப்பட்டது	onaylanmış
அனுமதிக்கப்பட்டது	onayladı
அனுமதிக்கப்பட்டது	onaylı
அப்பாவி	masum
அப்பாவி	saf
பேகன்	putperest
உள்ளுணர்வு	önsezi
உள்ளுணர்வு	içgüdü
உள்ளுணர்வு	sezgi
போர்வை	battaniye
ஈடுபாடுகள்	etkileşimleri
வெளிறிய	solgun
வெளிறிய	soluk
அனாதை	yetim
அனாதை	öksüz
அனாதை	yetimhane
அசுரர்கள்	canavarlar
குறுகலான	dar
விருப்பங்கள்	en
விருப்பங்கள்	beğenme
விருப்பங்கள்	tercihler
விருப்பங்கள்	seçenekler
விருப்பங்கள்	beğeni
விருப்பங்கள்	seçenek
விருப்பங்கள்	seviyor
விருப்பங்கள்	tercihleri
விருப்பங்கள்	seçenekleri
அழைக்கிறோம்	aramak
அழைக்கிறோம்	arıyorum
அழைக்கிறோம்	arıyor
அழைக்கிறோம்	çağrı
மனிதரும்	insan
மனிதரும்	insani
சாத்தான்	şeytan
செதில்	pullu
தேவையா	ihtiyaç
தேவையா	gerek
தேவையா	ihtiyacım
தேவையா	lazım
சந்தாதாரர்	abone
முனையங்கள்	terminalleri
முனையங்கள்	terminal
தண்டர்	yıldırım
தண்டர்	şimşek
பிரேக்	fren
பளபளப்பான	parlak
பாலஸ்தீனம்	filistin
பரபரப்பான	sansasyonel
எதிர்வரும்	yaklaşan
எதிர்வரும்	yaklaşmakta
எதிர்வரும்	yaklaşıyor
தெரிவிக்கப்படுகிறது	bildiriliyor
காதிர்	kadir
பயணிக்கிறது	yelkenli
பயணிக்கிறது	yelken
நம்பும்	güven
காஃபி	kahve
புகாரி	buhârî
வழிகாட்டும்	rehberlik
உத்தரவாதம்	güvence
உத்தரவாதம்	garantisi
உத்தரவாதம்	garanti
உத்தரவாதம்	güvencesi
உத்தரவாதம்	teminat
உத்தரவாதம்	garantili
சவ்வு	zar
ஞாபகம்	hatırla
ஞாபகம்	unutma
ஞாபகம்	unutmayın
தெற்கத்திய	güney
தெற்கத்திய	güneyli
பங்களாதேஷ்	bangladeş
ஃபேஷன்	moda
அளவிடப்பட்ட	ölçülü
அளவிடப்பட்ட	ölçülen
நள்ளிரவு	geceyarısı
முடுக்கி	hızlandırıcı
சேர்க்கைகள்	eklemeler
கினியா	gine
கொட்டைகள்	fındık
கொட்டைகள்	ceviz
