से	از
बवंडर	پیچند
बदख़्शान	بدخشان
अज़ीज़	عزیز
स्टीवंस	استیونز
स्टीवंस	استیونس
एली	ایلای
एली	الای
वट	خمره
हाइड्रोक्लोरिक	هیدروکلریک
ल्यूक	لوقا
ल्यूक	لوک
गंदे	کثیفی
गंदे	کثیف
मिसाइलों	موشکها
कार्बाइड	کاربید
हैकर	هکرها
हैकर	هکر
कॉकपिट	اتاقک
स्तनों	سینه
बारा	بارا
मूलरूप	اساساً
मूलरूप	اساسا
मलाई	خامه
मलाई	کرم
तिथियाँ	تاریخهای
हॉपकिंस	هاپکینز
दुरूपयोग	سوءاستفاده
पुनर्विचार	اندیشی
जेनेरिक	عام
जेनेरिक	عمومی
भावनाएँ	احساساتی
भावनाएँ	احساسات
भावनाएँ	احساس
प्रज्वलन	احتراق
प्रज्वलन	اشتعال
डेंटल	دندانی
इलेक्ट्रिकल	الکتریکی
इलेक्ट्रिकल	برق
हेलेना	هلنا
फॉस्फोरस	فسفر
ऑटोमोटिव	خودروسازی
ऑटोमोटिव	خودرو
शवों	اجساد
शवों	جسدها
छिलके	پیل
अधर्म	ناباوری
समितियां	کمیته
विंची	وینچی
पोर्श	پورشه
विजयवाड़ा	ویجیاوادا
उपदंश	سیفلیس
उपदंश	سفلیس
मकड़ी	عنکبوتی
मकड़ी	عنکبوت
मकड़ी	اسپایدر
होस्टिंग	میزبانی
लीना	لینا
कढ़ाई	گلدوزی
स्पार्टाकस	اسپارتاکوس
हेक्टर	هکتور
अल्पाइन	آلپاین
अंत्येष्टि	ختم
अंत्येष्टि	خاکسپاری
बंग	بنگ
वादे	وعده
रिटायर	بازنشسته
सीसे	لید
सीसे	سرب
सीसे	تقدم
सब्सिडी	یارانه
कोहनी	آرنج
साम्यवादियों	کمونیستها
ट्विंकल	چشمک
प्राग	پراگ
रूमी	مولوی
रूमी	رومی
टेम्पल	معبد
टेम्पल	تمپل
टेम्पल	عبادتگاه
टेम्पल	پرستشگاه
कारतूस	فشنگ
कारतूस	کارتریج
परिवर्धन	اصلاحات
माफिया	مافیا
माफिया	مافیای
माफिया	مافیایی
सोहन	سوهان
सिकल	داسی
सिकल	داس
भूमध्यसागरीय	مدیترانه
छवियां	تصاویر
गैंग	گنگ
काश्मीर	کشمیر
सोलो	سولو
पेंसिल	مدادی
पेंसिल	مداد
कोचिंग	مربیگری
निकोल्सन	نیکلسون
लड़ाइयों	نبردهای
पैंथर	پلنگ
फेल	مردود
फेल	شکست
पके	رطب
पके	بریزد
मिकी	مایکی
मिकी	میکی
नमन	خراج
नमन	وطنم
अप्रवासी	مهاجری
अप्रवासी	مهاجر
प्राधिकारी	مسئولین
प्राधिकारी	مقامات
प्राधिकारी	مسئولان
गैलीलियो	گالیله
द्विध्रुवी	دوقطبی
मंज़िल	مقصد
ऐलन	آلن
मंडन	مندان
अंतर्दृष्टि	بصیرت
दुआ	نماز
दुआ	دعا
ओटावा	اتاوا
एशियाटिक	آسیایی
रीमा	ریما
मैंगनीज	منگنز
मिरर	آیینه
मिरर	آینه
मिरर	انعکاس
मिरर	آئینه
हिमपात	بارش
प्रवर्धन	تقویت
अम्बा	امبالا
अम्बा	امبا
डंक	دانک
डंक	نیش
ट्रॉय	تروا
ट्रॉय	تروی
टोकियो	توکیو
तारकीय	اختری
कोरबा	کوربا
बीर	بیر
साई	سای
बरॉक	باروک
बेटियों	دختران
दस्तक	تق
सुन्दा	سوندایی
टिकी	تیکی
पिक्सल	پیکسل
प्रवासियों	مهاجر
प्रवासियों	مهاجرین
प्रवासियों	مهاجران
नाखून	میخ
नाखून	ناخن
एल्टन	التون
थक्का	لخته
सशक्तिकरण	توانمندسازی
अशांत	آشفته
लिंगों	صنف
शर्मिला	شارمیلا
स्लेट	اسلیت
रोबोटिक	رباتیک
लुसी	لوسی
मार्टी	مارتی
जुड़वा	دوقلوها
जुड़वा	دوقلو
ब्रिटनी	بریتنی
लहजे	لهجه
लहजे	آکسان
रफी	رفیع
डक	اردک
डक	مرغابی
डक	داک
आजम	اعظم
आंसू	اشکها
आंसू	اشک
इथेनॉल	اتانول
जिहाद	جهاد
जेनी	ژنی
जेनी	جنی
जमींदारी	دری
कामुकता	معلولیت
फौरन	فوراً
फौरन	بلافاصله
फौरन	فورا
चौबे	چوبی
दमा	آسم
मकई	میخچه
मकई	حبوبات
मकई	ذرت
रेन	بارون
रेन	بارانی
रेन	باران
अंधे	نابینا
अंधे	کور
कंडोम	کاندوم
शेड	سایه
शेड	گریست
शेड	آلونک
गावों	روستاها
गावों	روستاهای
कली	باد
कली	غنچه
रीमिक्स	ریمیکس
विदाई	وداع
विदाई	بدرود
भूखंड	نیرنگ
भूखंड	طرحها
रबड़	لاستیک
रबड़	لاستیکی
पार्ट	جزء
पार्ट	پارت
पार्ट	قسمت
फ़ोटो	عکس
फ़ोटो	عکسها
फ़ोटो	فتو
विषैला	زهرآگین
आँसू	اشکها
आँसू	اشک
स्ट्राइक	اعتصاب
पार्षद	کارگزار
उपास्थि	غضروف
इंडिका	ایندیکا
स्टिक	چوب
सम्मोहन	هیپنوتیزم
आइडल	بُت
आइडल	طاغوت
ग्लोनास	گلوناس
माइक्रोप्रोसेसर	ریزپردازنده
इंटरैक्टिव	تعاملی
अध	اده
परामर्शदाता	مشاور
परामर्शदाता	مشاوران
पर्सी	پرسی
पक	جاخالی
स्केच	طرح
साम्प्रदायिक	همگانی
नौटंकी	درام
अक्साई	اقصای
जालसाजी	جعل
यांग	یانگ
महाशय	آقایی
महाशय	جنتلمن
बोलीविया	بولیوی
साइटें	یونسکو
साइटें	سایت
कोपेनहेगन	کپنهاگ
डरते	هیبت
डरते	خوف
डरते	ترس
महापुरुष	مهایانه
छायाकार	فیلمبردار
क्लस्टर	خوشه
हर्निया	دیافراگم
हर्निया	فتق
चेरी	گیلاس
चेरी	آلبالو
चेरी	چری
बली	بالی
डायनासोर	دایناسور
रिच	ریچ
रिच	پولدار
रिच	غنی
रिच	ثروتمند
रिच	پولداری
रिच	ثروتمندان
बदलें	جایگزین
बदलें	تغییر
बदलें	جایگزینی
बदलें	تبدیل
पंछी	پرندگان
पंछी	پرنده
उम्मीदों	توقع
उम्मीदों	انتظارات
उम्मीदों	آرزوهای
जोजो	جوجو
चालाक	استیوت
क्षत्रप	ساتراپ
आयतों	ارتباطات
आयतों	آیات
आयतों	مخابرات
सुमेर	سومریان
स्प्रिंग्स	چشمه
स्प्रिंग्स	اسپرینگز
मलजल	فاضلاب
वेम्बली	ومبلی
सैमुएल	ساموئل
सुर्खियों	تیتر
पैच	پچ
विषुव	اعتدال
कार्निवाल	کارناوال
व्यक्तिवाद	فردگرایی
बॉर्डर	مرزبانی
बॉर्डर	مرزی
बॉर्डर	مرز
बॉर्डर	لبۀ
बॉर्डर	لبه
मियां	میان
सैलून	سالن
प्रणालीगत	سیستمیک
संक्षारण	خوردگی
समलैंगिकता	همجنسگرایی
मिलों	میلز
सानिया	سانیا
कोन	مخروط
कोन	قیف
कोन	مخروطی
लियोनार्ड	لئونارد
उभयचर	دوزیستان
बीजीय	جبری
जैकब	جاکوب
जैकब	جیکوب
जैकब	یاکوب
जैकब	یعقوب
मैकलारेन	مکلارن
दीनार	دینار
