から	از
年数	سالهای
年数	سال
サイコロ	تاس
サイコロ	طاس
不自然	غیرطبیعی
切符	بلیت
切符	بلیط
教義	تعصب
教義	تعالیم
教義	آیین
教義	دکترین
オメガ	امگا
富豪	میلیونر
両面	دوتایی
ホッケー	هاکی
マダガスカル	ماداگاسکار
事績	کامیابی
事績	دستاوردهای
キタ	کیتا
上告	توسل
カートリッジ	فشنگ
カートリッジ	کارتریج
トレイル	دنباله
臓器	اندامها
臓器	ارگان
臓器	اندام
臓器	ارگ
コロンボ	کلمبو
水銀	جیوه
水銀	عطارد
水銀	مرکوری
ニース	قشنگه
ニース	قشنگ
ニース	خوبی
敏郎	توشیرو
城郭	قصری
浄化	تصفیه
浄化	تطهیر
シダ	فرن
シダ	سرخس
曽根	سونه
炎症	التهابی
炎症	التهاب
ダンカン	دانکن
カッパ	کاپا
鳥海	چوکای
摩擦	اصطکاک
ドーン	طلوع
ドーン	سپیده
ドーン	سحرگاه
ドーン	داون
芝生	چمن
エヴァンゲリオン	اونگلیون
悪役	شرور
実効	موثر
実効	اثربخشی
実効	مؤثر
セナ	سنا
アルマ	آلما
アルマ	الما
ルナ	لونا
オリオン	اوریون
謙信	کنشین
ルーシー	لوسی
ステータス	وضعیت
アロン	آرون
四川省	سیچوان
イングリッシュ	انگلیسی
浮気	کفر
浮気	امور
浮気	تقلب
マッサージ	ماساژ
劣化	خفت
工具	ابزار
上海市	شانگهای
オナニー	جلق
オナニー	خودارضایی
クイック	سریع
リニア	خطی
ラーマ	لاما
ラーマ	راما
卓也	تاکویا
サカ	ساکا
接着	چسبندگی
サンプリング	نمونه
必死	ناامید
失効	انقضای
失効	انقضا
ねずみ	موش
ねずみ	موشی
ねずみ	ماوس
経典	سوترا
大気圏	اتمسفر
不審	مشکوک
リサイクル	بازیافت
チェン	چنگ
隠す	پنهان
グラフィックス	نگارهای
グラフィックス	گرافیکی
グラフィックス	گرافیک
マニ	مانی
カモ	مرغابی
カモ	داک
カモ	اردک
ビーズ	قطرات
ビーズ	مهره
ビーズ	مقعدی
旋風	گردباد
精製	پالایش
責め	ملامت
責め	مقصر
責め	سرزنش
スナック	دسر
スナック	تنقلات
グリップ	چنگ
ペダル	پدال
ペダル	رکاب
アレクサンドロス	الکساندر
アレクサンドロス	اسکندر
ビザ	ویزا
ビザ	ویزای
ビザ	روادید
紀子	نوریکو
スタック	پشته
スタック	استک
ヴァルター	والتر
悪性	بدخیم
満期	بلوغ
強要	اجبار
隙間	شکافها
隙間	شکاف
ギャンブル	قمار
ギャンブル	قماربازی
ギャンブル	گمبل
オリバー	اولیور
オリバー	الیور
庇護	سرپرستی
ハリソン	هریسون
フリート	ناوگان
強姦	تجاوز
センチュリー	قرنه
センチュリー	سده
センチュリー	قرن
リカルド	ریکاردو
スルタン	سلطان
バッグ	ساک
バッグ	کیف
バッグ	کیسه
画質	کیفیتی
画質	کیفیت
飽和	غلظت
飽和	اشباع
シャア	شا
カヤ	کایا
福音書	انجیل
ユニバーシアード	یونیورسیاد
侮辱	توهین
さとみ	ساتومی
平衡	تعادل
ダーウィン	داروین
乗馬	سواری
乗馬	سوارکاری
乗馬	سواره
粘土	کلی
粘土	گلی
幸一	کیوتی
占有	مالکیت
占有	تصرف
占有	تملک
占有	تسخیر
シュウ	اگزالیک
モナ	مونا
文彦	فومیهیکو
肝臓	جگر
肝臓	کبد
アンゴラ	آنگولایی
アンゴラ	آنگولا
ノック	تق
ジェシカ	جسیکا
ジェシカ	جس
克己	کاتسومی
尊氏	تاکااوجی
真ん中	وسط
真ん中	میانه
真ん中	میانی
真ん中	میدل
真ん中	وسطی
ペイント	نقاشی
ピーチ	پیچ
ピーチ	هلو
滑らか	نرم
滑らか	صاف
滑らか	هموار
ハイランド	هایلند
完備	تکمیل
アングル	زاویۀ
アングル	زاویه
冷たい	سرما
冷たい	سرد
冷たい	سرماخوردگی
ホノルル	هونولولو
ハンプトン	همپتون
ラウンジ	استراحتگاه
除隊	ترخیص
除隊	ترشح
ナイス	قشنگه
ナイス	قشنگ
ナイス	خوبی
ケヴィン	کوین
信条	آیین
入札	فرمان
入札	بید
エディンバラ	ادینبورگ
中性子	نوترون
処方	تجویز
パノラマ	پانوراما
クルト	کرت
クルト	کورت
反復	تکرار
反復	تکرارها
ネイティブ	بومی
ヴィレッジ	دهکده
ヴィレッジ	روستای
ヴィレッジ	روستا
ヴィレッジ	ویلیج
ロジャース	راجرز
バレンタイン	والنتاین
バレンタイン	والنتین
バレンタイン	ولنتاین
ボルドー	بردو
風刺	طنز
仲裁	داوری
顕微鏡	میکروسکوپ
検察官	دادستان
検察官	پیگرد
ボトル	بطری
ダイハツ	دایهاتسو
神風	کامیکازه
クォーター	کوارتر
クォーター	ربع
グリッド	شبکه
グリッド	گرید
グリッド	توری
リチウム	لیتیم
わがまま	خودخواه
わがまま	خودخواهی
わがまま	خودخواهانه
ラバー	لاستیک
ラバー	لاستیکی
便所	توالت
インタラクティブ	تعاملی
セール	فروش
セール	حراج
アグネス	اگنس
フェス	فاس
フェルナンデス	فرناندز
用紙	کاغذ
パラオ	پالائو
ミナ	مینا
快楽	رضای
快楽	لذت
快楽	خوشنودی
ヒール	پاشنه
ヒール	شفا
ヒール	التیام
しみ	لکه
均衡	تعادل
きれい	پاک
きれい	تمیز
きれい	پاکم
気球	بالون
気球	بالن
気球	بادکنک
百合子	یوریکو
イケメン	خوشتیپ
ディラン	دیلان
ディラン	دیلن
杉村	سوگیمورا
リンパ	لنفاوی
リンパ	لنف
フィルタ	پالایش
フィルタ	فیلتر
フィルタ	پالایه
ヴォルフガング	ولفگانگ
チコ	چیکو
蒸発	تبخیر
ココ	کوکو
スクリュー	پیچ
祈祷	نماز
祈祷	دعا
募金	عضو
募金	اهداء
募金	صدقه
募金	اهدا
智之	تومویوکی
オリエント	اورینت
オーランド	اورلاندو
作物	زراعت
パウンド	پوند
シャーロック	شرلوک
ギガ	گیگا
リッター	ریتر
トカゲ	مارمولک
トカゲ	سوسمار
参道	رویکرد
飢饉	خشکسالی
飢饉	قحطی
布教	انتشار
ブランチ	انشعاب
ブランチ	شاخه
ブランチ	چاشت
ブランチ	برنچ
別館	انکس
聖歌	اشعار
聖歌	سرود
聖歌	تسبیح
漁師	ماهیگیران
漁師	ماهیگیر
ガーナ	غنا
ミレニアム	هزاره
なぜなら	چون
釈迦	شاکا
ジェニファー	جنیفر
クレイグ	کرگ
クレイグ	کریگ
クレイグ	گریک
パッチ	پچ
アイザック	اسحق
アイザック	اسحاق
アイザック	ایزاک
アイザック	آیزاک
死別	بیوه
筆記	نویسندگی
筆記	نوشتن
セバスチャン	سباستین
セバスチャン	سباستیان
リハビリ	توانبخشی
リハビリ	نوسازی
リハビリ	اعاده
バーゼル	بازل
テリア	تریر
苦情	شکایات
苦情	شکایت
苦情	شکایتی
苦情	دادخواهی
代名詞	ضمیر
静脈	رگ
静脈	سیاهرگ
静脈	رگهای
静脈	رگها
チューン	آهنگ
ノルマンディー	نورماندی
ハウ	هاو
合法	قانونی
開示	فاش
開示	افشاگری
開示	افشاء
信之	نوبویوکی
エデン	ادن
エデン	عدن
デザート	اعراب
デザート	بیابان
デザート	دسر
デザート	کویر
デザート	بیابانی
デザート	صحرا
リバイバル	احیای
動脈	شریان
動脈	سرخرگ
ツイッター	توییتر
ツイッター	توئیتر
ツイッター	تویتر
発熱	تب
リュック	کوله
忍び	شینوبی
織物	بافتن
織物	نساجی
織物	پارچه
ペスト	طاعون
ペスト	آفت
礼儀	رسوم
礼儀	ادب
礼儀	آداب
礼儀	تواضع
ボンド	پیوند
ボンド	باند
オホーツク	اختسک
グロス	ناخالص
グロス	چندش
グロス	گروس
ヴィーナス	زهره
ヴィーナス	ونوس
ゴリラ	گوریل
リサイタル	خوانی
フリッツ	فریتس
フリッツ	فریتز
ブランコ	بلانکو
ニトロ	نیترو
ジュゼッペ	جوزپه
竜巻	تورنادو
竜巻	گردباد
竜巻	پیچند
健治	کنجی
唱える	مناجات
苦悩	دلتنگی
苦悩	اندوه
苦悩	رنج
苦悩	غم
苦悩	حسرت
ゴア	گور
ゴア	گوا
ネブラスカ	نبراسکا
ポロ	پلو
ポロ	چوگان
ポロ	پولو
日没	غروب
山東省	شاندونگ
ミュラー	مولر
セルティックス	سلتیکس
省三	شوزو
ディナー	شام
白金	پلاتین
白金	پلاتینی
パラグアイ	پاراگوئه
ブカレスト	بخارست
不信	بدگمانی
矢沢	یازاوا
オオカミ	گرگ
オオカミ	ولف
オオカミ	گرگه
オオカミ	وولف
コンタクト	تماس
コンタクト	آشنای
コンタクト	ارتباط
コンタクト	آشنا
バスケット	سبد
ザルツブルク	سالزبورگ
特製	تخصص
快感	رضای
快感	لذت
快感	خوشنودی
叔母	عمه
叔母	خاله
空想	پندار
空想	گمان
空想	محبوبی
パーソナル	شخصی
段落	پاراگراف
段落	بند
ハーモニー	هارمونی
ハーモニー	هماهنگی
歌川	اوتاگاوا
やっと	بلاخره
やっと	سرانجام
やっと	بالاخره
アイディア	ایده
タイラー	تایلر
宝物	ذخایر
宝物	گنجینه
宝物	گنج
宝物	گنجهای
マルクス主義	مارکسیسم
サーブ	خدمت
サーブ	ساب
サーブ	سرو
イワン	ایوان
ギフト	هدایای
ギフト	هدایا
ギフト	کادو
ギフト	هدیه
ギフト	هدایایی
理性	علت
理性	دلیلی
理性	دلیل
恨み	کینه
恨み	رنجش
恨み	غیرتی
ビスマルク	بیسمارک
構文	نحو
構文	نحوی
光景	دیدگان
光景	مناظر
アインシュタイン	انیشتین
アインシュタイン	اینشتین
申し立て	ستیزه
申し立て	نزاع
申し立て	جدال
申し立て	پرخاش
エミリー	امیلی
安い	ارزون
安い	ارزان
スラッシュ	ممیز
スラッシュ	اسلش
アミューズメント	سرگرمی
アミューズメント	پذیرائی
ハーレム	هارلم
サンズ	سندز
ガイ	گای
ガイ	یارو
プラット	پلت
プラット	پرت
矯正	اصلاح
矯正	اصلاحات
バタフライ	پروانه
修業	شاگردی
修業	کارآموزی
最小限	کمینه
最小限	کمترین
エレナ	الینا
エレナ	النا
クイーンズ	کوئینز
クイーンズ	کویینز
コサック	قزاق
スペル	هجی
スペル	املایی
スペル	ورد
スペル	افسون
チャレンジャー	چلنجر
プロポーズ	فرمایشات
プロポーズ	خواستگاری
パラレル	موازی
ゴマ	کنجد
サザン	جنوب
サザン	جنوبی
図形	شکل
図形	هندسه
ゲノム	ژنوم
デイヴ	دیو
ドッキング	لنگرگاه
マダム	بانو
マダム	بانوی
トレント	ترنت
アーセナル	آرسنال
請願	دادخواست
請願	درخواستها
アトランティック	آتلانتیک
アトランティック	اطلس
アトランティック	اطلسی
美保	میهو
メチル	متیل
おば	عمه
おば	خاله
腐敗	تجزیه
ベイビー	عزیزم
ベイビー	بچه
ベイビー	جیگر
備後	بینگو
キルギス	قرقیزستان
アダムス	آدامز
アダムス	ادامز
ブライト	یکدست
ブライト	درخشان
参事官	کارگزار
トレーラー	یدک
トレーラー	تریلر
毛皮	خز
コロシアム	کولوسئوم
シンフォニー	سمفونی
選任	انتخابات
選任	انتخاباتی
マグマ	ماگما
条文	آذوقه
条文	رزق
ニクソン	نیکسون
マリオン	ماریون
ごみ	زباله
ごみ	لیتر
ハーブ	گیاهان
ハーブ	هرب
フィアット	فیات
ドロシー	دورتی
ドロシー	دوروتی
カッター	کاتر
チェ	چویی
チェ	چوی
逗子	زوشی
フェンダー	گلگیر
フェンダー	فندر
ジョーク	شوخی
ジョーク	جوک
ジョーク	لطیفه
フォスター	فاستر
省吾	شوگو
みさき	میساکی
孵化	دریچه
孵化	هچ
コウモリ	چماق
コウモリ	خفاش
バチカン	واتیکان
バール	میله
バール	بار
トリス	تریس
ヴィラ	ویلایی
ヴィラ	ویا
ヴィラ	ویلای
ヴィラ	ویلا
ユーモア	خوشمزگی
ユーモア	شوخی
ユーモア	طنز
ユーモア	فکاهی
ユーモア	مزاح
溶液	محلول
溶液	چاره
転覆	سرنگون
ウイスキー	ویسکی
ウイスキー	ھم
バッド	بد
ナシ	گلابی
アレクセイ	الکسی
アレクセイ	آلکسی
アレクサンドリア	الکساندریا
アレクサンドリア	اسکندریه
ファゴット	فاگوت
誠実	خلوص
誠実	صداقت
コンポーネント	اجزای
コンポーネント	قطعات
聴覚	شنوایی
トリガー	ماشه
トリガー	تلنگر
イベリア	ایبری
古事記	کوجیکی
間宮	مامیا
イーグルス	عقابها
イーグルス	عقاب
イーグルス	ایگلز
チューリップ	لاله
舞子	مایکو
レニングラード	لنینگراد
リップ	شکافتن
リップ	پاره
リップ	ریپ
リップ	پارش
コルト	کلت
コルト	کولت
曲面	سطحی
曲面	سطح
煉瓦	آجرهای
煉瓦	آجری
煉瓦	آجر
煉瓦	بریک
ペイン	درد
ペイン	دردم
ペイン	درده
ペイン	دردی
薬剤師	داروساز
自律	خودمختار
自律	خودگردان
ポツダム	پوتسدام
ニコル	نیکول
ニコル	نیکل
ハーグ	هیگ
プロヴァンス	پروانس
ミーティング	دیدار
ミーティング	جلسات
