年	год
粉紅色	розовая
粉紅色	розовое
粉紅色	розовый
粉紅色	розовые
軍營	казармы
先例	прецеденты
先例	прецедентов
先例	прецедент
頸部	шею
頸部	шея
脆弱	уязвимых
脆弱	хрупкая
脆弱	хрупкий
脆弱	уязвимые
脆弱	хрупкой
定制	индивидуально
定制	обычай
定制	настроить
火花	искра
火花	искры
火花	спаркс
脈衝	импульсы
脈衝	пульс
脈衝	импульс
電器	приборов
客房	номера
客房	комнаты
協和	согласия
餐飲	обеденный
餐飲	столовая
亞馬遜	амазонки
微弱	обморок
微弱	слабый
眼淚	слезоточивый
眼淚	слезы
眼淚	слёзы
特赦	амнистию
特赦	амнистии
特赦	амнистия
電影院	кинотеатр
電影院	кинотеатрах
電影院	кино
電影院	театр
休假	оставить
休假	оставьте
休假	покинуть
海牙	гааге
口音	акцент
領導者	лидеров
領導者	лидеры
領導者	лидер
領導者	руководители
領導者	руководитель
言語	слов
言語	слова
肢	конечности
肢	конечностей
王座	трон
王座	престол
拆解	демонтаж
拆解	демонтажа
綏	туй
容忍	допустимое
容忍	терпимости
容忍	допуск
容忍	мириться
容忍	терпимость
四重奏	квартет
四重奏	четверка
州際公路	межгосударственного
偏好	предпочтения
偏好	предпочтение
偏好	предпочла
偏好	преференций
糖果	сладости
糖果	кэнди
糖果	конфеты
山寨	коттедж
山寨	дача
擾動	беспорядков
擾動	беспорядки
利潤	прибыли
利潤	доходность
利潤	прибыль
範例	парадигмы
範例	примеры
範例	пример
弊	минусы
施政	управление
切換	переключатель
切換	переключить
切換	переключения
切換	переключение
琮	цун
瘟疫	чума
蚜	тля
公關	публицист
捍衛	защитить
捍衛	защищать
海邊	море
奔跑	бегать
奔跑	бег
括號	скобки
門口	дверях
震驚	шокирует
震驚	шокирован
震驚	шоке
震驚	шок
貨櫃	контейнеры
貨櫃	контейнеров
貨櫃	контейнер
協作	сотрудничать
協作	сотрудничество
郵件	почте
郵件	почта
無視	проигнорировать
無視	пренебрежение
無視	игнорировать
無視	игнорируя
無視	игнорирование
代理人	агент
代理人	прокси
代理人	агентов
代理人	агенты
材質	материал
材質	материалы
呂宋	лусон
美味	вкусно
虧損	убытки
虧損	потери
虧損	дефицит
虧損	утрата
虧損	потеря
口袋	карман
口袋	карманы
口袋	кармане
蜜蜂	пчелы
蜜蜂	пчела
吸入	вдох
瑜伽	йога
瑜伽	йоги
安第斯山脈	андах
硫磺	серы
硫磺	сере
快艇	катер
茉莉	молли
療法	терапия
療法	терапии
包機	уставы
包機	хартии
注意力	внимание
注意力	вниманию
狐狸	лиса
狐狸	лис
狐狸	фокс
石灰岩	известняка
閏	скачок
閏	прыжок
站立	стоя
站立	стою
站立	стенд
站立	стоять
鼓吹	адвокат
鼓吹	проповедовать
吞噬	пожирает
風車	мельницы
風車	мельница
印度支那	индокитае
同化	ассимиляции
同化	ассимилированы
對峙	противостояние
對峙	конфронтации
鍋	горшок
鍋	вок
鍋	кастрюли
職責	пошлины
職責	долг
職責	обязанностей
職責	обязанность
職責	обязанности
孵化	инкубационный
孵化	люк
大連	далянь
文藝復興	возрождения
文藝復興	возрождение
忠誠	верная
忠誠	преданный
忠誠	верность
忠誠	верующие
忠誠	верующих
忠誠	лояльность
忠誠	верные
忠誠	преданность
忠誠	верный
祖國	родина
祖國	родину
祖國	отечество
休士頓	хьюстон
供電	электричество
供電	электроэнергии
四肢	конечности
四肢	конечностей
莎莉	салли
視窗	окна
視窗	окно
抗原	антигенов
抗原	антиген
老化	старение
老化	старения
多哈	дохе
守護者	хранитель
守護者	опекунов
守護者	стражи
守護者	хранители
守護者	опекун
守護者	страж
經紀人	брокер
槍口	морда
仇恨	ненависть
仇恨	ненавижу
仇恨	ненавистью
仇恨	ненавидеть
仇恨	ненависти
矮人	карлик
矮人	гном
不規則	незаконных
菩提	бодхи
穩定性	стабильность
穩定性	стабильности
混沌	хаос
鑰匙	ключ
鑰匙	ключевых
世襲	наследственное
櫻桃	вишни
櫻桃	черри
執事	дикон
哀悼	трауре
哀悼	соболезнования
摩托車	мотоциклов
摩托車	мотоциклы
摩托車	мотоцикл
加重	отягчающих
地雷	мины
地雷	шахты
地雷	мин
