மற்றும்	और
சந்தைப்படுத்துதல்	मार्केटिंग
சந்தைப்படுத்துதல்	विपणन
சாப்	अर्क
பைட்டுகள்	बाइट
பைட்டுகள்	बाइट्स
கபடி	कबड्डी
மோர்ச்சா	मोर्चा
கூண்டு	पिंजरा
கூண்டு	कालीनों
கூண்டு	पिंजरे
கூண்டு	कालीन
கூண்டு	कारपेट
ஆமென்	आमीन
ஒட்டும்	चिपचिपा
ஒட்டும்	स्टिकी
அறிவுரைகள்	सलाह
அறிவுரைகள்	निर्देश
எங்களது	हमारे
எங்களது	हमारा
எங்களது	हमारी
தோழர்கள்	कामरेड
தோழர்கள்	यारों
தோழர்கள்	दोस्तों
குல்பர்கா	गुलबर्गा
பாதுகாப்பற்ற	असुरक्षित
பாதுகாப்பற்ற	असुरक्षा
பிரிஸ்பேன்	ब्रिसबेन
வாலை	पूँछ
வாலை	पूंछ
வாலை	टेल
கணிப்புகள்	अत्याधुनिक
கணிப்புகள்	पूर्वानुमान
உற்சாகம்	उत्तेजना
ரவீந்திர	रविंद्र
ரவீந்திர	रवीन्द्र
ரவீந்திர	रविन्द्र
சனத்	सनथ
கீதாஞ்சலி	गीतांजलि
மஹாபாரதம்	महाभारत
பிரம்மபுத்திரா	ब्रह्मपुत्र
காலணிகள்	जूते
அழுத்தமான	मोटा
அழுத்தமான	मोटी
அழுத்தமான	घनी
தனியாள்	अकेला
தனியாள்	सिंगल
தனியாள்	एकल
டெர்மினேட்டர்	टर्मिनेटर
இயேசுவே	यीशु
இயேசுவே	ईसा
ஸ்டெர்லிங்	स्टर्लिंग
மரியம்	मरियम
வரவும்	आइये
வரவும்	आईये
நேரலை	सजीव
நேரலை	लाइव
தவறானது	अवैध
தவறானது	अमान्य
கலிஸ்டஸ்	कॅलिक्स्टस
தூவி	डिवी
தடைசெய்யப்பட்ட	छोड़ा
மெக்கா	मक्का
ஈழவர்	एझावा
கிப்சன்	गिब्सन
வயர்	तार
கடமையாகும்	लाज़िम
மர்மம்	रहस्य
ஐசனாவர்	आइज़नहावर
கண்களின்	आंखें
கண்களின்	निगाहों
கண்களின்	आँखें
கண்களின்	आँखे
மீத்தைல்	मिथाइल
நெவாடா	नेवाडा
பியர்ஸ்	पियर्स
மேல்முறையீடு	अपील
ஹீ	ही
மக்காச்சோளம்	मक्का
ஆணவம்	अभिमानी
ஆணவம்	घमंडी
புகாரா	बुख़ारा
முன்னிருந்த	डिफ़ॉल्ट
முன்னிருந்த	डिफॉल्ट
முன்னிருந்த	मूलभूत
நிக்கராகுவா	निकारागुआ
பெர்முடா	बरमूडा
சிற்றுண்டி	स्नैक
ராமேஸ்வரம்	रामेश्वरम
ஃபை	फाई
பாவங்கள்	पापों
ராஜூ	राजू
கோவிந்தா	गोविन्द
கோவிந்தா	गोविंदा
அழைப்புகள்	आमंत्रण
அழைப்புகள்	कॉल
அழைப்புகள்	काल्स
அழைப்புகள்	निमंत्रण
வதந்தி	अफवाह
சென்டிமீட்டர்	सेंटीमीटर
டெஸ்	देस
டெஸ்	टेस
தலையங்கம்	संपादकीय
தலையங்கம்	सुर्खियों
மீயுரை	हाइपरटेक्स्ट
ரத்னம்	रत्नम
பெல்ட்	बेल्ट
டெஸ்க்டாப்	डेस्कटॉप
ப்ளூஸ்	ब्लू
ப்ளூஸ்	ब्लेक
ப்ளூஸ்	ब्लूज़
கிப்பன்	गिबन
உறக்கம்	नींद
உறக்கம்	निद्रा
தலைப்புக்கள்	शीर्षक
மஞ்சுளா	मंजुला
மரைனர்	मेरिनर
பேர்டினண்ட்	फर्डिनेंड
நகல்கள்	डुप्लिकेट
நிப்பான்	निप्पन
ஆனா	परन्तु
ஆனா	लेकीन
ஆனா	आना
ஆனா	लेकिन
ஆனா	लकिन
ஆனா	मगर
ரஷ்	होड़
ரஷ்	फटाफट
ரஷ்	रश
அடர்த்தியாக	तीव्र
பதிவேடு	रजिस्ट्री
பதிவேடு	लॉग
பெண்களே	महिलाओं
பெண்களே	महिलाएं
