और	وال
प्रतिस्पर्धी	التنافسية
प्रतिस्पर्धी	تنافسي
प्रतिस्पर्धी	المنافس
प्रतिस्पर्धी	منافس
प्रतिस्पर्धी	تنافسية
प्रतिस्पर्धी	المنافسين
आयरन	حديدي
आयरन	الحديد
आयरन	حديد
कार्यालयों	المكاتب
कार्यालयों	مكاتب
स्टाफ	موظفون
स्टाफ	الموظفين
स्टाफ	الموظفون
फिल्टर	مرشح
फिल्टर	فلتر
फिल्टर	المرشح
फिल्टर	رشح
फिल्टर	تصفية
डाई	الصبغة
डाई	صبغ
डाई	صبغة
आंदोलनों	الحركات
आंदोलनों	التحركات
जटिलता	تعقيد
जटिलता	التعقيد
जटिलता	تعقد
देखिये	ساعة
देखिये	مشاهدة
देखिये	راقب
देखिये	شاهد
स्विस	سويسري
स्विस	السويسرية
स्विस	السويسري
स्विस	سويسرية
कटाई	الحصاد
कटाई	حصاد
रूढ़िवादी	محافظة
रूढ़िवादी	المحافظة
रूढ़िवादी	محافظ
फोर्ट	الحصن
फोर्ट	حصن
फोर्ट	فورت
चमड़े	جلدية
चमड़े	الجلود
चमड़े	جلد
चमड़े	الجلد
अनुपालन	الامتثال
अनुपालन	امتثال
हफ्ते	اسابيع
हफ्ते	اسبوع
हफ्ते	اسبوعا
हफ्ते	الاسبوع
हफ्ते	الاسابيع
प्रतिज्ञा	تعهد
प्रतिज्ञा	التعهد
चैंपियंस	ابطال
चैंपियंस	الابطال
मुद्रित	مطبوع
मुद्रित	مطبوعة
वास्तुकार	معماري
अभिनव	مبتكرة
अभिनव	مبتكر
चयापचय	الايض
कनेक्शन	تزامن
कनेक्शन	الصلات
कनेक्शन	اتصال
कनेक्शन	الارتباطات
कनेक्शन	الاتصال
अरस्तू	ارسطو
बिली	بيلى
बिली	بيلي
अर्द्ध	شبه
खाया	توكل
बार्सिलोना	برشلونة
बार्सिलोना	برشلونه
अग्रिम	المتقدم
अग्रिम	مسبق
अग्रिम	مقدم
अग्रिम	السلف
अग्रिम	سلف
अग्रिम	مقدما
अस्त्र	استرا
माइक्रोफोन	الميكروفون
अब्राहम	ابراهام
अब्राहम	ابراهيم
जुड़वां	التوائم
जुड़वां	توائم
जुड़वां	توام
गोल्फ	الغولف
गोल्फ	جولف
गोल्फ	غولف
गोल्फ	الجولف
विडियो	الفيديو
विडियो	بالفيديو
विडियो	فيديو
गोले	لقطات
गोले	القذائف
गोले	طلقات
गोले	قذائف
हज़ारों	الاف
हज़ारों	الالاف
हिप	ورك
हिप	الورك
हिप	هيب
क्षीण	طفيفة
क्षीण	طفيف
मंजिल	ارضية
मंजिल	الارضية
मंजिल	طابق
मंजिल	الطابق
मूर्तियां	الاصنام
कीमतों	الاسعار
कीमतों	اسعار
ट्रॉफी	الكاس
दुरुपयोग	الاساءة
दुरुपयोग	اساءة
पुनर्जागरण	النهضة
शेट्टी	شيتي
मिल्वौकी	ميلووكي
मिल्वौकी	ميلواكي
कंधे	الكتف
कंधे	كتف
मज़बूत	قوية
मज़बूत	قوي
मज़बूत	قوى
मज़बूत	قويا
कंट्रोल	السيطرة
कंट्रोल	تحكم
कंट्रोल	سيطرة
कंट्रोल	التحكم
थीम	الموضوعات
थीम	سمة
थीम	موضوعات
थीम	السمة
थीम	المواضيع
थीम	موضوع
थीम	مواضيع
थीम	الموضوع
पाउडर	مسحوق
पाउडर	بودرة
पाउडर	المسحوق
पाउडर	البارود
समाजवाद	الاشتراكية
समाजवाद	للاشتراكية
संगमरमर	الرخام
सेक्स	الجنس
सेक्स	جنس
शेखर	شيكار
वीरता	البطولة
कीर्ति	الشهرة
कीर्ति	شهرة
मिलाने	ميلانو
मिलाने	ميلان
जेन	جين
जेन	جاين
अरबों	المليارات
अरबों	مليارات
अरबों	بلايين
गतिशीलता	التنقل
कहां	اين
कहां	حيث
आतंरिक	داخليا
आतंरिक	داخلية
आतंरिक	داخلي
आतंरिक	الداخلية
कैथरीन	كاثرين
करन	كاران
पत्ती	ورقة
हिम	ثلج
हिम	الثلج
हिम	سنو
कब्ज़ा	الاستيلاء
कब्ज़ा	استيلاء
कब्ज़ा	الاستحواذ
कब्ज़ा	حيازة
कब्ज़ा	امتلاك
कब्ज़ा	الحيازة
हस्तांतरण	نقل
हस्तांतरण	المواصلات
हस्तांतरण	النقل
हस्तांतरण	ارسال
हस्तांतरण	التحويلات
हस्तांतरण	تحويلات
हस्तांतरण	التحويل
हस्तांतरण	الارسال
लॉजिक	منطق
लॉजिक	المنطق
टकराव	اشتباك
टकराव	صدام
टकराव	الاصطدام
टकराव	اصطدام
टकराव	تصادم
लिनक्स	لينكس
धुरी	المحور
धुरी	محوري
धुरी	محور
निकाली	استخرجت
घोड़ा	حصان
घोड़ा	خيل
घोड़ा	الحصان
ख़राब	سئ
ख़राब	باد
ख़राब	سيئ
ख़राब	سيئة
ख़राब	سيء
वीर्य	المني
पतले	نحيل
पतले	نحيف
दर्रा	تمرير
दर्रा	مرر
गैलेक्सी	مجرة
गैलेक्सी	غالاكسي
गैलेक्सी	المجرة
वरीयता	مفضلة
वरीयता	فضل
वरीयता	مفضل
वरीयता	المفضل
वरीयता	تفضيل
गुहा	تجويف
पहलवान	المصارعين
पहलवान	مصارع
रैंक	الرتبة
रैंक	رتبة
अपूर्ण	ناقص
अपूर्ण	ناقصة
डेल	ديل
डेल	دل
डेल	دايل
दूरदर्शी	المنظار
दूरदर्शी	تلسكوب
शुक्राणु	المني
लीवर	رافعة
लीवर	العتلة
वज़न	الوزن
वज़न	وزن
तटस्थ	محايدا
तटस्थ	محايد
तटस्थ	نزيهة
तटस्थ	محايدة
तटस्थ	نزيه
अनुकूलित	مخصصة
अनुकूलित	التخصيص
अनुकूलित	العرف
अनुकूलित	مخصص
अनुकूलित	تخصيص
अनुकूलित	خصص
भेड़	الاغنام
भेड़	خروف
भेड़	الخراف
भेड़	الغنم
भेड़	الخروف
रैखिक	خطية
रैखिक	الخطي
रैखिक	خطي
इकाइयाँ	وحدات
इकाइयाँ	الوحدات
फांसी	المشنقة
फांसी	الشنق
सस्ते	بخيل
सस्ते	رخيص
सस्ते	رخيصة
सक्रियता	النشاط
सक्रियता	نشاط
