から	من
最小限	تقليل
エレナ	الينا
エレナ	ايلينا
クイーンズ	كوينز
クイーンズ	الملكات
コサック	القوزاق
スペル	التهجئة
スペル	تعويذة
スペル	التعويذة
チャレンジャー	تشالنجر
プロポーズ	مقترح
プロポーズ	اقتراح
プロポーズ	الاقتراح
プロポーズ	المقترح
パラレル	مواز
パラレル	موازية
パラレル	بالتوازي
パラレル	متوازية
パラレル	الموازي
ゴマ	سمسم
サザン	جنوبية
サザン	جنوب
サザン	جنوبي
図形	هندسة
図形	الشكل
図形	شكل
図形	الهندسة
ゲノム	الجينوم
デイヴ	ديف
デイヴ	دايف
ドッキング	المرسى
ドッキング	الالتحام
マダム	سيدتي
マダム	مدام
トレント	ترينت
アーセナル	ارسنال
アーセナル	ترسانة
請願	التماسات
請願	الالتماس
請願	العريضة
請願	الالتماسات
請願	التماس
請願	عريضة
アトランティック	الاطلسي
アトランティック	اتلانتيك
メチル	الميثيل
幸田	كودا
おば	خالتي
おば	العمة
おば	خالة
おば	عمة
おば	عمتي
腐敗	تحلل
腐敗	التحلل
ベイビー	حبيبتي
ベイビー	حبيبي
ベイビー	طفل
キルギス	قيرغيزستان
アダムス	ادامز
アダムス	ادمز
ブライト	المشرق
ブライト	ساطع
ブライト	لامع
ブライト	مشرق
トレーラー	مقطورة
トレーラー	المقطورة
毛皮	الفراء
毛皮	فراء
毛皮	فرو
毛皮	الفرو
コロシアム	كولوسيوم
コロシアム	الكولوسيوم
シンフォニー	سيمفونية
選任	انتخاب
選任	تعيين
選任	الانتخابات
選任	التعيين
選任	التعيينات
選任	انتخابات
選任	الانتخاب
選任	موعد
選任	الموعد
条文	الاحكام
条文	احكام
ニクソン	نيكسون
マリオン	ماريون
ごみ	القمامة
ごみ	قمامة
ハーブ	اعشاب
ハーブ	الاعشاب
ハーブ	عشبة
ハーブ	هيرب
フィアット	فيات
ドロシー	دورثي
ドロシー	دوروثي
カッター	كاتر
カッター	القاطع
ヒスパニック	اسباني
チェ	تشوي
チェ	تشي
チェ	شوي
ジョーク	مزحة
ジョーク	نكات
ジョーク	النكات
ジョーク	نكتة
ジョーク	النكت
ジョーク	نكت
フォスター	يتبنى
孵化	هاتش
コウモリ	الخفافيش
コウモリ	مضرب
コウモリ	مضارب
コウモリ	مضاربة
コウモリ	المضرب
バチカン	الفاتيكان
バール	بار
バール	حانة
バール	شريط
バール	البار
バール	الحانة
編み	الضفائر
ヴィラ	الفيلا
ヴィラ	فيلا
ヴィラ	فلل
ユーモア	الفكاهة
溶液	محلول
溶液	الحل
溶液	حل
溶液	حلا
転覆	الاطاحة
ウイスキー	الويسكي
バッド	سئ
バッド	باد
バッド	سيئ
バッド	سيئة
バッド	سيء
ナシ	كمثرى
アレクセイ	الكسي
総局	مديرية
総局	المديرية
借用	اقتراض
借用	الاقتراض
コンポーネント	المكونات
コンポーネント	مكون
コンポーネント	مكونات
コンポーネント	عنصر
コンポーネント	العناصر
コンポーネント	المكون
コンポーネント	العنصر
コンポーネント	عناصر
聴覚	السمع
聴覚	سماع
簡潔	موجزة
トリガー	الزناد
イベリア	ايبيريا
イーグルス	النسور
チューリップ	الخزامى
リップ	تمزق
リップ	مزق
リップ	ريب
コルト	كولت
プランニング	التخطيط
プランニング	تخطيط
曲面	سطح
曲面	السطح
煉瓦	بريك
煉瓦	الطوب
煉瓦	طوب
ペイン	الم
ペイン	باين
ペイン	الالم
薬剤師	صيدلي
自律	مستقلة
ニコル	نيكول
嫌がらせ	تحرش
嫌がらせ	المضايقات
嫌がらせ	مضايقة
嫌がらせ	التحرش
嫌がらせ	المضايقة
プロヴァンス	بروفانس
ミーティング	الاجتماعات
ミーティング	الاجتماع
ミーティング	الجلسة
ミーティング	اللقاءات
ミーティング	لقاء
ミーティング	الجلسات
ミーティング	اجتماعات
ミーティング	اجتماع
カーペット	بساط
カーペット	السجاد
カーペット	سجادة
カーペット	سجاد
カーペット	السجادة
モンタナ	مونتانا
カビ	القوالب
カビ	العفن
カビ	القالب
カビ	عفن
ギャップ	فجوات
ギャップ	ثغرة
ギャップ	الفجوات
ギャップ	الفجوة
ギャップ	ثغرات
ギャップ	الثغرات
ギャップ	الثغرة
ギャップ	فجوة
シェリー	شيري
乗り物	العربات
乗り物	مركبة
乗り物	عربة
乗り物	المركبات
乗り物	مركبات
乗り物	المركبة
乗り物	عربات
乗り物	العربة
ダニ	تيك
暖房	التدفئة
暖房	تسخين
暖房	تدفئة
数量	كمية
数量	الكمية
数量	الكميات
数量	كميات
江蘇省	جيانغسو
中級	وسيطة
パンドラ	باندورا
チャイコフスキー	تشايكوفسكي
カナリア	الكناري
カナリア	كناري
テンプル	المعبد
テンプル	تمبل
テンプル	معبد
偽造	التزوير
エメラルド	الزمرد
パタゴニア	باتاغونيا
太い	سميكة
太い	سميك
アニー	انى
アニー	اني
ベルン	برن
ベルン	بيرن
匂い	الشم
匂い	شم
匂い	رائحة
精神病	الذهان
ゴメス	غوميز
ゴメス	جوميز
ナラ	نالا
オスカル	اوسكار
オスカル	الاوسكار
リハーサル	بروفة
ケニー	كيني
アスファルト	الاسفلت
祝う	احتفل
祝う	الاحتفال
サラダ	السلطة
サラダ	سلطة
エクアドル	الاكوادور
制動	الكبح
ルワンダ	رواندا
シューマン	شومان
ベルナール	برنارد
ベルナール	بيرنارد
エンリケ	انريكي
ひどい	فظيع
ババ	بوبا
ババ	بابا
ヴァンガード	الطليعة
ヴァンガード	طليعة
モニカ	مونيكا
スペシャリスト	المتخصصة
スペシャリスト	اختصاصي
スペシャリスト	اخصائي
スペシャリスト	متخصصة
スペシャリスト	متخصص
リガ	ريغا
軍備	التسلح
パワフル	قوية
パワフル	قوي
パワフル	قوى
ジョシュ	جوش
スカーレット	سكارليت
ペレス	بيريز
泣く	البكاء
泣く	بكاء
泣く	يبكي
泣く	تبكي
泣く	ابكي
ペガサス	بيغاسوس
ディエゴ	دييجو
ディエゴ	دييغو
観念	فكرة
観念	فكره
観念	الفكرة
叫ぶ	صيحة
ケネス	كينيث
バタ	باتا
シャドウ	الظل
シャドウ	ظل
発送	ايفاد
嘱託	التكليف
マンガン	المنغنيز
教訓	الدرس
教訓	درس
ポッター	بوتر
ハト	حمامة
ハト	زاجل
スモール	صغر
スモール	صغيره
スモール	صغيرة
スモール	صغير
給料	مرتب
給料	المرتب
給料	مرتبات
給料	الراتب
給料	راتب
伝播	الانتشار
エドワーズ	ادواردز
スズ	تن
スズ	القصدير
スズ	تين
ベネット	بينيت
ミミ	ميمي
肩書	عنوان
肩書	العنوان
肩書	اللقب
コンペティション	مسابقة
コンペティション	تنافس
コンペティション	منافسة
コンペティション	المنافسة
コンペティション	المسابقة
役立つ	مفيد
役立つ	مفيدة
世俗	العلمانية
ドリンク	المشروبات
ドリンク	مشروبات
ドリンク	اشرب
ドリンク	مشروب
ドリンク	شرب
ドリンク	شراب
子宮	رحم
子宮	الرحم
グラスゴー	غلاسكو
グラスゴー	جلاسكو
ワタナベ	واتانابي
航法	الملاحة
下水道	المجاري
下水道	مجاري
カザン	كازان
シェパード	الراعي
贈り物	هدية
贈り物	هدايا
贈り物	الهدايا
贈り物	هديه
贈り物	الهدية
贈り物	الهبات
ラグナ	لاجونا
オビ	اوبي
ベネディクト	بينديكت
ベネディクト	بنديكت
検閲	رقابة
検閲	الرقابة
オペレーション	عمليات
オペレーション	العمليات
オペレーション	عملية
オペレーション	العملية
ガーディアン	الوصي
ガーディアン	وصي
小麦	القمح
物事	الامور
物事	اشياء
物事	امور
物事	الاشياء
ブイ	العوامة
描画	الرسم
描画	رسم
描画	رسمة
描画	ارسم
マギー	ماجي
マギー	ماغي
フューチャー	مستقبل
フューチャー	مستقبلا
フューチャー	المستقبل
狂気	الجنون
狂気	جنون
リマ	ليما
懸賞	جوائز
懸賞	الجوائز
ストーカー	ملاحق
ストーカー	الملاحقة
ストーカー	مطاردة
ストーカー	مطارد
ストーカー	المطاردة
ストーカー	ملاحقة
ロバ	حمار
ロバ	الحمار
ロバ	الحمير
ジュリー	جولي
ジュリー	جولى
大麻	القنب
村落	القرى
村落	القرية
村落	قرية
村落	قرى
かわいい	لطيف
かわいい	كيوت
モニュメント	الاثار
モニュメント	نصب
モニュメント	النصب
ジャッジ	قاض
ジャッジ	قاضية
ジャッジ	قاضي
ジャッジ	القاضي
ローラン	لوران
ローラン	لورينت
ザグレブ	زغرب
ニューカッスル	نيوكاسل
サクラメント	ساكرامينتو
サクラメント	ساكرامنتو
サクラメント	سكرامنتو
マジカル	سحري
銃器	ناري
ソート	نوع
ソート	الفرز
ソート	فرز
覚書	المذكرة
覚書	مذكرة
サンダー	رعد
サンダー	الرعد
紅茶	الشاي
紅茶	شاي
紅茶	شاى
デア	دير
ノーラン	نولان
信じる	تصدق
信じる	اصدق
ヴィンセント	فينسينت
ヴィンセント	فنسنت
ヴィンセント	فينسنت
ハイライト	ابراز
ハイライト	ابرز
マシーン	الالة
マシーン	ماكنة
マシーン	ماكينة
マシーン	الة
マシーン	الماكينة
ポーラ	باولا
ポーラ	بولا
船首	القوس
船首	قوس
暗闇	الظلام
暗闇	ظلمة
暗闇	ظلام
マーチン	مارتن
マーチン	مارتين
リラ	ليرة
刺し	طعن
刺し	الطعن
せり	المناقصات
せり	المزادات
リベラル	الليبرالي
リベラル	الليبرالية
ゼルダ	زيلدا
果物	ثمار
果物	الثمار
果物	فاكهة
果物	الفواكه
果物	فواكه
果物	الفاكهة
おじ	عمو
おじ	العم
おじ	عم
おじ	عمي
停電	التعتيم
爬虫類	الزواحف
芭蕉	باشو
共感	التعاطف
五つ	خمسة
五つ	خمسه
五つ	خمس
税金	ضرائب
税金	ضريبي
税金	الضرائب
税金	الضريبة
税金	ضريبة
登る	التسلق
登る	تسلق
隔離	عزلة
隔離	العزلة
隔離	العزل
バーレーン	البحرين
バーレーン	البحريني
球体	المجال
領事	قنصل
領事	القنصل
キャメロン	كاميرون
マーキュリー	الزئبق
知識人	الفكرية
知識人	المثقفين
知識人	فكرية
ウェディング	الاعراس
ウェディング	زواج
ウェディング	عرس
ウェディング	العرس
ウェディング	زفاف
着物	كيمونو
着物	الكيمونو
救急車	اسعاف
救急車	الاسعاف
神保	مبو
花弁	بتلات
残党	مخلفات
セグメント	الشريحة
セグメント	القطعة
セグメント	الشرائح
セグメント	الجزء
セグメント	شريحة
ノエル	نول
ナタリー	ناتالي
在庫	المخزون
在庫	المخزونات
在庫	الجرد
カーティス	كيرتيس
セブ	سيبو
ドミニク	دومينيك
ビルバオ	بلباو
原子核	نواة
原子核	النواة
リセット	استرجع
ジングル	جلجل
スプレー	رذاذ
スプレー	رش
ガリレオ	غاليليو
ポテンシャル	امكانية
木田	كيدا
スピーチ	الكلام
スピーチ	كلام
スピーチ	خطاب
スピーチ	الخطاب
スピーチ	خطبة
ジャスティン	جاستن
ジャスティン	جاستين
ジャスティン	جستن
ジャスティン	جوستين
降臨	ينحدر
シング	سينغ
デュッセルドルフ	دوسلدورف
タスク	مهام
タスク	المهام
タスク	المهمة
ジュピター	جوبيتر
ジュピター	المشتري
キャプション	الشرح
キャプション	شروح
キャプション	شرح
鞍馬	كوراما
プレイオフ	التصفيات
ユヴェントス	يوفنتوس
