ve	そして
şaşkın	当惑
şaşkın	混乱
şaşkın	困惑
marangoz	大工
marangoz	カーペンターズ
saraylar	宮殿
ödenen	有料
gardiyan	後見人
gardiyan	ガード
gardiyan	キーパー
gardiyan	ガーディアン
gösterin	ショー
gasp	強盗
gasp	恐喝
gündemi	議事
gündemi	議題
kısmet	運命
kebap	ケバブ
yılanlar	ヘビ
görüntülü	ビデオ
görüntülü	動画
kübik	三次
modernizm	モダニズム
hançer	ダガー
hançer	短剣
zararsız	無害
tüfekler	小銃
raoul	ラウル
kese	ポーチ
turkuaz	ターコイズ
buşehr	ブーシェフル
talimat	指示
talimat	手順
talimat	命令
tehditler	脅迫
tehditler	威嚇
tehditler	脅威
bayraklar	フラグ
bayraklar	バナー
bayraklar	横断幕
bayraklar	国旗
gırtlak	咽喉
anneler	母親
varoluş	存在
iletkenlik	伝導
protokolleri	プロトコル
bedevi	ベドウィン
kıyma	ミンチ
berbat	最低
berbat	吸う
berbat	ひどい
deşifre	デコード
deşifre	解読
strazburg	ストラスブール
kışkırtıcı	炎症
formlar	フォーム
formlar	形態
lezzet	フレーバー
lezzet	味見
lezzet	味覚
fahişe	娼婦
pazarlık	交渉
pazarlık	バーゲン
pazarlık	ネゴシエーション
bazalt	玄武岩
drenaj	排水
kapsül	カプセル
fotosentez	光合成
mendil	ハンカチ
mendil	ティッシュ
mendil	クリネックス
yüzer	浮動
yüzer	フローティング
korsanlar	ハッカー
korsanlar	海賊
korsanlar	パイレーツ
robotlar	ロボット
robotlar	ボット
kenevir	アサ
kenevir	大麻
şövalyeler	騎士
şövalyeler	ナイツ
kip	モード
konteyner	コンテナ
konteyner	容器
davullar	太鼓
davullar	ドラム
şikayetler	クレーム
şikayetler	苦情
trenler	列車
trenler	電車
taneleri	カーネル
uyarıları	アラート
bilardo	プール
bilardo	ビリヤード
iktidardaki	裁定
iktidardaki	支配
iktidardaki	審判
durgunluk	停滞
bezelye	エンドウ
siyonizm	シオニズム
vaaz	説教
nesiller	世代
kirlilik	公害
kirlilik	汚染
inme	ストローク
koma	昏睡
koma	コマス
teşhir	露出
teşhir	ディスプレイ
teşhir	被曝
teşhir	照射
etiketleri	タグ
etiketleri	ラベル
kase	ボウル
kase	聖杯
düzlemsel	プラナー
mesafeler	距離
aşçı	クック
aşçı	コック
aşçı	シェフ
doymuş	飽和
keşfetmek	発見
keşfetmek	探検
olağandışı	珍しい
perişan	みじめ
perişan	惨め
konuşuyor	トーキング
konuşuyor	喋る
hakiki	本物
hakiki	正真正銘
bulmaca	クロスワード
bulmaca	パズル
insancıl	人道的
insancıl	人道
uyanış	覚醒
çarpışan	バンパー
dozda	一服
dozda	線量
çatlak	クラッキング
çatlak	クラック
çatlak	ナット
çatlak	ひび割れ
çatlak	ナッツ
glikoz	グルコース
istekler	要求
istekler	リクエスト
hipertansiyon	高血圧
taktikleri	戦術
şahıslar	個人
ambar	倉庫
ambar	納屋
ambar	バーン
önizleme	プレビュー
askeriye	軍隊
askeriye	軍事
klor	塩素
vagon	ワゴン
yaralanma	怪我
yaralanma	外傷
açılıyor	オープニング
açılıyor	開く
huzurlu	平和
turkiye	トルコ
turkiye	七面鳥
gökdelen	摩天楼
cebe	ポケット
önyargı	偏見
önyargı	先入観
önyargı	害する
menajerlik	経営
menajerlik	管理
menajerlik	マネージメント
menajerlik	マネジメント
karmaşa	混同
karmaşa	混沌
karmaşa	混乱
karmaşa	カオス
nişasta	デンプン
çarpık	ツイスト
köpekbalığı	サメ
daireler	アパート
daireler	サークル
ahlâk	道徳
hardal	マスタード
tava	パン
içecekler	ドリンク
içecekler	飲料
içecekler	飲み物
içecekler	飲物
eziyet	グラインド
eziyet	拷問
eziyet	迫害
eziyet	グラインドコア
azap	ドゥーム
azap	処罰
aşısı	ワクチン
ezoterik	難解
nutuk	講義
nutuk	教本
nutuk	講演
dama	チェッカー
satar	売主
güçlendirme	強化
yakınlardaki	最近
politikacılar	政治家
takipçileri	フォロワー
boşanmış	離婚
balo	ボール
balo	プロム
önsöz	序文
makas	ハサミ
makas	はさみ
makas	せん断
prim	ボーナス
harcamaları	支出
bıçaklar	ナイフ
sağlayıcı	ベンダー
sağlayıcı	プロバイダー
sağlayıcı	プロバイダ
hastalara	患者
aygıtlar	機器
aygıtlar	デバイス
dayak	鼓動
kararlılık	安定
kararlılık	コミットメント
kararlılık	安定性
kararlılık	収容
kararlılık	裁決
suistimal	虐待
suistimal	誤用
atletik	アスレチック
gerilme	ストレッチ
tamiri	修理
inanmak	信じる
inanmak	信ずる
reklamlar	広告
reklamlar	コマーシャル
kambur	ハンプ
vasiyet	テスタメント
elips	楕円
evlilikler	結婚
joon	じゅん
varyasyon	バリエーション
şangay	上海市
şangay	上海
delici	ピアス
gergedan	サイ
enjeksiyon	インジェクション
enjeksiyon	注射
linç	リンチ
aşağılayıcı	蔑称
hanımefendi	レディ
hanımefendi	マダム
hanımefendi	ミス
kırılmış	壊れた
ayini	典礼
yorumcular	コメンテーター
mütevazı	謙虚
teklifler	クーポン
köstebek	ほくろ
köstebek	モグラ
lekeler	しみ
saymak	カウント
kaybolması	失踪
golfçü	ゴルファー
thüringen	テューリンゲン
paralellik	平行線
begüm	ベーグム
dilim	スライス
sepet	バスケット
sepet	カート
sepet	サイドカー
sepet	かご
sepet	荷車
iyonları	イオン
elektrolit	電解質
sıçrama	スプラッシュ
turşu	漬物
turşu	ピクルス
darı	雑穀
ejderhalar	ドラゴンズ
ejderhalar	ドラゴン
fiyatlar	価格
üniter	ユニタリ
patika	経路
patika	パス
patika	小道
derine	ディープ
derine	深い
anlaşmazlığı	申し立て
şemsiye	アンブレラ
şemsiye	パラソル
sor	尋ねる
belh	バルフ
semaver	サモワール
lordlar	諸侯
bando	バンド
hassasiyet	感受性
hassasiyet	感度
hassasiyet	精度
düşmek	落下
düşmek	落ちる
polen	花粉
anestezi	麻酔
ünite	ユニット
ünite	単位
yezd	ヤズド
ülkücü	ハッキング
seminerler	セミナー
konuklar	ゲスト
otomasyon	オートメーション
entegrasyonu	統合
entegrasyonu	インテグレーション
ça	チャ
koridor	回廊
koridor	廊下
koridor	通路
devler	ジャイアンツ
devler	タイタンズ
devler	巨人
indüksiyon	帰納
indüksiyon	誘導
öğlen	午後
öğlen	正午
apaçık	平野
apaçık	無地
korkutucu	怖い
rotasyon	回転
rotasyon	ローテーション
frekansları	周波数
vurguladı	強調
bombalama	爆撃
pansiyon	年金
pansiyon	ホステル
pansiyon	ゲストハウス
katır	ミュール
katır	ラバ
konsantrasyon	濃度
tebeşir	チョーク
altıgen	六角形
aktörler	俳優
şefkat	愛情
şefkat	思いやり
şefkat	同情
şefkat	愛着
asidik	酸性
çalış	ワーク
çalış	作業
çalış	勉強
çalış	仕事
sevgililer	恋人
deneyimler	エクスペリエンス
abluka	封鎖
mekanları	会場
atlayan	ジャンパー
zürafa	キリン
svaziland	スワジランド
pakistanlı	パキスタン
bingazi	ベンガジ
arşimet	アルキメデス
yeşili	グリーン
yeşili	緑色
sonsuzluk	永遠
sonsuzluk	無限大
sonsuzluk	無限
milyoner	ミリオネア
dedikodu	ゴシップ
hatıralar	メモリ
hatıralar	記憶
hatıralar	メモリー
hatıralar	思い出
ziyaretçileri	ビジター
astrahan	アストラハン
karbonhidrat	炭水化物
patagonya	パタゴニア
kılıçlar	刀剣
sevenler	恋人
paradigma	パラダイム
içindekiler	食材
içindekiler	内容
içindekiler	成分
içindekiler	材料
bahsetmek	言及
sinsi	コソコソ
sinsi	こっそり
sinsi	ずるい
direği	マスト
tepsi	トレイ
setleri	セット
setleri	集合
gizlemek	ヒデ
gizlemek	隠す
vatanseverlik	愛国心
yeşillik	グリーン
yeşillik	緑色
korkak	臆病
korkak	臆病者
korkak	プッシー
reklamcılık	広告
ihtiyaçlar	ニーズ
ihtiyaçlar	必需品
oklar	矢印
oklar	アロウズ
şerbet	シロップ
algoritmaları	アルゴリズム
sent	セント
sent	ペニー
etimoloji	語源
ölümsüzlük	不老不死
yelek	ベスト
ünsüz	子音
sürücüleri	ドライバー
sürücüleri	ドライブ
sürücüleri	ドライバ
kelebekler	チョウ
kelebekler	バタフライ
fıkra	ジョーク
fıkra	冗談
çürük	崩壊
çürük	減衰
çürük	紫斑
süpürge	ほうき
komşuluk	近所
komşuluk	近隣
kıskançlık	嫉妬
kıskançlık	羨望
kusurlu	不完全
kutlamalar	祝賀会
kutlamalar	お祝い
palyaço	道化師
mümin	信ずる
genlik	振幅
haftalarca	週間
alıcısı	宛先
kalıpları	カビ
seçmelere	オーディション
tatbikat	ドリル
erkenden	早い
erkenden	アーリー
müstehcen	わいせつ
pisi	キティ
bişkek	ビシュケク
ayrıcalık	特権
fiiller	動詞
başpiskopos	大主教
trenleri	列車
trenleri	電車
yayınlamak	公開
kuvars	石英
tutuklanmış	逮捕
yoğunlaşma	凝縮
yoğunlaşma	縮合
yeraltında	地下鉄
yeraltında	地下
basin	プレス
sekizgen	オクタゴン
sekizgen	八角形
müşteriler	カスタマー
müşteriler	クライアント
tutarlılık	一貫性
playoffları	プレイオフ
playoffları	プレーオフ
teras	テラス
teras	棚田
alışkanlık	習慣
sihirbaz	魔法使い
sihirbaz	ウィザード
pürüzsüz	スムーズ
pürüzsüz	スムース
pürüzsüz	滑らか
artırma	増やす
artırma	増額
artırma	増加
kirmanşah	ケルマーンシャー
enkaz	瓦礫
enkaz	破片
suçlama	告発
suçlama	充電
suçlama	チャージ
suçlama	課金
ofset	オフセット
menü	メニュー
kamış	ストロー
kamış	リード
kamış	わら
subtropikal	亜熱帯
büyükelçileri	アンバサダー
büyükelçileri	大使
okuyun	読み
okuyun	読む
okuyun	読み込み
okuyun	読み取り
düzine	ダース
karelya	カルヤラ
karelya	カレリア
tamamlama	竣工
tamamlama	完成
tamamlama	補完
tamamlama	修了
ücretleri	手数料
dirsek	ひじ
flört	イチャイチャ
flört	出会い
flört	日付
flört	交際
flört	デート
değişkenleri	変数
kılık	変装
alkolik	アル中
başsağlığı	お悔やみ
elçileri	アンバサダー
elçileri	大使
karanlığın	暗闇
yönlendiren	外向
yönlendiren	下り
kabus	ナイトメア
kabus	悪夢
erimiş	融解
şölen	ごちそう
şölen	宴会
idrak	換価
idrak	実現
farkli	異なる
planlandı	予定
planlandı	計画
kazalar	事故
kazalar	クラッシュ
bariton	バリトン
reklamları	広告
eğrilik	曲率
aşağıdan	以下
bulantı	吐き気
etanol	エタノール
vikisöz	ウィキクォート
ambalaj	包装
ambalaj	荷造り
ambalaj	パッケージング
ambalaj	梱包
hamuru	生地
hamuru	パルプ
tabu	タブー
mekik	シャトル
diyafram	ダイアフラム
diyafram	横隔膜
büyücülük	ウィッチクラフト
büyücülük	魔術
kemerler	アーチ
borçlar	債務
borçlar	ローン
borçlar	融資
aksesuar	アクセサリー
aksesuar	アクセサリ
suçlamalar	告発
mutluluğu	幸福
mutluluğu	ハピネス
mutluluğu	幸せ
sensör	センサ
sensör	センサー
bebekleri	人形
hasır	ウィッカー
hasır	ストロー
hasır	わら
aralıkları	範囲
ikizi	双子
ikizi	双生児
ikizi	ツイン
adamış	専用
espri	ユーモア
üniforma	制服
üniforma	ユニフォーム
yama	パッチ
konumlandırma	位置決め
proletarya	プロレタリアート
başkanlar	社長
projeksiyon	投影
flaş	フラッシュ
gözlemciler	オブザーバ
gözlemciler	モニタ
gözlemciler	オブザーバー
tadilat	リフォーム
mağazaları	店舗
dekorasyon	装飾
dekorasyon	デコレーション
vazife	義務
talim	ドリル
öğüt	助言
öğüt	説教
öğüt	アドバイス
güvende	安全
güvende	セーフ
güvende	金庫
güvende	セキュア
güneyli	南部
güneyli	サザン
hümanizm	ヒューマニズム
okuyucular	リーダー
okuyucular	読者
transistör	トランジスタ
damarları	静脈
yarımküre	半球
numaralar	数字
numaralar	トリック
numaralar	数値
omurga	バックボーン
omurga	脊柱
omurga	背骨
omurga	脊椎
üzgün	動揺
üzgün	悲しい
stajyer	見習い
stajyer	研修
stajyer	インターン
akrabalar	親族
akrabalar	親戚
akrabalar	相対
ahududu	ラズベリー
reçine	樹脂
basçı	ベーシスト
kahin	オラクル
kahin	神託
katiller	キラーズ
ortaklar	パートナー
hibe	付与
hibe	グラント
korteks	皮質
tehlikelidir	危険
bıyık	ひげ
bıyık	口ひげ
bıyık	口髭
çekirge	コオロギ
çekirge	クリケット
çekirge	バッタ
duyma	聴力
duyma	聴覚
duyma	聴聞
duyma	審問
yorucu	疲労
yorucu	疲れる
dart	ダーツ
stok	株式
stok	在庫
stok	補充
stok	棚卸
stok	ストック
leopar	ヒョウ
hemşirelik	看護
akordeon	アコーディオン
tedirgin	気がかり
tedirgin	不安
arısı	スズメバチ
işçilik	分娩
işçilik	労働
ölümleri	訃報
sözleşmeleri	契約
ziyafet	ごちそう
ziyafet	宴会
sörf	サーフィン
kaçakçılık	密輸
dantel	レース
süvariler	騎兵
nakliyat	配送
titanik	タイタニック
lut	ロット
riskleri	リスク
psikiyatrist	縮小
yarışmak	レーシング
yarışmak	レース
yarışmak	競走
astroloji	占星術
kontrast	コントラスト
kütük	ログ
damarlar	静脈
zaferler	勝利
şekerli	砂糖
naylon	ナイロン
naylon	プラスチック
naylon	ビニール
naylon	プラスティック
geceyarısı	ミッドナイト
geceyarısı	真夜中
amonyum	アンモニウム
hoşgeldiniz	歓迎
hoşgeldiniz	ようこそ
hoşgeldiniz	ウェルカム
trenle	列車
trenle	トレイン
trenle	電車
parodi	パロディ
maydanoz	パセリ
iğrenç	グロス
loca	ロッジ
havuç	ニンジン
havuç	人参
havuç	にんじん
cahil	無知
zamanlama	日程
zamanlama	スケジュール
zamanlama	スケジューリング
zamanlama	タイミング
inkâr	否定
inkâr	拒否
simya	錬金術
büyüleyici	マジカル
kazma	掘る
kazma	ディグ
kazma	つるはし
nöron	ニューロン
gözlemledi	観測
yazıtlar	碑文
teyze	叔母
teyze	おばさん
teyze	おば
hissediyorum	フィール
hissediyorum	感じる
hissediyorum	感じ
hissediyorum	気分
hissediyorum	フィーリング
eter	エーテル
modüler	モジュール
ütopya	ユートピア
ihtilaf	対立
ihtilaf	コンフリクト
ihtilaf	紛争
ihtilaf	競合
maldivler	モルディブ
güvensizlik	不信
kabarcık	バブル
kısaltmalar	略語
rahmet	マーシー
rahmet	慈悲
indirilmiş	ダウンロード
bekle	待ち
bekle	待つ
silahlanma	軍備
bennet	ベネット
halkalar	リング
halkalar	指輪
halkalar	サークル
şüpheler	疑念
olanaklar	設備
olanaklar	施設
olanaklar	可能性
materyalizm	唯物論
konutlar	邸宅
konutlar	住居
hocam	マスター
hocam	教員
hocam	先生
hocam	教師
barınak	避難所
barınak	シェルター
fragmanı	トレーラー
fragmanı	予告編
destekle	支持
destekle	サポート
mağazalar	店舗
mağazalar	ショップ
gılgamış	ギルガメシュ
bom	ブーム
tutun	ホールド
girdap	渦巻
girdap	渦巻き
pozitron	陽電子
kanca	フック
papatya	カモミール
papatya	デイジー
sürüngen	クリープ
sürüngen	爬虫類
elbiseler	被服
elbiseler	衣類
elbiseler	洋服
elbiseler	ドレス
nefis	美味しい
nefis	美味
nefis	おいしい
randevu	任命
randevu	任用
randevu	選任
randevu	日付
randevu	予約
randevu	デート
gözlemlemek	観測
salata	サラダ
miğfer	ヘルメット
dolandırıcılık	詐欺
güverte	デッキ
güverte	甲板
otizm	自閉症
kaynayan	茹でる
ekipler	チーム
ekipler	ユニット
ekipler	単位
haşlanmış	茹でる
asimilasyon	同化
viski	ウイスキー
viski	スコッチ
viski	ウィスキー
emsal	判例
emsal	先例
bağımlısı	中毒
vahşet	暴力
mahkûmlar	受刑者
zordu	難しい
palet	パレット
palet	荷台
lahit	サルコファガス
olgunluk	満期
hipnoz	睡眠薬
hipnoz	催眠
canavarlar	モンスターズ
kaçırıldı	誘拐
kaçırıldı	拉致
gösterimleri	インプレッション
sofra	テーブル
kıç	スターン
kıç	船尾
korucu	レインジャー
yönergeleri	ディレクティブ
lokma	噛む
havalandırma	換気
beklenti	期待
modları	モード
huysuz	ムーディ
huysuz	不機嫌
diyot	ダイオード
tehditleri	脅迫
tehditleri	威嚇
tehditleri	脅威
iştar	イシュタル
zehirlenmesi	毒性
deforme	変形
tanıtımını	宣伝
klavsen	チェンバロ
kehribar	アンバー
kehribar	琥珀
konserve	缶詰
sayma	カウント
prostat	前立腺
terminoloji	用語
çeteleri	ギャング
antikor	抗体
topoloji	トポロジー
çaykovski	チャイコフスキー
komşular	近所
elektromanyetizma	電磁気
frangı	フラン
yayınlama	公開
yayınlama	出版物
yayınlama	出版
yayınlama	パブリッシング
yayınlama	公表
açın	オープン
açın	開館
açın	開く
stratejileri	戦略
tekme	キック
taşınma	引越し
taşınma	移転
taşınma	移動
onbeş	十五
anasayfa	ホームページ
yokuş	上り坂
hassasiyeti	精度
girişimcilik	起業
celile	ガリラヤ
ironi	皮肉
koşullu	条件
paslanmaz	ステンレス
iptali	キャンセル
iptali	抹消
iptali	解除
akçaağaç	カエデ
