から	출신
スピリッツ	스피리츠
ホタル	반딧불이
絶えず	지속적으로
絶えず	끊임없이
スカラー	스칼라
スカラー	스칼라장
ジュエリー	보석
ジュエリー	쥬얼리
ビリヤード	당구
バルク	대량
バルク	일괄
バルク	벌크
バッキンガム	버킹엄
コーネル	코넬
カナディアン	캐나다인
カナディアン	캐나디안
十代	십대
頭蓋骨	두개골
頭蓋骨	해골
マルコス	마르코스
バースデー	생일
ダマスカス	다마스쿠스
ソーセージ	소시지
非対称	비대칭
イニシャル	초기
イニシャル	이니셜
ボイル	보일
ケージ	케이지
ケージ	새장
スクーター	스쿠터
路地	골목길
路地	골목
路地	앨리
まもる	마모루
総和	합계
平泳ぎ	평영
あこがれ	그리움
気性	성질
ソーシャル	사회적
ソーシャル	사회
ソーシャル	사회주의
タジキスタン	타지키스탄
ゲイツ	게이츠
争点	이슈
争点	문제
チロル	티롤
肛門	항문
減衰	붕괴
義信	요시노부
音量	볼륨
トランジット	트랜싯
トランジット	환승
乗法	곱셈
禁酒	금주법
バイナリ	바이너리
リフォーム	개혁
リフォーム	개혁개방
リフォーム	수리
ストライプ	줄무늬
ストライプ	스트라이프스
待ち伏せ	매복
引き金	트리거
モニタ	모니터링
モニタ	모니터
ブレイド	블레이드
カフカ	카프카
キル	킬링
ブレーク	휴식
ブレーク	브레이크
マラリア	말라리아
複写	복사
バニラ	바닐라
リバティ	리버티
換気	환기
座る	앉아
ライジング	라이징
任用	약속
任用	예약
昼食	점심
昼食	오찬
昼食	도시락
ミュータント	돌연변이
相手方	상대편
相手方	상대
相手方	상대성
相手方	상대방
トゥール	투어
トゥール	투르
ビニール	플라스틱
ビニール	비닐
ビニール	성형
テコンドー	태권도
たまき	다마키
護送	호위
シンク	싱크로
シンク	생각하기
シンク	생각
ディクソン	딕슨
プログラマ	프로그래머
歯学	치과
ローレル	로렐
遠足	견학
小麦粉	밀가루
殺人犯	살인자
殺人犯	살인범
キャバレー	카바레
サンダーバード	선더버드
小冊子	소책자
乳児	영아
受難	열정
アフロ	아프로
ローマン	로만
ローマン	로마
ヒラリー	힐러리
包み	구획
包み	소포
モンティ	몬티
エレメント	원소
エレメント	요소
フォルテ	포르테
ポーカー	포커
ペプチド	펩타이드
ブレス	호흡
歳入	수익
はがき	엽서
別居	분리
無知	무지
ネガ	부정적
ネガ	음성
ネガ	원판
ネガ	음수
血清	혈청
入園	입학
入園	입장료
スナイパー	스나이퍼
スナイパー	저격수
ナイトメア	악몽
歯科医	치과
アスレチックス	육상
ハーディ	하디
オーウェン	오웬
頑固	고집
アラム	아람
ウェーブ	물결
ウェーブ	웨이브
ウェーブ	파동
ウェーブ	파도
低木	덤불
毛髪	머리카락
毛髪	머리
毛髪	머리카락이
散々	빨려
センチメンタル	센티멘탈
おすすめ	추천
おすすめ	제안
おすすめ	추천합니다
おすすめ	권장
セーフ	무사히
セーフ	안전한
セーフ	안전
イーゴリ	이고르
失神	기절
あいまい	퍼지
滑空	라이딩
滑空	글라이더
アンデルセン	안데르센
キャシー	캐시
グリニッジ	그리니치
サウサンプトン	사우샘프턴
アベンジャーズ	어벤저스
アベンジャーズ	어벤져스
スマトラ島	수마트라
生贄	희생
ジェミニ	제미니
パビリオン	파빌리온
ジョブ	잡스
ジョブ	욥기
ジョブ	일자리
ジョブ	직업
ジョブ	작업
グルーヴ	그루브
先例	선례
アレキサンダー	알렉산더
アレキサンダー	알렉산드르
アレキサンダー	알렉산더르
バレット	배럿
奥行き	농도
奥行き	깊이
ユトレヒト	위트레흐트
イースター	부활절
エベレスト	에베레스트
粘膜	점막
バックグラウンド	배경색
バックグラウンド	배경
エディター	편집자
エディター	편집기
エディター	에디터
ピクニック	피크닉
ピクニック	소풍
におい	냄새
口実	핑계
スロットル	스로틀
フクロウ	부엉이
フクロウ	올빼미
ブロンクス	브롱크스
スタイリスト	스타일리스트
アドレナリン	아드레날린
硬化	경화
ステュアート	스튜어트
ももこ	모모코
ピリオド	마침표
ピリオド	기간
ピリオド	월경
ピリオド	생리
ピリオド	시대
ピリオド	주기
チュートリアル	튜토리얼
リモート	원격
リモート	리모콘
リモート	리모컨
マッケンジー	맥켄지
マッケンジー	매켄지
ピール	껍질
キャンバス	캔버스
琥珀	앰버
琥珀	호박
フレミング	플레밍
ライトニング	번개
ライトニング	라이트닝
スイカ	수박
装束	의상
チャップマン	채프먼
高雄市	가오슝
ホルスト	홀스트
ミード	미드
ゴキブリ	바퀴벌레
エチレン	에틸렌
パスタ	파스타
シャノン	섀넌
スパム	스팸
クラスメート	동창
ロビンス	로빈스
ガロン	갤런
マテリアル	물질
マテリアル	소재
マテリアル	재료
網膜	망막
アナスタシア	아나스타샤
アナスタシア	아나스타시아
ハッカー	해커
キャッツ	고양이
性欲	욕망
性欲	성욕
傲慢	거만
傲慢	프라이드
傲慢	오만
傲慢	자존심
クッション	쿠션
エゴ	자아
ひざ	무릎
キャベツ	양배추
カサブランカ	카사블랑카
熱意	열정
ランタン	랜턴
セレン	셀레늄
ジープ	지프
偏差	편차
折りたたみ	접힘
痙攣	경련
オイラー	오일러
泳ぐ	수영
フェデラー	페더러
アブドゥッラー	압둘라
飢え	굶주림
飢え	배고픔
飢え	헝거
寄生虫	기생
寄生虫	기생충
コンバート	변환
コンバート	전환
アクリル	아크릴
ノーム	그놈
ハンバーガー	버거
ハンバーガー	햄버거
キーボーディスト	키보디스트
トライアスロン	트라이애슬론
家賃	임대
家賃	월세
家賃	임대료
家賃	렌트
ウナギ	장어
アフガン	아프가니스탄
ハムスター	햄스터
ロレンソ	로렌조
スリラー	스릴러
アウトドア	실외
アウトドア	야외
ピープル	사람
ピープル	사람들
ピープル	명인
ピープル	국민
ブロス	브라더스
ブロス	국물
ブロス	육수
ビュー	조회
ビュー	견해
ビュー	조회수
ビュー	보기
クローム	크롬
グレイス	그레이스
グレイス	은혜
自閉症	자폐
自閉症	자폐증
プレゼンテーション	발표
プレゼンテーション	프레젠테이션
レーダ	브레다
電話機	전화기
電話機	휴대폰
電話機	전화
電話機	전화번호
スイーツ	사탕
利息	이자
利息	흥미
利息	관심사
利息	관심
リバプール	리버풀
インサイド	인사이드
インサイド	내부
サーモン	연어
バルーン	풍선
ファール	파울
ヒーター	히터
ステファニー	스테퍼니
ステファニー	스테파니
ひじ	팔꿈치
突然変異	돌연변이
バンドル	번들
髑髏	두개골
髑髏	해골
トゥナイト	오늘밤
数式	포뮬러
数式	수식
数式	공식
超音波	초음파
ロックフェラー	록펠러
リヒテンシュタイン	리히텐슈타인
テムル	테무르
加速器	가속기
メシア	메시아
威嚇	위협
威嚇	협박
ヴァレリー	밸러리
アイリーン	이레네
アイリーン	아이린
エコノミスト	경제학자
校正	교정
校正	보정
ルピー	루피
幼生	라바
小道具	소품
花びら	꽃잎
ライフスタイル	생활
ライフスタイル	라이프스타일
アイズ	눈빛
高血圧	고혈압
寝室	침실
セルジオ	세르지오
コンパニオン	동행자
コンパニオン	동반자
算定	계산법
算定	계산
ハゲ	대머리
まりこ	마리코
イサベル	이자벨라
イサベル	이사벨
イサベル	이사벨라
シーモア	시모어
ディリ	딜리
渦巻	나선
渦巻	나선형
渦巻	소용돌이
ボーア	보어
摂氏	섭씨
詩篇	시편
センサ	센서
夕焼け	선셋
夕焼け	석양
夕焼け	일몰
無限大	무한
無限大	인피니티
トラキア	트라키아
割る	나누기
サリバン	설리번
発散	발산
ポーク	돼지고기
舞妓	마이코
石灰	라임
コラムニスト	칼럼니스트
コンパス	나침반
トルネード	토네이도
イルミネーション	조명
デイトナ	데이토나
シミ	얼룩
コントラ	콘트라
フィジカル	물리적
フィジカル	물리
ハーヴェイ	하비
カザフ	카자흐스탄
カザフ	카자흐어
刺繍	자수
モダニズム	모더니즘
オールバニ	올버니
シェルター	쉼터
ワイヤ	철사
ワイヤ	와이어
辛うじて	간신히
オルタナティブ	얼터너티브
オルタナティブ	대안
ジェルマン	생제르맹
ジェルマン	제르맹
合併症	합병증
ダミー	더미
被服	옷이
被服	의류
ロレンツォ	로렌조
さくらんぼ	앵두
さくらんぼ	체리
クラレンス	클래런스
コレラ	콜레라
縮尺	축척
縮尺	척도
縮尺	스케일
縮尺	규모
電卓	계산기
豚肉	돼지고기
マーティ	마티
アルタイ	알타이
キャピトル	캐피탈
キャピトル	캐피틀
キャピトル	의사당
キャピトル	캐피톨
スキーム	배열
スキーム	스킴
あいさつ	인사
あいさつ	인사말
ジェダイ	제다이
カムバック	컴백
事業主	직장
ジャスミン	자스민
ユーティリティ	유틸리티
カタパルト	투석기
不気味	소름
ショコラ	쇼콜라
モロー	모로
ガンマ	감마
フローレンス	플로렌스
フローレンス	피렌체
グラディウス	그라디우스
ブルーム	블룸
吸引	흡입
アコーディオン	아코디언
マリアン	마리안
ジャンパー	점퍼
ムーブメント	움직임
ムーブメント	운동
言い訳	변명
言い訳	핑계
芸妓	게이샤
群集	군중
ムサシ	무사시
パリス	파리
エクスタシー	엑스터시
メッカ	메카
ツナ	참치
ビジネスマン	사업가
ウェブページ	웹페이지
ヘッダ	헤더
ブロンド	금발이
ブロンド	금발
ベルゲン	베르겐
アヘン	아편
藻類	녹조류
藻類	조류
血小板	혈소판
カーライル	칼라일
マニフェスト	성명서
マニフェスト	매니페스토
マニフェスト	선언
マッカーシー	매카시
下痢	설사
ラクダ	카멜
ラクダ	낙타
レニー	레니
ウェンディ	웬디
夕暮れ	황혼
夕暮れ	일몰
モリー	몰리
海王星	넵튠
海王星	해왕성
アライアンス	동맹
アライアンス	얼라이언스
ケンジ	켄지
ケンジ	겐지
クリティカル	크리티컬
オリヴァー	올리버
ナデシコ	분홍색
ナデシコ	핑크
ナデシコ	분홍
シャルロット	샬럿
シャルロット	샬롯
ひとし	히토시
ラプソディ	랩소디
ココナッツ	코코넛
ジェネシス	제네시스
ジェネシス	창세기
ジェネシス	천지창조
ワッツ	왓츠
ワッツ	와츠
防弾	방탄
ブラシ	브러시
セッティング	설정
殉教	순교자
殉教	순교
クリフ	클리프
クリフ	절벽
野生動物	야생동물
トビリシ	트빌리시
美容師	미용사
飲み物	음료
飲み物	음료수
従う	복종
従う	준수
トラム	트램
マイクロプロセッサ	마이크로프로세서
ハマー	해머
ハマー	망치
マムルーク	맘루크
ハース	하스
クロエ	클로이
クロエ	클로
マニアック	매니악
タカシ	타카시
タカシ	다카시
瑠美	루미
バクテリア	세균
バクテリア	박테리아
ツーリスト	관광객
フィールズ	필드
トルストイ	톨스토이
ウェブスター	웹스터
サラエヴォ	사라예보
エクストリーム	극한
エクストリーム	극단
エクストリーム	익스트림
コニー	코니
一晩	하룻밤
シュトゥットガルト	슈투트가르트
リアクション	반응
リアクション	공감
利得	이득
利得	이득이
祖父母	조부모
コーカサス	캅카스
ナイジェル	나이젤
野尻	노지리
こっそり	몰래
ジェッツ	제트
ジェッツ	제트기
釈明	해명
ナイロン	나일론
アミール	아미르
アミール	에미르
喘息	천식
概略	요약
概略	윤곽
ブライトン	브라이튼
ブライトン	브라이턴
ヌードル	국수
嘔吐	구토
リアリズム	현실주의
カートゥーン	카툰
カートゥーン	만화
リージョン	지방
リージョン	지역
使い捨て	일회용
鍛冶屋	대장장이
軟骨	연골
クロムウェル	크롬웰
周作	슈사쿠
チューバ	튜바
柔軟性	유연성
ブライアント	브라이언트
わいせつ	외설
軽度	가벼운
アバディーン	애버딘
製造業者	제조사
製造業者	제조업자
製造業者	제조업체
フォーブス	포브스
演者	공연자
演者	연기자
宿屋	여관
訴追	기소
オフセット	오프셋
演奏者	공연자
