から	จาก
ヒデ	ซ่อน
触手	หนวด
ドク	หมอ
悲しい	เศร้า
悲しい	เศร้าๆ
ハガキ	โปสการ์ด
ハガキ	ไปรษณียบัตร
取り出し	ดีด
ダイス	ลูกเต๋า
ダイス	เต๋า
メル	เมล
ノミ	เห็บ
ファイナンス	ไฟแนนซ์
アニメイト	เคลื่อนไหว
偏見	อคติ
許す	อภัย
コンプリート	ครบ
コンプリート	สมบูรณ์
リンチ	ลินช์
リンチ	ลินซ์
ワシ	อินทรี
ワシ	อินทรีย์
テヘラン	เตหะราน
ブロンズ	สัมฤทธิ์
スキップ	ข้าม
ヤシ	ฝ่ามือ
ヤシ	ปาล์ม
絶叫	กรี๊ด
セネガル	เซเนกัล
ソーラー	สุ
ソーラー	สุริยะ
ピザ	พิซซ่า
サクセス	สำเร็จ
海老	กุ้ง
退屈	เบื่อ
中庭	ลาน
ウィルス	ไวรัส
噴水	น้ำพุ
ガレージ	อู่
ガレージ	โรงรถ
苦しむ	ทรมาน
ヘルプ	ช่วย
レンガ	อิฐ
ミヒャエル	ไมเคิล
ミヒャエル	ไมเคิ้ล
投影	ทิพย์
イデオロギー	อุดมการณ์
切り札	ทรัมพ์
切り札	ทรัม
切り札	ทรัมป์
鉛筆	ดินสอ
ヒート	ร้อน
乱暴	หยาบ
乱暴	ขรุขระ
乱暴	ลำบาก
後悔	เสียดาย
後悔	เสียใจ
ハエ	ฟลาย
ハエ	บิน
汚職	บ่อน
取り付ける	แนบ
服飾	ชุด
ロケーション	ตำแหน่งที่ตั้ง
ロケーション	ตำแหน่ง
牛肉	เนื้อ
散乱	ลวดลาย
マーカス	มาร์คัส
由緒	ประวัติศาสตร์
由緒	ประวัติการ
由緒	ประวัติ
好奇心	สงสัย
ニャー	เหมียว
ニャー	เมี๊ยว
ニャー	เมี้ยว
花粉	เกสร
生態学	นิเวศวิทยา
バスト	หน้าอก
フェーズ	เฟส
タフ	โหด
鮮やか	สดใส
親指	ยกนิ้ว
フォロー	ติดตาม
フォロー	ตาม
粉末	แป้ง
粉末	ผง
プレイボーイ	เพลย์บอย
台所	ทำครัว
台所	ครัว
公道	ทางหลวง
公道	ทางด่วน
公道	ไฮเวย์
峡谷	หุบเขา
書式	ฟอร์แมต
アレルギー	ภูมิแพ้
勇敢	กล้า
ワンダフル	วิเศษ
農産物	พืช
農産物	พืชพันธุ์
レプリカ	จำลอง
キラキラ	เพ้อ
注射	ฉีด
ファックス	โทรสาร
ブレンド	ผสม
ブレンド	กลมกลืน
クレーム	บ่น
トウモロコシ	ข้าวโพด
景色	บรรยากาศ
景色	ทัศนียภาพ
景色	ทิวทัศน์
レイラ	ไลลา
埋める	เติม
埋める	ฝัง
埋める	กรอก
フィンガー	นิ้ว
スターズ	ดาว
スターズ	ดวงดาว
スターズ	ดารา
チャリティ	ทำบุญ
かつら	วิก
プロット	วางแผน
プロット	พล็อต
区切り	พัก
文官	พลเรือน
ゆっくり	ช้าๆ
ゆっくり	ค่อยๆ
タオル	ผ้าเช็ดตัว
プレジデント	ประธาน
プレジデント	ประธานาธิบดี
ディッシュ	จาน
ワンダー	สงสัย
クッキー	คุกกี้
瞑想	สมาธิ
ドーナツ	โดนัท
ナショナリズム	ชาตินิยม
パイン	ต้นสน
正方形	ตาราง
タンザニア	แทนซาเนีย
リザーブ	สำรอง
キャビン	กระท่อม
キャビン	โดยสาร
羽毛	บางเบา
羽毛	ขน
ノックアウト	น็อค
ウッズ	ป่า
フラグ	ธงชาติ
フラグ	ธง
サプライズ	เซอร์ไพรส์
アニマル	สัตว์
チャーチ	ศาสนจักร
チャーチ	โบสถ์
ロッシ	รอสซี่
マグネシウム	แมกนีเซียม
共和制	สาธารณรัฐ
仮装	ชุด
イノベーション	นวัตกรรม
窃盗	ขโมย
窃盗	โจรกรรม
濃縮	อุดม
喋る	พูด
いとこ	ญาติ
シャンプー	แชมพู
シャンプー	ชมพู
フレア	พลุ
バリア	กั้น
ダイアモンド	เพชร
ダイアモンド	ไดมอนด์
不快	อึดอัด
カイル	ไคล์
カイル	ไค
カイル	ไคล
ミック	มิค
ミック	มิก
散布	กระจาย
散布	โปรย
マリーナ	ท่าเรือ
スパイラル	เกลียว
アソシエーション	สมาคม
ギル	กิล
租税	ภาษี
コレクター	สะสม
プロパガンダ	โฆษณาชวนเชื่อ
イージー	ง่าย
イージー	ง่ายๆ
イージー	ง่ายดาย
風邪	เย็นๆ
風邪	เย็น
風邪	หนาว
シチュエーション	สถานการณ์
青銅	สัมฤทธิ์
スルターン	สุลต่าน
いくらか	บาง
いくらか	บ้าง
パラシュート	ชูชีพ
アレイ	อาร์เรย์
ツバメ	กลืน
腎臓	ไต
アスペクト	สัดส่วน
リアリティ	เรียลลิตี้
稼ぐ	ขวนขวาย
うつ病	หดหู่
ジェット機	เจ็ต
シック	เก๋ง
シック	เก๋
多分	บางที
接吻	จูบ
ジャーナリズム	วารสารศาสตร์
湿度	ชื้น
湿度	ความชื้น
ボリューム	ปริมาตร
サプライ	จัดหา
食肉	เนื้อ
ムーンライト	แสงจันทร์
ゴッホ	โก๊ะ
加速度	เร่ง
加速度	ความเร่ง
ペイジ	เพจ
執政官	กงสุล
エイズ	เอดส์
推論	อนุมาน
ニキ	นิกิ
ホームレス	จร
ホームレス	จรจัด
ハニー	ที่รัก
ゆっくりと	ช้าๆ
ゆっくりと	ค่อยๆ
ハンク	แฮงค์
ハンク	แฮง
焼肉	บาร์บีคิว
ウォリアーズ	นักรบ
アウェイ	ห่าง
おっぱい	หัวนม
おっぱい	หน้าอก
おっぱい	เต้า
おっぱい	นม
治癒	รักษา
カラフル	สีสัน
バリュー	ค่า
バリュー	มูลค่า
残高	สมดุล
セレモニー	พิธี
セレモニー	พิธีการ
フロート	ลอย
フロート	ลอยตัว
風習	ศุลกากร
カイト	ว่าว
ノーザン	เหนือ
友愛	สมาคม
内面	ภายใน
ブランク	ว่าง
ポリシー	นโยบาย
重度	สาหัส
重度	รุนแรง
ウォーキング	เดิน
作り方	สูตร
レボリューション	ปฏิวัติ
乳房	อก
娼婦	โสเภณี
トレンド	เด่น
野心	ทะเยอทะยาน
インスタント	ทันใจ
人柄	บุคลิกลักษณะ
人柄	บุคลิกภาพ
人柄	บุคลิก
ソーダ	โซดา
ヘレナ	เฮเลนา
四角	ตาราง
落札	ขาย
悟り	ตรัสรู้
軍師	ยุทธศาสตร์
フュージョン	ฟิวชั่น
さようなら	ลา
さようなら	อำลา
カウンセリング	ปรึกษา
偽名	นามแฝง
ウール	ฝอย
無実	บริสุทธิ์
配管	ประปา
ソケット	เบ้าตา
シーサイド	ชายทะเล
閉じる	ปิด
閉じる	ใกล้
閉じる	ยกเลิก
プリンター	เครื่องพิมพ์
アーマー	เกราะ
チャペル	โบสถ์
アブー	อาบู
過失	เลินเล่อ
オマージュ	คารวะ
球形	กลม
海辺	ชายทะเล
清国	ชิง
答弁	ตอบ
スロープ	ลาด
本能	สัญชาตญาณ
用例	ตัวอย่าง
プレビュー	ตัวอย่าง
ゼウス	ซุซุ
ゼウス	ซุส
ビューティフル	งดงาม
ビューティフル	สวยงาม
ビューティフル	สวยๆ
ビューティフル	สวย
ソリューション	โซลูชัน
同情	เห็นใจ
挙動	พฤติกรรม
谷間	หุบเขา
伝言	จดหมาย
伝言	ข้อความ
憎悪	เกลียด
シャドー	เงา
球面	กลม
まっすぐ	ตรง
弁論	โวหาร
購読	ติดตาม
購読	สมัคร
アクシデント	อุบัติเหตุ
クルマ	รถ
クルマ	รถยนต์
傾き	เอียง
傾き	ลาด
衣類	อาภรณ์
シリコン	ซิลิคอน
証書	โฉนด
お化け	ผี
ご飯	ข้าว
パーマ	ดัด
フィーチャー	คุณสมบัติ
フィーチャー	ฟีเจอร์
フィーチャー	คุณลักษณะ
クレイジー	เพี้ยน
クレイジー	บ้า
実演	สาธิต
占星術	โหราศาสตร์
シェイク	ส่าย
シェイク	เขย่า
障壁	กั้น
障壁	อุปสรรค
スムーズ	เรียบ
議事	กำหนดการ
議事	วาระ
標語	คำขวัญ
標語	คติพจน์
酪農	นม
漏洩	รั่ว
しっぽ	ก้อย
しっぽ	หาง
利子	ดอกเบี้ย
利子	สนใจ
チェイス	เชส
チェイス	เชด
レザー	หนัง
砂浜	หาด
砂浜	ชายหาด
団子	เกี๊ยว
分隊	ทีม
分隊	หน่วย
分隊	หมู่
異説	นอกรีต
探究	สอบถาม
石鹸	สบู่
金魚	ปลาทอง
アロマ	หอม
トランク	หีบ
トランク	ลำต้น
ストール	ติดขัด
被覆	ปก
被覆	ปกปิด
マントル	อาภรณ์
オートマチック	อัตโนมัติ
メールアドレス	อีเมล์
メールアドレス	อีเมล
寒い	เย็นๆ
寒い	เย็น
寒い	หนาว
地誌	ภูมิประเทศ
ラッピング	ห่อ
混沌	โกลาหล
混沌	วุ่นวาย
柔らかい	อ่อน
柔らかい	นุ่ม
柔らかい	นิ่ม
フィジー	ฟิจิ
オマーン	โอมาน
景品	แจก
ファウル	ฟาวล์
キーン	คีน
金持ち	ร่ำรวย
金持ち	ริช
金持ち	รวย
金持ち	คนรวย
記法	กรณ์
ネイサン	ธาน
ネイサン	เนธาน
石灰岩	หินปูน
ローブ	อาภรณ์
プルトニウム	พลูโทเนียม
冥王星	พลูโต
両足	ฟุต
両足	เท้า
両足	ฟิต
手書き	ลายมือ
生殖	สืบพันธุ์
クラゲ	แมงกะพรุน
アゲイン	อีก
ガルフ	อ่าว
グレース	พระคุณ
チャーム	เสน่ห์
耐える	ยืนยง
ファクター	ตัวประกอบ
ファクター	ปัจจัย
ガールフレンド	แฟน
ネガティブ	ติดลบ
ネガティブ	ลบ
着る	ใส่
着る	สวม
ピアース	เพียซ
スプーン	ช้อน
トンガ	ตองกา
塗料	ทาสี
トピック	หัวข้อ
注記	บันทึก
注記	หมายเหตุ
注記	โน้ต
寄宿舎	หอพัก
宝くじ	ลอตเตอรี่
スラング	สแลง
