ve	y
kazanın	gane
kazanın	triunfo
kazanın	ganar
kazanın	gana
başarısızlık	fallo
başarısızlık	falla
başarısızlık	fracaso
ekspres	expresar
ekspres	expresa
ekspres	expresas
ekspres	expreso
ekspres	exprés
kapanır	cierra
salatalık	pepino
salatalık	pepinos
navigasyon	navegación
mağaralar	cuevas
mağaralar	cavernas
savcılık	enjuiciamiento
savcılık	fiscalía
savcılık	acusación
dönüştürme	transformando
dönüştürme	conversión
dönüştürme	reconversión
hizmetçi	sirviente
hizmetçi	doncella
hizmetçi	criada
hizmetçi	mucama
hizmetçi	criado
hizmetçi	siervo
hizmetçi	sirvienta
hizmetçi	doncellas
hizmetçi	criadas
hizmetçi	sirvientas
vaka	caso
vaka	estuche
kanıtladı	probado
kanıtladı	demostrada
kanıtladı	demostrado
prestij	prestigio
etiketli	etiquetado
etiketli	etiquetados
etiketli	etiquetada
suçladı	acusada
suçladı	acusados
suçladı	culpó
suçladı	culpado
suçladı	acusado
nezaket	amabilidad
nezaket	cortesía
nezaket	bondad
nezaket	gentileza
sütlü	lechoso
sütlü	leche
etek	faldas
etek	falda
liberalizm	liberalismo
iyileşme	valorización
iyileşme	sanación
iyileşme	recuperación
iyileşme	curación
çiftleşme	copulación
çiftleşme	apareamiento
çiftleşme	coito
metresi	señora
metresi	ama
pedagoji	pedagógico
pedagoji	pedagógicos
pedagoji	pedagógica
pedagoji	pedagógicas
sembolleri	símbolos
boynu	cuello
yokluğu	ausencia
polimeraz	polimerasa
pilotlar	pilotos
gösterici	manifestante
gösterici	demostrador
gösterici	visor
gösterici	espectador
bil	sepa
bil	saber
bil	conozca
bil	sé
haritaları	mapas
haritaları	mapa
yumurtalık	ovario
yumurtalık	ovarios
yumurtalık	ovárica
paraşüt	paracaídas
vur	golpeó
vur	golpear
vur	disparar
vur	dispara
vur	disparen
toplayıcı	recolector
çıkarlarını	intereses
sadakat	lealtad
sadakat	fidelidad
yard	yardas
yard	patios
keklik	urogallo
keklik	perdices
keklik	perdiz
beyazlar	blancos
gürcüler	georgianos
arıza	avería
yolcular	nómadas
yolcular	viajeros
yolcular	pasajeros
mantarlar	corchos
mantarlar	champiñones
mantarlar	hongo
mantarlar	setas
mantarlar	hongos
rüyalar	sueños
tamamlanmamış	inacabado
tamamlanmamış	incompleta
tamamlanmamış	incompleto
tamamlanmamış	incompletos
tamamlanmamış	incompletas
roketi	cohete
kollar	mangas
kollar	armas
kollar	brazo
kollar	brazos
binek	montajes
binek	soportes
binek	monturas
sac	peinado
sac	pelo
sac	cabellos
sac	cabello
bienali	bienales
bienali	bienal
yarık	grieta
yarık	fisura
yarık	hendido
elçiler	enviados
elçiler	embajadores
elçiler	mensajeros
elçiler	emisarios
koordine	coordinada
koordine	coordinados
koordine	coordinado
koordine	coordinadas
koordine	coordina
koordine	coordinando
koordine	coordinación
koordine	coordenadas
koordine	coordinar
macarlar	húngaros
saklama	almacén
saklama	almacenamiento
saklama	almacenaje
dönüşümleri	transformaciones
dönüşümleri	conversiones
ipucu	sugerencia
ipucu	consejo
ipucu	pista
ipucu	indirecta
ipucu	punta
ipucu	consejos
ipucu	sugerencias
ipucu	propina
ipucu	propinas
ipucu	puntas
toplanma	reuniendo
toplanma	reunión
toplanma	asamblea
toplanma	montaje
toplanma	ensamblaje
toplanma	recolección
tükendi	empobrecido
tükendi	agotados
bilimadamı	cientifico
bilimadamı	científico
bilimadamı	científica
federasyonları	federaciones
panter	pantera
kasırga	ciclón
kasırga	tornados
kasırga	huracán
kasırga	huracanes
kasırga	torbellino
cazibe	atractivo
cazibe	encanto
cazibe	atracción
aet	cee
susam	sésamo
burç	horóscopo
parlayan	resplandor
parlayan	brillante
parlayan	brillando
parlayan	resplandeciente
mutasyon	mutaciones
mutasyon	mutar
mutasyon	mutación
emperyalist	imperialistas
emperyalist	imperialismo
emperyalist	imperialista
müzakereler	negociaciones
yatırımları	inversiones
okçu	arquero
gecikme	latencia
gecikme	tardanza
gecikme	demora
gecikme	gal
gecikme	retraso
gecikme	retardo
yüzleri	caras
yüzleri	rostros
işaretli	marcados
işaretli	marcado
işaretli	marcada
işaretli	marcadas
ezici	triturador
ezici	aplastando
ezici	trituración
ezici	trituradora
ezici	abrumador
ezici	aplastante
ezici	abrumadora
ezici	aplastamiento
koz	triunfo
koz	palanca
koz	apalancamiento
özlü	conciso
özlü	concisa
terapi	terapia
şamanizm	chamanismo
genom	genómica
genom	genoma
gergin	tensas
gergin	tensos
gergin	tensa
gergin	tenso
gergin	nervioso
gergin	nerviosa
gergin	nerviosos
söylenmiş	hablada
söylenmiş	hablado
ağlama	llorando
ağlama	llorar
ağlama	llanto
ağlama	grito
ağlama	llantos
ağlama	llora
eğitimleri	entrenamientos
insülin	insulina
saldırmak	atacando
saldırmak	atacar
ölçümleri	medición
ölçümleri	medidas
ölçümleri	métricas
ölçümleri	mediciones
bütünlük	integridad
organizmalar	organismos
organizmalar	organismo
adresleri	domicilios
adresleri	direccion
adresleri	direcciones
aktarım	traspaso
aktarım	traslado
aktarım	transacciones
aktarım	transacción
aktarım	transferencia
aktarım	traslados
kiralama	alquilar
kiralama	alquiler
kiralama	arrendamiento
kiralama	alquileres
kiralama	renta
fabrikada	fabrica
fabrikada	fábricas
fabrikada	fábrica
fabrikada	factoría
botanikçi	botánico
botanikçi	botánica
solucan	lombriz
solucan	gusano
solucan	gusanos
tabak	platillo
tabak	placas
tabak	planchas
tabak	platos
tabak	placa
tabak	plato
tabak	chapas
kadırga	galera
tasarımlar	diseños
intikamı	venganza
intikamı	revancha
bekçi	vigilante
bekçi	guardia
bekçi	cuidador
bekçi	guarda
işitsel	auditivos
işitsel	auditivas
işitsel	auditiva
işitsel	auditivo
lityum	litio
depremler	terremotos
depremler	temblores
acilen	urgentemente
yelkenli	velero
yelkenli	navegar
yelkenli	veleros
yelkenli	navegando
yelkenli	navegación
yelkenli	vela
egzersiz	aptitud
egzersiz	ejercicio
egzersiz	ejercicios
egzersiz	entrenamiento
egzersiz	gimnasio
hayırsever	benevolente
hayırsever	benévolo
hayırsever	filántropo
leke	mancha
doğruladı	confirmada
doğruladı	confirmados
doğruladı	confirmado
doğruladı	confirmadas
şansölye	canciller
topla	recopila
topla	reunir
topla	colecciona
topla	recoger
pisagor	pitágoras
heyecanlı	emocionados
heyecanlı	emocionado
heyecanlı	excitante
heyecanlı	entusiasmado
heyecanlı	apasionante
heyecanlı	emocionada
heyecanlı	emocionante
heyecanlı	entusiasmada
kafe	cafetería
kafe	cafés
kafe	café
kafe	cafeterías
emme	chupar
emme	aspiración
emme	succión
emme	absorción
trol	trolls
trol	trol
kehanet	profecía
kehanet	adivinación
ilhanlılar	ilkanato
parmağı	dedo
karga	cuervo
karga	cuervos
indirilebilir	descargable
pusuya	emboscada
ödemek	pagando
ödemek	pagar
koalisyonu	coalición
kasten	deliberadamente
kasten	intencionadamente
kasten	intencionalmente
organlar	órganos
nükleik	nucleicos
seçmeli	electiva
davalar	demandas
davalar	estuches
davalar	pleitos
davalar	juicios
davalar	casos
ceket	pelaje
ceket	chaqueta
ceket	saco
ceket	abrigo
ceket	chaquetas
romantizm	romanticismo
romantizm	romances
vurucu	bateador
istekli	impaciente
istekli	ansiosos
istekli	dispuesta
istekli	dispuesto
istekli	dispuestos
istekli	ansiosa
istekli	ansioso
bul	encuentra
bul	encuentre
bul	encontrar
bul	hallazgo
inorganik	inorgánico
inorganik	inorgánicos
delege	delegada
delege	delegados
delege	delegar
delege	delegado
lombardiya	lombardía
polimer	polímero
polimer	poliméricos
polimer	polímeros
herşeyi	todo
vandallar	gamberros
vandallar	vándalos
tatiller	fiestas
tatiller	feriados
tatiller	vacaciones
tatiller	festivos
kaleler	fuertes
kaleler	castillos
kaleler	fortalezas
kaleler	fundamentos
kovalent	covalente
tahminleri	estimaciones
tahminleri	pronósticos
tahminleri	previsiones
tahminleri	estimados
aracılık	mediación
aracılık	intermediario
getiriyor	trayendo
haftalar	semanas
fabrikalar	fábricas
ayrılmasına	secesión
mahkemeler	cortes
mahkemeler	tribunales
mahkemeler	juzgados
misafirler	huéspedes
misafirler	invitados
terörizm	terrorismo
konsolosluk	consulado
konsolosluk	consulados
ipuçları	indirectas
ipuçları	consejos
ipuçları	sugerencias
ipuçları	pistas
ipuçları	propinas
ipuçları	puntas
kumandan	comandante
kumandan	comendador
uyumluluk	compatibilidad
reaktör	reactores
koşarak	correr
koşarak	corriendo
koşarak	ejecutando
girilen	entrado
girilen	introducido
girilen	ingresado
girilen	entró
sağır	sorda
sağır	sordo
sağır	sordos
görünmeyen	invisibles
konuşmacı	altavoces
konuşmacı	orador
konuşmacı	parlante
konuşmacı	oradora
konuşmacı	hablador
konuşmacı	altavoz
frigya	frigia
ez	aplastar
donanımlı	equipado
donanımlı	equipada
donanımlı	equipados
kazık	estaca
kazık	estacas
serçe	gorrión
serçe	meñique
kasabalar	ciudades
kasabalar	pueblos
önler	impide
önler	previene
fenike	fenicio
dağlara	montaña
dağlara	montes
dağlara	montañas
samuray	samurái
kavşak	cruce
kavşak	intersección
mango	mangos
eksiklikleri	deficiencias
eksiklikleri	carencias
iyonize	ionizado
iyonize	ionizante
iyonize	ionizantes
kablolu	cables
kablolu	telegrama
anatomik	anatómicas
kadroları	escuadrones
misk	almizcle
uyandırdı	despertó
uyandırdı	desperté
soyunun	desnudarse
antisemitizm	antisemitismo
açacak	abridor
lokanta	restaurante
lokanta	restaurantes
süsleme	decoración
süsleme	decoraciones
süsleme	condecoraciones
süsleme	adornos
süsleme	decorar
genişletmek	expandirse
genişletmek	expandir
genişletmek	ampliar
genişletmek	expansión
bahis	apostando
bahis	apuesto
bahis	apuestas
bahis	apuesta
bahis	apostar
mücevher	joyas
mücevher	gema
mücevher	joyería
mücevher	joya
mücevher	bisutería
tatarlar	tártaros
kopernik	copérnico
uçucu	volátiles
uçucu	volátil
uçucu	inestable
virgül	comas
virgül	coma
acayip	raro
acayip	bizarro
acayip	extraño
boşluklar	brechas
boşluklar	vacíos
boşluklar	espacios
boşluklar	lagunas
boşluklar	espacio
banliyö	suburbana
banliyö	suburbio
banliyö	suburbios
banliyö	periferia
havai	hawaiana
havai	hawai
havai	hawaiano
havai	hawái
haham	rabino
dolmuş	lleno
dolmuş	llenado
filozoflar	filósofos
reformları	reformas
yayan	emitiendo
camiler	mezquitas
atılım	avance
işyeri	mercader
işyeri	comerciante
işyeri	mercante
tekerlek	llanta
tekerlek	neumático
tekerlek	rueda
tekerlek	ruedas
kartezyen	cartesiano
adalı	isleños
mezuniyet	graduación
tırmanma	escalando
tırmanma	subiendo
tırmanma	escalada
tırmanma	escalar
tahiti	tahitiano
boemondo	bohemundo
atmaca	halcón
savaşçılar	boxeadores
savaşçılar	luchadores
savaşçılar	combatientes
savaşçılar	guerreros
fazilet	virtud
yaka	cuello
yaka	escote
yasaklanmış	prohibido
yasaklanmış	prohibida
yasaklanmış	prohibidos
yasaklanmış	prohibidas
cinayetleri	asesinatos
cinayetleri	homicidios
hazırlıklar	preparaciones
hazırlıklar	preparados
hazırlıklar	preparativos
mağaraları	cavernas
bulaşıcı	infecciosa
bulaşıcı	infecciosas
bulaşıcı	contagio
bulaşıcı	contagiosa
bulaşıcı	transmisibles
bulaşıcı	contagioso
grip	gripe
egzoz	agotar
egzoz	escape
izci	explorador
telafi	compense
telafi	compensa
telafi	compensar
azize	santo
azize	santa
azize	san
yerleştirdi	plantado
yerleştirdi	plantadas
yerleştirdi	colocada
yerleştirdi	colocados
yerleştirdi	plantados
yerleştirdi	colocado
yerleştirdi	plantada
dirençli	resistente
dirençli	resistentes
knot	nudos
yetim	orfandad
yetim	huérfanos
yetim	huérfano
yetim	huérfana
kızılderililer	indios
sinüs	seno
sinüs	sinusal
kadastro	catastral
kadastro	catastro
porselen	porcelana
öğretmenleri	profesorado
öğretmenleri	docentes
öğretmenleri	maestras
öğretmenleri	maestros
öğretmenleri	profesores
seminer	seminarios
seminer	seminario
konumları	ubicaciones
konumları	localidades
konumları	lugares
konumları	localizaciones
cezalar	sentencias
cezalar	castigos
cezalar	sanciones
cezalar	frases
cezalar	oraciones
cezalar	penas
cezalar	penalizaciones
sazan	carpas
sazan	carpa
tutuklanan	arrestada
tutuklanan	arrestado
tutuklanan	arrestados
tutuklanan	detenidos
tutuklanan	detenido
tutuklanan	detenida
birdenbire	súbitamente
birdenbire	repentinamente
taşıyarak	portando
taşıyarak	llevando
türbin	turbina
türbin	turbinas
faresi	crocidura
faresi	arpía
halterci	halterófilo
zil	timbre
zil	campana
düşün	piensa
düşün	piensen
düşün	pensar
düşün	piense
kavurma	asar
kavurma	tostado
ifşa	exponga
ifşa	expuestos
ifşa	revelación
ifşa	divulgación
ifşa	expuesta
ifşa	expongan
ifşa	exponer
ifşa	expuesto
satıcı	vendedora
satıcı	proveedor
satıcı	comerciante
satıcı	concesionario
satıcı	vendedor
satıcı	distribuidor
feribot	transbordadores
feribot	transbordador
egzotik	exótico
egzotik	exóticas
egzotik	exóticos
egzotik	exótica
haksızlık	injusto
haksızlık	injusticia
haksızlık	injusta
haksızlık	desleal
haksızlık	injustos
haksızlık	injusticias
erişilebilir	accesibles
erişilebilir	accesible
talihsiz	desafortunada
talihsiz	desafortunado
talihsiz	desgraciada
talihsiz	lamentable
kemerleri	cinturones
kemerleri	cinturón
kemerleri	arcos
kemerleri	correas
etkileşimli	interactivas
etkileşimli	interactiva
etkileşimli	interactivo
etkileşimli	interactivos
fıstık	bombón
fıstık	cacahuete
fıstık	pistacho
fıstık	maní
fıstık	cacahuetes
kurnaz	astutos
kurnaz	astucia
kurnaz	astuto
kurnaz	astuta
çekilirken	obteniendo
dondurma	helados
dondurma	helado
gülüm	rosa
sirk	circo
sperm	esperma
normanlar	normandos
çarpıştı	chocó
çarpıştı	chocaron
sorgulama	interrogatorios
sorgulama	interrogatorio
sorgulama	consultar
sorgulama	consulta
sorgulama	interrogación
sorgulama	cuestionamiento
sorgulama	investigación
sorgulama	inquisición
sarma	porro
sarma	articulación
sarma	conjunta
sarma	articulaciones
ağlayan	llorando
ağlayan	llantos
ağlayan	llorar
ağlayan	llanto
bayrakları	pabellones
bayrakları	banderas
düello	duelos
düello	duelo
onemli	importantes
onemli	importante
gözyaşı	desgarro
gözyaşı	lágrima
gözyaşı	lagrimas
gözyaşı	llanto
gözyaşı	lágrimas
mikroskobik	microscópico
mikroskobik	microscópicamente
alışılmadık	inusual
alışılmadık	insólito
alışılmadık	inusuales
çorap	medias
çorap	calcetines
çorap	calcetín
kopyasını	transcrito
maratonu	maratón
aforoz	excomunión
aforoz	excomulgado
metil	metilo
metil	metil
kasa	seguro
kasa	segura
kasa	bóveda
eylemsizlik	inercia
oteller	hoteles
krem	cremas
krem	crema
krem	nata
boynuzlu	cornudo
boynuzlu	bocinas
boynuzlu	trompas
boynuzlu	cuernos
bahçeler	jardín
bahçeler	huertos
bahçeler	jardines
psişik	psíquica
psişik	psíquicos
psişik	médium
psişik	vidente
psişik	psíquico
ahır	establo
ahır	granero
ahır	establos
bos	vacía
bos	vacíos
bos	vacío
bos	vacías
bos	vacio
bos	vaciar
güller	rosas
arıtma	descontaminación
antony	antonio
tohumları	semilla
tohumları	semillas
kahvaltı	desayunar
kahvaltı	desayunos
kahvaltı	desayuno
dünyevi	terrenales
dünyevi	terrenal
dünyevi	mundano
gözetim	supervisión
gözetim	vigilancia
kabin	cabina
kabin	camarote
kabin	cabaña
kabin	armario
kabin	stand
kabin	gabinete
dert	molestias
dert	problemas
fotoğrafını	fotografiado
oyulmuş	tallados
oyulmuş	tallado
oyulmuş	tallada
masrafları	gastos
reaktif	reactiva
reaktif	reactivo
reaktif	reactivos
yaygınlık	prevalencia
yaygınlık	predominio
çıkartır	extrae
çıkartır	extractos
aşina	familiarizados
aşina	familiarizado
parçalanmış	rallado
parçalanmış	fragmentado
parçalanmış	fragmentada
savaşçıları	boxeadores
savaşçıları	luchadores
savaşçıları	combatientes
semantik	semántica
ölçülebilir	mensurables
çekişme	conflicto
çekişme	conflictos
düğme	botones
düğme	botón
düğme	boton
destekçileri	hinchas
destekçileri	impulsores
destekçileri	simpatizantes
destekçileri	partidarios
destekçileri	seguidores
hayranlık	admiración
şelale	cataratas
şelale	catarata
şelale	cascada
şelale	cascadas
çapkın	mujeriego
nedensellik	causalidad
serap	espejismos
serap	espejismo
uygar	civilizada
uygar	civilizados
uygar	civilizado
riskli	arriesgado
riskli	arriesgada
riskli	riesgoso
yaşamsal	vitales
üzücü	tristes
üzücü	molesto
üzücü	triste
zümrüt	esmeralda
zümrüt	esmeraldas
kapakları	cubiertas
kapakları	abarca
kapakları	portadas
kapakları	fundas
dağcılık	montañismo
yağlar	lubricantes
yağlar	aceites
yeterlilik	competencias
yeterlilik	competencia
yeterlilik	suficiencia
taahhüt	contratante
taahhüt	contratantes
taahhüt	compromiso
yorumcusu	comentarista
vurgular	enfatiza
beşik	cuna
beşik	cunas
ekranı	pantalla
sıkıştırılmış	comprimido
sıkıştırılmış	compactada
sıkıştırılmış	comprimidos
döşeme	tapicería
döşeme	pavimento
döşeme	suelos
güçlük	dificultad
güçlük	dificultades
rehine	rehenes
rehine	rehén
pervane	hélices
pervane	propulsor
pervane	hélice
yenilmez	inmejorable
yenilmez	invencible
yenilmez	invencibles
yenilmez	invicto
yenilmez	insuperable
destekleyici	apoyando
destekleyici	apoyar
koşul	términos
koşul	terminos
koşul	condición
koşul	condicion
koşul	estado
koşul	condiciones
sokakları	calles
değerlendirmeler	evaluaciones
değerlendirmeler	opiniones
değerlendirmeler	reseña
değerlendirmeler	reseñas
değerlendirmeler	críticas
seyirciler	espectadores
seyirciler	espectador
konsantre	concentrada
konsantre	concentrado
konsantre	concentradas
konsantre	concentrar
konsantre	concentrados
konsantre	concentrarse
konsantre	concentración
ganimet	trofeo
ganimet	botines
ganimet	despojos
ganimet	botín
ganimet	saqueo
doğrulanmış	comprobado
doğrulanmış	comprobada
doğrulanmış	verificada
doğrulanmış	verificado
doğrulanmış	verificadas
dördüncüsü	cuarto
dördüncüsü	cuarta
gala	estrenos
gala	estreno
metalurji	metalurgia
metalurji	metalúrgica
metalurji	metalúrgico
çerkesya	cherkesia
boyama	tinte
boyama	teñido
boyama	colorear
boyama	coloración
boyama	pintura
boyama	coloreado
boyama	tintes
boyama	tintura
boyama	cuadro
boyama	pintar
boyama	pintando
boyama	pinta
boyama	colorante
başlatır	iniciados
başlatır	inicia
elastik	elástica
elastik	elástico
rahipler	monjes
rahipler	sacerdotes
rahipler	clero
rahipler	curas
rahipler	monje
rahipler	clérigos
silahsız	desarmado
silahsız	desarmados
mesajlaşma	mensajería
mesajlaşma	mensajes
hakimler	magistratura
hakimler	magistrados
hakimler	jueces
teoride	teóricamente
dinleyici	oyentes
dinleyici	oyente
selin	inundación
selin	inundar
selin	diluvio
selin	inundaciones
makarna	pastas
makarna	espagueti
makarna	macarrones
makarna	espaguetis
hüzün	tristezas
hüzün	melancolía
hüzün	triste
hüzün	pena
hüzün	melancólico
hüzün	tristes
hüzün	tristeza
gelincik	comadreja
çorak	estériles
çorak	árido
çorak	áridas
çorak	estéril
cilalı	pulido
