और	ve
नहरों	kanallar
नहरों	kanal
नहरों	kanalı
पिस्तौल	tabanca
विभेदन	çözünürlük
विभेदन	çözüm
गुफाएं	mağaralar
गुफाएं	mağara
सूक्ष्मजैविकी	mikrobiyoloji
उज़्बेकिस्तान	özbekistan
सीरियल	cezayir
सीरियल	seri
सीरियल	nijerya
रिवर्स	tersine
रिवर्स	ters
कार्यपालिका	yönetici
कार्यपालिका	yürütme
कास्ट	atın
कास्ट	döküm
कास्ट	alçı
ठहरने	yaşanabilir
झटका	şok
झटका	pislik
झटका	sok
कैदी	tutuklu
कैदी	esirler
कैदी	mahkumlar
कैदी	mahkum
कैदी	esir
कैदी	mahkûm
कैदी	tutsak
विंडो	pencere
विंडो	pencereyi
खोने	kaybetmek
खोने	kaybediyor
कैश	önbellek
इराकी	iraklılar
इराकी	iraklı
इराकी	irak
अराजकता	karmaşa
अराजकता	kaos
अराजकता	kargaşa
अराजकता	anarşi
आजीविका	kariyeri
आजीविका	geçim
आजीविका	kariyer
फायदे	yararları
फायदे	profesyoneller
फायदे	fayda
फायदे	faydaları
फायदे	avantajları
गूढ़	ezoterik
गिरवी	rehin
गिरवी	piyon
नवीकरण	yenileme
नवीकरण	tadilat
मल्टीमीडिया	multimedya
ग्लेशियर	buzul
ग्लेशियर	buzullar
निरोध	prezervatif
निरोध	kondom
प्रतिबंधों	yaptırımlar
उपासक	tapanlar
मैराथन	maraton
मैराथन	maratonu
पोटेशियम	potasyum
थर्मल	termal
झाड़ी	çalı
डेविल	şeytan
कक्षीय	yörünge
अधूरा	eksik
अधूरा	tamamlanmamış
स्क्रीनिंग	gösterim
सर्वसम्मति	uzlaşma
टर्बाइन	türbin
उत्साही	coşkulu
उत्साही	hevesli
कार्यशील	koşarak
कार्यशील	koşuyor
कार्यशील	koşu
कार्यशील	koşmak
कार्यशील	koşarken
कार्यशील	koşan
सराहनीय	takdire
किंवदंती	efsane
साइप्रस	kıbrıs
स्वायत्तता	özerklik
गाढ़ा	cüretkar
गाढ़ा	cesur
एंथोनी	antony
बाग़	bahçeler
कुण्डली	burç
बीयर	bira
ड्राइविंग	sürüş
जीनों	gen
जीनों	genler
बोनस	prim
बोनस	bonus
बोनस	ikramiye
जलाकर	yaktı
थाना	hapis
थाना	cezaevi
थाना	hapishane
झूठे	yalancı
झूठे	yalancılar
अस्थियों	kemik
अस्थियों	kemikler
अस्थियों	kemikleri
पिक्सेल	pikseli
पिक्सेल	piksel
हीट	isı
हीट	sıcaklık
वायसराय	vali
क्राय	krayı
सुनहरा	altin
सुनहरा	altınlar
सुनहरा	altın
अंपायर	hakem
अंपायर	hakemler
नमाज़	namaz
नमाज़	dua
नमाज़	dualar
बैंडविड्थ	bantgenişliği
कर्कट	yengeç
कर्कट	kanser
शौचालय	tuvalet
पर्सनल	kişisel
पर्सनल	şahsi
पहिया	teker
पहिया	çark
पहिया	lastik
पहिया	tekerlek
लोकल	yerel
लोकल	yöresel
लोकल	yerli
लोकल	lokal
पुनरुद्धार	yenileme
पुनरुद्धार	restorasyon
पुनरुद्धार	onarım
पुनरुद्धार	diriliş
मस्जिदों	cami
मस्जिदों	camii
मस्जिदों	camiler
विकासवादी	evrimsel
डेयरी	süt
प्रतिरूपण	klonlama
बाय	hoşçakal
बाय	hoşçakalın
छू	dokunma
छू	dokunuş
छू	dokunduğu
छू	dokun
पंक्तियाँ	hatlar
पंक्तियाँ	satır
पंक्तियाँ	çizgiler
पंक्तियाँ	hatları
पंक्तियाँ	sıra
वर्णनात्मक	açıklayıcı
मद	eşyalar
मद	ürünler
मद	ürün
मद	öğe
मिशनरी	misyoner
पिताजी	baba
पिताजी	babacığım
संधारित्र	kapasitör
सबवे	metro
सबवे	metroya
वू	kur
चोटियों	tepeler
चोटियों	doruk
पुनर्जन्म	reenkarnasyon
रनर	koşucu
रनर	kaçak
घेराबंदी	kuşatma
क्रोएशिया	hırvatistan
कल्याणकारी	nedenler
कल्याणकारी	nedenleri
सेटिंग	ayar
सेटिंग	ayarlama
सेटिंग	ayarları
सेटिंग	ayarlar
सेटिंग	ayarı
उस्मानी	osmanlı
आंखें	göz
आंखें	gözler
आंखें	gözleri
परिसंचरण	dolaşımı
परिसंचरण	dolaşım
ताश	kartlar
ताश	kart
ताश	kartları
सजावटी	dekoratif
प्रेषण	iletim
प्रेषण	sevk
शील	tevazu
लिथियम	lityum
पालक	ispanak
फैमिली	aile
फैमिली	ailesi
बॉक्सिंग	boks
हिरन	geyik
ज्योतिषी	astrolog
ज्योतिषी	falcı
मध्यस्थ	arabulucu
अभिभावक	aileler
अभिभावक	ebeveynler
अभिभावक	ebeveyn
अभिभावक	veli
नाराज	sinirli
नाराज	kızgın
फ्लैट	düz
फ्लैट	yassı
फ्लैट	daire
बौद्धों	budistler
टेन	on
शील्ड	kalkan
चीड़	çam
आइवी	sarmaşık
तोड़कर	kırılma
तोड़कर	kırma
चुंबक	mıknatıs
हेलो	selam
हेलो	merhaba
कविताएं	şiir
कविताएं	şiirler
कोका	kokain
रॉड	çubuk
रॉड	olta
निरस्त	iptal
बुद्धिमत्ता	hikmet
बुद्धिमत्ता	zeka
बुद्धिमत्ता	istihbarat
बुद्धिमत्ता	bilgelik
बुद्धिमत्ता	zekâ
एसिटिक	asetik
नर्स	hemşireler
नर्स	hemşire
उठती	yükseliyor
उठती	artıyor
उठती	yükselen
मुड़	bükülmüş
मुड़	çarpık
मुड़	sapkın
ब्रोमाइड	bromür
नार्वे	norveç
धैर्य	sabır
धैर्य	dayanıklılık
फट	patlamış
उत्पादकों	yapımcılar
महत्वाकांक्षी	iddialı
महत्वाकांक्षी	hırslı
मौतों	ölümlerin
मौतों	ölümler
मौतों	ölümleri
निराकरण	çözüm
बकाया	olağanüstü
कोल्ड	soğuk
कोल्ड	soguk
प्रकार्य	fonksiyon
प्रकार्य	işlevi
प्रकार्य	işlev
प्रकार्य	fonksiyonu
शरणार्थी	mülteciler
शरणार्थी	mülteci
गुंजाइश	kapsamı
देय	ödenecek
धीमे	yavaşça
धीमे	yavas
धीमे	yavaş
दानों	döküntü
दानों	kızarıklık
दानों	aceleci
अवांछित	istenmeyen
सममिति	simetri
अनमोल	kıymetli
अनमोल	degerli
अनमोल	değerli
हरियाली	yeşillik
कैस्पियन	hazar
मार्मिक	dokunaklı
कक्षों	odalar
व्यापकता	yaygınlık
रिमोट	kumanda
रिमोट	uzak
आत्माओं	ruh
आत्माओं	ruhları
आत्माओं	candır
आत्माओं	ruhlar
खुशबू	koku
खुशबू	kokusu
कस्बों	kasabalar
कस्बों	şehirler
स्तनपान	emzirme
इनाम	ödülü
इनाम	ödül
इनाम	ödülleri
इनाम	ödüller
जिन्दगी	yaşam
जिन्दगी	ömür
जिन्दगी	hayat
गरमी	isı
गरमी	sıcaklık
नोड	düğümü
नोड	düğümler
नोड	düğüm
असंगत	tutarsız
असंगत	uyumsuz
जीरा	kimyon
पूर्वाग्रह	önyargı
जैकेट	mont
जैकेट	ceket
आयतें	ayetler
आयतें	ayetleri
अफवाह	söylenti
अफवाह	dedikodular
अफवाह	dedikodu
अफवाह	söylentiler
उत्सुक	meraklı
उत्सुक	meraktan
उत्सुक	merak
उत्सुक	merakla
प्रिंटिंग	baskı
प्रिंटिंग	basım
टैबलेट	levhaları
टैबलेट	tablet
चैरिटी	sadaka
शिविरों	kampları
तुला	terazi
पांचवां	beşinci
प्रयोगकर्ता	kullanıcılar
प्रयोगकर्ता	kullanıcıları
प्रयोगकर्ता	kullanıcı
अनैतिक	ahlaksız
तस्करी	kaçakçılık
तस्करी	kaçakçılığı
कटु	acı
कटु	acıdır
कटु	dokunaklı
कटु	buruk
ब्रेकिंग	kırılma
ब्रेकिंग	kırma
ग्रेस	zarafet
चोटों	yaraları
चोटों	yaralılar
चोटों	yaralar
चोटों	yaralanmalar
चोटों	yaralanma
मैजिक	sihirli
मैजिक	sihir
मैजिक	büyülü
मैजिक	büyü
भुट्टो	butto
हर्बल	bitkisel
रॉकी	taşlı
रॉकी	kayalık
चुम्बक	mıknatıs
फास्फोरस	fosfor
एथलेटिक	atletik
नेविगेशन	seyir
नेविगेशन	navigasyon
नेविगेशन	gezinti
शिश्न	penisi
अधूरी	eksik
अधूरी	tamamlanmamış
फ़ौज	ordu
पागलपन	cinnet
पागलपन	çılgınlık
पागलपन	delilik
वर्गीय	bölgesel
रोमांच	heyecan
बर्बर	barbarca
बर्बर	barbar
सूख	kuru
दिग्गज	gazi
दिग्गज	devler
इजाजत	izni
इजाजत	izin
सगाई	nişanlı
सगाई	etkileşim
सगाई	etkileşimde
सगाई	nişan
अन्तराल	boşluk
अन्तराल	boşluklar
मोनोऑक्साइड	monoksit
मृदु	olgun
पैराशूट	paraşüt
पैराशूट	paraşütü
पैराशूट	paraşütle
अविवाहित	evlenmemiş
खरगोश	tavşan
खरगोश	tavşanlar
मेज़बान	konak
मेज़बान	sunucu
तकलीफ	rahatsızlık
तकलीफ	şanssızlık
तकलीफ	talihsizlik
मृतक	rahmetli
मृतक	ölmüş
मृतक	merhum
मृतक	vefat
कैट	kedi
वीरों	kahraman
वीरों	kahramanlar
लिफ्ट	kaldırma
लिफ्ट	yükseliş
लिफ्ट	kaldırın
लिफ्ट	asansör
लिफ्ट	kaldır
गाँठ	kist
सिंथेटिक	yapay
सिंथेटिक	sentetik
समझौतों	anlaşmalar
बैरल	namlu
बैरल	varil
बैरल	fıçı
खुजली	kaşıntı
अन्वेषक	araştırmacı
मूर्ख	aptalca
