ve	и
hazırlandı	подготовленные
hazırlandı	подготовлен
hazırlandı	подготовлена
hazırlandı	подготовлено
keşke	пожелание
keşke	желаем
keşke	желание
söyle	скажите
söyle	скажи
söyle	расскажите
söyle	скажем
söyle	сказать
söyle	рассказать
asır	столетие
asır	век
anarşist	анархисты
anarşist	анархист
kademeli	поэтапно
kademeli	поэтапное
kademeli	постепенного
kademeli	постепенный
kademeli	поэтапного
kademeli	постепенное
düzenler	макеты
reformu	реформы
reformu	реформирование
reformu	реформа
pusu	засад
pusu	засады
pusu	засада
ruhani	духовного
ruhani	духовное
ruhani	духовные
ruhani	духовный
yüzünü	лицом
yüzünü	лицо
yürüdü	гуляли
yürüdü	ходил
statü	статус
statü	состояние
gözlemler	замечания
gözlemler	наблюдения
mistik	мистический
mistik	мистик
pornografik	порнографических
milliyetçilik	национализм
tsk	хххх
evre	фаза
evre	стадия
evre	этапах
evre	фазы
evre	этапы
evre	этапе
evre	этап
katman	слои
katman	слой
katman	слоя
vitamini	витамин
vitamini	витамины
vitamini	витамина
sultanlığı	султанат
kelt	кельтские
oturdu	села
oturdu	сел
oturdu	сидел
oturdu	сб
atlar	лошадей
atlar	коней
atlar	кони
atlar	лошади
zehir	ядов
zehir	яд
kıymetli	драгоценные
kıymetli	прелесть
kıymetli	драгоценный
kıymetli	драгоценных
küfür	ругаться
küfür	богохульство
izlemek	смотрим
izlemek	наблюдаю
izlemek	смотрю
süslü	модные
çalar	играет
çalar	крадет
çalar	ворует
çalar	пьесы
ataları	предков
ataları	предки
tabanca	ствол
tabanca	револьвер
tabanca	пушка
tabanca	пистолет
tabanca	оружие
tabanca	пистолеты
uranyum	уран
fiili	глагол
barut	порох
barut	порошок
stüdyoları	студии
ziyaretçi	посетитель
ziyaretçi	посетителей
ziyaretçi	посетители
ziyaretçi	гости
çukur	яма
çukur	дырка
çukur	дыру
çukur	яму
çukur	дыра
içeriyor	содержит
içeriyor	сдержать
içeriyor	содержать
candan	сердечные
candan	искренние
candan	искреннюю
candan	сердечно
kusursuz	идеальная
kusursuz	идеальный
kusursuz	безупречно
kusursuz	идеально
ekonomist	экономист
aydınlanma	освещение
aydınlanma	просвещения
aydınlanma	освещения
aydınlanma	просвещение
çalışıyorum	работаем
çalışıyorum	рабочей
çalışıyorum	работа
çalışıyorum	рабочий
tiran	тиран
tiran	тиране
tiran	тирана
anlaşıldı	понял
anlaşıldı	поняли
başlatan	инициатором
ark	дуги
ark	арк
bağış	взнос
bağış	донор
bağış	вклад
bağış	донора
bağış	пожертвование
bağış	пожертвовать
bağış	пожертвования
fon	финансирование
fon	средства
fon	фонды
fon	фонд
baktım	выглядел
baktım	посмотрел
aranjör	аранжировщик
zar	мембрана
sponsor	спонсором
sponsor	спонсоров
sponsor	спонсоры
günaydın	утро
lihtenştayn	лихтенштейн
plaj	бич
plaj	пляже
plaj	пляж
yansıma	отражение
şaka	шутка
şaka	шутки
şaka	розыгрыш
şaka	шучу
casus	шпионов
casus	шпионы
casus	шпион
adamlar	мужики
adamlar	мужчины
adamlar	мужчин
kurtulan	выживший
kurtulan	выживших
kurtulan	выжившие
şaman	шаман
fantezi	фантазии
fantezi	фантазия
katmanı	слой
katmanı	слоя
karlı	снега
karlı	снег
karlı	снежок
karlı	выгодные
karlı	снежный
karlı	сноу
karlı	выгодно
beraat	оправдание
beraat	оправдан
beraat	оправданы
ağları	сети
ağları	сетях
ağları	сетей
tebrik	поздравить
tebrik	приветствие
dokusu	текстура
hidrolik	гидравлических
hidrolik	гидравлика
gövdesi	туловища
menteşe	петель
menteşe	петля
müzisyenler	музыкантов
müzisyenler	музыканты
müttefikler	союзников
müttefikler	союзники
kanatları	крылья
çinko	цинка
canım	дорогие
canım	дорогой
canım	дорогая
akrabaları	родственников
akrabaları	родственники
yasaktır	запрещенные
yasaktır	запрещено
yasaktır	запрещена
yasaktır	запрещается
yasaktır	запретный
avcılar	охотник
avcılar	хантер
avcılar	охотники
avcılar	хищников
avcılar	охотников
merdiven	лестницу
merdiven	лестница
merdiven	ступеньки
merdiven	лестнице
merdiven	лестницы
felaket	бедствия
felaket	бедствие
felaket	катастрофа
felaket	катастрофы
felaket	катастрофические
felaket	катастрофу
geceler	ночей
geceler	ночь
geceler	ночи
geceler	ночами
geceler	ночное
kuyu	скважины
kuyu	уэллс
tercüman	переводчик
yetkililer	чиновники
yetkililer	власти
aletler	приборы
aletler	инструменты
aletler	сервис
tarayıcı	браузер
tarayıcı	сканер
kafası	голова
kafası	голову
kafası	головка
konsept	понятие
konsept	концепция
doğuştan	родился
doğuştan	родилась
neptün	нептун
asa	сотрудники
asa	персонал
asa	палочку
asa	палочка
zambiya	замбия
zambiya	замбии
elf	эльфийский
elf	эльфы
prestijli	престижных
yönleri	аспекты
yanan	горит
yanan	сжигание
kullanıyor	используя
kullanıyor	диски
kullanıyor	использование
kullanıyor	сводит
kullanıyor	использует
pisti	подиум
pisti	полоса
eklem	совместная
eklem	совместное
