در	ドア
عزم	裁決
گاردن	庭園
فلمینگ	フレミング
گویندگی	アンカー
کاپیتول	キャピトル
سازمانها	団体
امپایر	帝政
امپایر	エンパイア
امپایر	帝国
آبله	天然痘
مستی	酔っぱらい
فرمانی	委任
آلفردو	アルフレード
النا	エレナ
وانت	トラック
ویدئوهای	動画
لبنیات	酪農
ونسا	ヴァネッサ
همگام	同期
رند	ランド
امیدی	ホープ
امیدی	希望
المپیا	オリンピア
جیکوب	ジャコブ
میجی	明治
دیافراگم	ダイアフラム
دیافراگم	ヘルニア
دیافراگم	横隔膜
آلرژی	アレルギー
استریپ	ストリップ
رعد	サンダー
فینکس	フェニックス
چارتر	憲章
چارتر	貸切
چارتر	チャーター
پندار	意見
پندار	想定
پندار	空想
پندار	就任
پندار	ファンシー
لعل	ガーネット
لعل	ラール
پهنا	ワイド
لنینگراد	レニングラード
آشیل	アキレス
آشیل	アキレウス
ویدیوی	ビデオ
ویدیوی	動画
آناستازیا	アナスタシア
اسپاگتی	スパゲティ
اسپاگتی	スパゲッティ
پائولا	ポーラ
ضعیفی	弱い
کوبایی	キューバ
رابی	ロビー
باکجه	百済
سروان	隊長
سروان	キャプテン
اسنودن	スノーデン
بیضه	睾丸
بیضه	精巣
جینا	ジェナ
کیمیا	錬金術
کروکی	オープンカー
نون	ブレッド
نون	パン
اپتیک	光学
کارفرما	事業主
دویدن	ランニング
دویدن	走る
مستطیلی	長方形
سرکار	役員
سرکار	巡査
کنتراست	コントラスト
رقابتهای	コンテスト
رقابتهای	コンペティション
رقابتهای	コンペ
رقابتهای	競争
رقابتهای	競技
هلموت	ヘルムート
جیغ	絶叫
جیغ	スクリーム
جیغ	叫び
جیغ	叫び声
پختن	料理
پختن	クッキング
پختن	焼く
پختن	焼成
پختن	調理
دلقک	道化師
تارزان	ターザン
بیکار	失業者
بیکار	アイドル
بیکار	無職
ریکی	リッキー
شاو	ショウ
شاو	ショー
مانیل	マニラ
گه	たわごと
لنفاوی	リンパ
باربر	理容師
باربر	床屋
وحشتناک	恐ろしい
پاکت	パック
پاکت	パケット
پاکت	封筒
حسابدار	会計士
باگ	バグ
باگ	不具合
جوانترین	最年少
برجک	タレット
حراج	セール
حراج	オークション
حراج	競売
حبوبات	シリアル
حبوبات	トウモロコシ
حبوبات	穀物
حبوبات	コーン
حبوبات	とうもろこし
سرشت	自然
سرشت	ネイチャー
شرکتها	会社
نمودارهای	ダイアグラム
دیباچه	プロローグ
غیب	未読
گونتر	ギュンター
کیریباتی	キリバス
چماق	クラブ
چماق	棍棒
چماق	コウモリ
چماق	バット
آدری	オードリー
مارا	マーラ
جرزی	ジャージー
سافک	サフォーク
آتاترک	アタテュルク
پالما	パルマ
تنریف	テネリフェ
کافکا	カフカ
فاعل	トップ
فاعل	件名
فاعل	上部
فاعل	主体
باج	脅迫
باج	恐喝
باج	身代金
نظارتی	監視
فسیل	化石
عکسبرداری	撮影
عکسبرداری	写真
کوکو	ココア
کوکو	ココ
کنجکاوی	好奇心
کنجکاوی	興味津々
پیرنه	ピレネー
میا	ミア
اختلاس	横領
فیلیپینی	フィリピン
ناجی	救世主
ولگرد	パンク
عطش	渇き
روبان	リボン
کبالت	コバルト
رادرفورد	ラザフォード
ساقط	中止
ساقط	中断
نانت	ナント
مید	ミード
لوزالمعده	膵臓
مغذی	栄養素
لوکی	ロキ
نورماندی	ノルマンディー
مکینتاش	マック
دیکنز	ディケンズ
ارتداد	異端
ارتداد	異説
ارتداد	背教
سخنران	講師
مینیاتور	ミニチュア
ناتالیا	ナタリア
کیمن	ケイマン
فرسوده	ラスティ
فیتزجرالد	フィッツジェラルド
چسبندگی	接着
پولو	ポロ
بیکن	ベーコン
جاسوسان	スパイ
الکترا	エレクトラ
طبخ	焼く
نعل	蹄鉄
دیکسون	ディクソン
مشورتی	勧告
قونیه	コンヤ
سیفلیس	梅毒
توکار	組み込み
تئو	テオ
تئو	セオ
کسل	キャッスル
آسانسور	エレベーター
نیاگارا	ナイアガラ
ناگویا	名古屋
غزلیات	ソネット
آجرهای	煉瓦
آجرهای	れんが
آجرهای	レンガ
تاو	けん引
تاو	タウ
شیرها	ライオンズ
شیرها	ライオン
تراکتور	トラクター
چلچله	飲み込む
چلچله	ツバメ
جاسازی	播種
ایا	あや
میلیونی	ミリオン
میلیونی	百万
قصاب	肉屋
قصاب	ブッチャー
کدو	かぼちゃ
کدو	パンプキン
کدو	カボチャ
کدو	スカッシュ
انتظارات	期待
رشوه	賄賂
رشوه	贈収賄
ایگلسیاس	イグレシアス
مجلل	豪華
مجلل	デラックス
مجلل	ゴージャス
دخمه	地下室
دخمه	クリプト
آلکسی	アレクセイ
هون	ヘイヴン
هون	フン
غاری	洞窟
اورنج	オレンジ
سرکوبی	抑圧
شیزوئوکا	静岡
اقرار	告白
اقرار	自白
اقرار	懺悔
خو	グー
سینی	トレイ
بغل	ハグ
کاردار	宦官
ادینبورگ	エディンバラ
ژوپیتر	ジュピター
ژوپیتر	木星
بولیوار	ボリバル
سرس	ケレス
شأن	尊厳
شأن	品格
شأن	威厳
دریم	ドリーム
اخباری	ニュース
خلاقانه	インスピレーション
خلاقانه	クリエイティブ
بهمنی	内訳
وخیم	緊張
وخیم	時制
توکل	トラスト
توکل	信頼
شستشو	洗浄
شستشو	ウォッシュ
شستشو	洗う
شستشو	洗濯
کاتلین	キャスリーン
مافیا	マフィア
مودنا	モデナ
مقعدی	アナル
مقعدی	ビーズ
متصدی	キュレーター
داروخانه	薬局
داروخانه	薬学
دلبستگی	固定
تصویرسازی	イラスト
نغمه	歌曲
نغمه	ソング
میم	まめ
میم	ミーム
چانه	あご
راداری	レーダー
شانون	シャノン
نزولی	降順
سیاهرگ	静脈
شامپاین	シャンパン
تصورات	イマジネーション
تصورات	想像力
تصورات	想像
دورۀ	ピリオド
دورۀ	期間
خیاط	仕立て屋
خیاط	縫製
خیاط	裁縫
پورتر	ポーター
دعوی	訴え
دعوی	訴訟
جلبک	昆布
جلبک	藻類
جلبک	コンブ
جلبک	海藻
جلبک	ワカメ
سیلک	シルク
پارگی	裂傷
ناقوس	ベル
گوادلوپ	グアドループ
بیانسه	ビヨンセ
اشنایدر	シュナイダー
انطاکیه	アンティオキア
نامتقارن	非対称
مارکز	マルケス
میکا	ミカ
میکا	美香
میکا	マイカ
میکا	雲母
والتون	ウォルトン
نیلز	ニールス
نیلز	ニルス
جهانگرد	ツーリスト
جهانگرد	観光
ساشا	サーシャ
ساشا	サシャ
مخاط	粘液
بیلبائو	ビルバオ
فولر	フラー
فولر	ファウラー
تعاملات	相互作用
بلر	ブレア
آسایشگاه	ホスピス
کریستن	キリスト教
کریستن	クリスチャン
کریستن	キリスト教徒
بازنده	敗者
رگرسیون	回帰
تولستوی	トルストイ
ریچاردز	リチャーズ
تیل	尾翼
تیل	コガモ
تیل	しっぽ
سوپرمن	スーパーマン
وبستر	ウェブスター
بویل	ボイル
بالی	バリ島
بالی	バリ
مارگریت	マルグリット
بویی	トッピング
دیسکو	ディスコ
هوستون	ヒューストン
وایکینگ	バイキング
دوو	デュオ
کوپن	クーポン
غمگین	悲しい
غمگین	悲しみ
وراثت	血統
نیمکت	ベンチ
گیبس	ギブズ
گیبس	ギブス
انحطاط	逆行
دیرتر	後で
عاشقان	恋人
لارو	幼生
پروانس	プロヴァンス
غرامت	身代金
جولین	ジュリアン
تصویرگر	イラストレーター
الو	こんにちは
الو	ハロー
تخمک	エッグ
سکان	ヘルム
معشوقه	愛人
چرمی	皮革
چرمی	レザー
آئورت	大動脈
شهرتش	評判
شهرتش	名声
پشیمان	後悔
والنتین	バレンタイン
چنگال	フォーク
جریکو	エリコ
نگاتیو	ネガ
نگاتیو	マイナス
نگاتیو	ネガティブ
دلیری	勇気
معافیت	免除
وسکس	ウェセックス
فارل	ファレル
جانستون	ジョンストン
عمه	叔母
عمه	おばさん
عمه	おば
صرب	セルビア
شکایات	クレーム
شکایات	苦情
پادتن	抗体
پسوریازیس	乾癬
عشاق	恋人
پونه	オレガノ
کادیلاک	キャディ
کادیلاک	キャデラック
مورسیا	ムルシア
آنتروپی	エントロピー
اسپارتا	スパルタ
نامتناهی	無限
نامتناهی	無限大
نامتناهی	インフィニット
بارنز	バーンズ
روژه	ロジェ
روژه	ロジャー
معلومات	情報
کرای	クレイ
بدمینتون	バドミントン
شاگردی	修業
مکتوم	マクトゥーム
کارگزار	サーバ
کارگزار	エージェント
کارگزار	ブローカー
کارگزار	代理人
کارگزار	サーバー
کارگزار	参事官
رزا	ローザ
مخابره	放送
مخابره	ブロードキャスト
مخابره	伝送
مخابره	配信
غایب	欠席
غایب	不在
واکنشهای	リアクション
معضل	ジレンマ
پیشنهادات	提案
پیشنهادات	おすすめ
کک	ノミ
ارگانیسم	生物
لورل	ローレル
ملانی	メラニー
مشق	行使
مشق	エクササイズ
مشق	運動
کلبه	船室
کلبه	小屋
کلبه	キャビン
کلبه	コテージ
شکایتی	クレーム
شکایتی	苦情
کاتانیا	カターニア
همدردی	同情
خرمن	収穫
اوراکل	オラクル
اوراکل	神託
غواص	ダイバー
کامپیوترها	コンピュータ
کامپیوترها	コンピューター
فجیره	フジャイラ
روستوف	ロストフ
مارتی	マーティ
ویسنته	ビセンテ
وسواس	執念
وسواس	こだわり
مانیتور	モニタ
مانیتور	モニター
آنیتا	アニタ
مزاج	気質
ریدر	リーダー
ریدر	読者
مداد	ペンシル
مداد	鉛筆
آس	エース
صابون	ソープ
صابون	石けん
صابون	石鹸
کلونی	クルーニー
هوشی	知能
تارا	タラ
مگا	メガ
باخا	バハ
چلنجر	チャレンジャー
سوازیلند	スワジランド
وندی	ウェンディ
ریچ	金持ち
ریچ	リッチ
ایبری	イベリア
ابوت	アボット
کفشک	ヒラメ
اغراق	誇張
فرخنده	吉祥
فرخنده	幸先
گیومری	ギュムリ
انگلی	寄生
موتورسیکلت	オートバイ
موتورسیکلت	バイク
کلاسهای	クラス
رقاص	踊り子
رقاص	ダンサー
پوچ	ヌル
وسکر	ウェスカー
مسیرها	パス
مسیرها	方向
مسیرها	ルート
مسیرها	路線
مسیرها	道順
کارلسروهه	カールスルーエ
بنزن	ベンゼン
زپلین	ツェッペリン
کلیدها	キー
نائومی	ナオミ
خرافات	迷信
فارگو	ファーゴ
تریومف	トライアンフ
سالاد	サラダ
زو	ゾーイ
زو	ゾエ
سلحشور	戦士
تلافی	支払う
سهامداران	株主
فیلمش	映画
فیلمش	ムービー
پارا	パラ
اسفنجی	スポンジ
الویس	エルビス
الویس	エルヴィス
برام	ブラム
دراکولا	ドラキュラ
میلواکی	ミルウォーキー
تقدم	リード
سکسی	セクシー
سامانتا	サマンサ
اونو	小野
والیس	ウォリス
والیس	ウォレス
اوریون	オリオン
اوریون	オライオン
قالبی	書式
قالبی	フォーマット
گرداننده	ドライバー
گرداننده	ドライバ
گرداننده	運転手
بایه	バジェ
بایه	ヴァッレ
اودسا	オデッサ
سوغات	土産物
سوغات	土産
میهمانان	ゲスト
کوروساوا	黒澤
کوروساوا	黒沢
الکسا	アレクサ
پروپان	プロパン
مگان	メーガン
پریشان	混乱
هاوکینگ	ホーキング
اسمارت	スマート
اسمارت	賢い
زنیت	ゼニット
ربی	ラビ
رودریگو	ロドリゴ
اختلاط	混ぜる
اختلاط	ミックス
اختلاط	ミキシング
قشنگ	素敵
قشنگ	美しい
قشنگ	ビューティフル
قشنگ	ニース
قشنگ	ナイス
مدرنیسم	モダニズム
آفتابگردان	ひまわり
ماهیانه	月間
ماهیانه	毎月
ماهیانه	月刊
مورینیو	モウリーニョ
سوپ	スープ
شنونده	リスナー
شنونده	聞き手
رضای	喜び
رضای	快楽
رضای	快感
جغرافی	地理
کژدم	スコーピオン
کژدم	サソリ
پیشکش	申し出
پیشکش	オファー
پیشکش	供物
پیشکش	クーポン
آهنگر	鍛冶屋
ماریان	マリアン
نوت	メモ
نوت	ノート
نوت	注記
نوت	備考
مینیاپولیس	ミネアポリス
دیوی	デービー
چاشنی	香辛料
چاشنی	味付け
چاشنی	調味料
چاشنی	スパイス
چت	チェット
جادوگران	魔女
روث	ルース
دلیر	ブレイブ
دلیر	勇敢
دلیر	勇者
پیزا	ピサ
همینگوی	ヘミングウェイ
گاردنر	ガーディナー
گاردنر	ガードナー
کوپولا	コッポラ
فلور	フロール
فلور	フルール
نصاب	インストーラ
نصاب	インストーラー
تاراگونا	タラゴナ
حنایی	シカ
آپارتاید	アパルトヘイト
مدلسازی	モデリング
هیکل	体格
باروت	パウダー
باروت	粉末
باروت	火薬
ارزروم	エルズルム
تثلیث	三位一体
توافقنامه	合意
توافقنامه	協定
