日本	japonya
肝臓	ciğer
ノック	tak
停戦	ateşkes
真ん中	ortası
真ん中	orta
ペイント	boya
ペイント	boyama
ピーチ	şeftali
滑らか	yumuşak
滑らか	sorunsuz
滑らか	pürüzsüz
完備	komple
完備	tamamlanmış
完備	tam
完備	tamamlandı
白血病	lösemi
アングル	açılar
アングル	açı
アングル	açısı
アングル	açıları
冷たい	soğuk
冷たい	soguk
ラウンジ	salon
ラウンジ	salonları
ディーラー	satıcısı
ディーラー	satıcı
ディーラー	dağıtıcı
デーモン	iblisler
除隊	tahliye
除隊	taburcu
除隊	boşaltma
除隊	terhis
ナイス	güzel
ナイス	guzel
ナイス	hoş
入札	teklif
シルエット	silüet
中性子	nötron
パノラマ	panoramik
クルト	kürt
反復	tekrarı
反復	yineleme
ネイティブ	yerli
修道士	keşiş
ヴィレッジ	köyü
ヴィレッジ	köy
ヴァンパイア	vampir
受け取り	alınan
受け取り	aldı
受け取り	alındı
風刺	hiciv
仲裁	arabuluculuk
仲裁	hakemlik
顕微鏡	mikroskop
検察官	savcı
検察官	savcılık
検察官	davacı
ボトル	şişeler
ボトル	şişe
クォーター	çeyrek
グリッド	şebeke
グリッド	izgara
リチウム	lityum
わがまま	bencil
わがまま	bencilce
わがまま	bencillik
ラバー	lastik
ラバー	kauçuk
便所	tuvalet
便所	tuvaletler
インタラクティブ	interaktif
インタラクティブ	etkileşimli
セール	satılık
セール	satış
用紙	kağıt
用紙	kâğıt
用紙	gazete
快楽	memnuniyet
快楽	zevk
快楽	haz
快楽	keyif
ヒール	topuk
しみ	lekeleri
しみ	lekeler
しみ	leke
均衡	denge
きれい	temizle
きれい	temiz
きれい	tertemiz
気球	balonu
気球	balon
イケメン	yakışıklı
リンパ	lenfatik
リンパ	lenf
フィルタ	filtre
フィルタ	filtreler
蒸発	buharlaşma
蒸発	buharlaşır
スクリュー	vida
祈祷	namaz
祈祷	dua
祈祷	dualar
募金	bağış
募金	bağışta
募金	bağışlar
オリエント	doğu
作物	ekin
作物	ekinler
パウンド	sterlin
スタッド	aygır
スタッド	damızlık
逸脱	sapkın
村人	köylüler
トカゲ	kertenkele
トカゲ	kertenkeleler
参道	yaklaş
参道	yaklaşım
飢饉	açlık
飢饉	kıtlık
ピストル	tabanca
布教	üreme
ブランチ	dal
ブランチ	şube
ブランチ	dalın
別館	ek
聖歌	ilahiler
聖歌	ilahi
漁師	balıkçı
漁師	balıkçılar
ガーナ	gana
ミレニアム	milenyum
なぜなら	çünkü
なぜなら	cünkü
塩素	klor
つぼみ	tomurcukları
パッチ	yamalar
パッチ	yama
アイザック	ishak
美学	estetik
死別	dul
筆記	yazıldı
筆記	yazma
筆記	yazarlık
筆記	yazılmış
筆記	yazı
筆記	yazmak
筆記	yazmaya
筆記	yazılı
筆記	yazılan
筆記	yazan
リハビリ	rehabilitasyon
リハビリ	islah
苦情	şikayetleri
苦情	şikayetler
苦情	şikayet
苦情	şikâyet
二階	yukarıda
静脈	damarı
静脈	damar
静脈	damarları
静脈	damarlar
チューン	ezgi
ノルマンディー	normandiya
合法	meşru
合法	yasal
開示	ifşa
デザート	tatlılar
デザート	tatlı
デザート	çöl
リバイバル	diriliş
動脈	atardamar
動脈	arter
ツイッター	heyecan
発熱	ates
発熱	ateşi
発熱	ateş
織物	dokuma
織物	kumaş
織物	tekstil
ペスト	veba
ペスト	salgın
ペスト	haşere
礼儀	nezaket
礼儀	görgü
ボンド	senet
ボンド	bağ
ボンド	tahvil
グロス	iğrenç
ヴィーナス	venüs
ゴリラ	goril
ゴリラ	goriller
リサイタル	resitali
竜巻	kasırga
竜巻	hortum
ダイヤル	çevir
苦悩	hasret
苦悩	istırap
苦悩	izdırap
日没	günbatımı
ミュラー	muller
ディナー	yemek
白金	platin
ブカレスト	bükreş
不信	güvensizlik
オオカミ	kurtlar
オオカミ	kurt
オオカミ	kurdu
オオカミ	kürt
コンタクト	bağlantı
コンタクト	iletisim
コンタクト	irtibat
コンタクト	iletişim
バスケット	sepet
バスケット	sepeti
特製	uzmanlık
快感	memnuniyet
快感	zevk
快感	haz
快感	keyif
叔母	teyze
叔母	hala
叔母	yenge
空想	süslü
パーソナル	kişisel
パーソナル	şahsi
百姓	köylüler
百姓	köylü
段落	paragraf
ハーモニー	ahenk
ハーモニー	uyum
ハーモニー	uyumu
やっと	nihayet
やっと	sonunda
アイディア	fikri
アイディア	fikirleri
アイディア	fikir
アイディア	fikirler
宝物	define
宝物	hazineler
宝物	hazine
宝物	hazineleri
マルクス主義	marksizm
サーブ	hizmet
ギフト	hediye
ギフト	armağan
ギフト	hediyeler
理性	sebep
理性	sebebi
理性	nedeni
恨み	kin
構文	sözdizimi
構文	sözdizimsel
申し立て	anlaşmazlık
申し立て	tartışmalı
申し立て	itiraz
申し立て	anlaşmazlığı
申し立て	tartışma
安い	ucuz
安い	ucuza
ガイ	adam
矯正	düzeltme
バタフライ	kelebek
バタフライ	kelebekler
修業	staj
修業	çıraklık
最小限	asgari
最小限	minimum
コサック	kazak
コサック	kazaklar
スペル	yazım
スペル	büyü
スペル	heceleme
プロポーズ	öneri
プロポーズ	teklifi
プロポーズ	teklif
パラレル	paralel
ゴマ	susam
サザン	güney
サザン	güneyli
図形	geometri
図形	şekli
図形	biçim
図形	şekil
ゲノム	genom
ドッキング	rıhtım
ドッキング	iskele
ドッキング	yanaşma
マダム	hanımefendi
マダム	madam
請願	dilekçe
アトランティック	atlantik
メチル	metil
おば	teyze
おば	hala
おば	yenge
腐敗	bozulma
腐敗	çürüme
ベイビー	yavrum
ベイビー	bebek
ベイビー	bebeğim
備後	tombala
キルギス	kırgızistan
とにかく	neyse
とにかく	herneyse
ブライト	parlak
ブライト	aydınlık
トレーラー	fragman
トレーラー	karavan
トレーラー	fragmanı
毛皮	kürk
シンフォニー	senfoni
選任	seçim
選任	randevu
選任	seçimler
ゴールキーパー	kaleci
条文	hükümler
条文	rızık
条文	erzak
ごみ	çöpler
ごみ	çöp
ごみ	saçmalık
ごみ	çöplük
ハーブ	otlar
ハーブ	bitki
ハーブ	bitkiler
カッター	kesici
ヒスパニック	ispanyol
ジョーク	espriler
ジョーク	saka
ジョーク	şaka
ジョーク	fıkra
ジョーク	şakalar
クロスオーバー	çapraz
クロスオーバー	çaprazlama
孵化	kapak
コウモリ	yarasa
コウモリ	yarasalar
コウモリ	sopa
バチカン	vatikan
バール	çubuk
編み	örgü
ヴィラ	villalar
ユーモア	mizah
ユーモア	espri
溶液	çözüm
溶液	çözümü
転覆	devirme
ウイスキー	viski
バッド	kötü
ナシ	armut
アレクサンドリア	iskenderiye
総局	müdürlüğü
ファゴット	fagot
借用	ödünç
誠実	samimiyet
コンポーネント	bileşenleri
コンポーネント	bileşen
コンポーネント	parçalar
コンポーネント	bileşeni
聴覚	işitme
聴覚	duyma
簡潔	özlü
トリガー	tetik
トリガー	tetiği
トリガー	tetikleyici
イーグルス	kartal
イーグルス	kartallar
チューリップ	lale
チューリップ	laleler
ガッツ	cesaret
コルト	tay
プランニング	planlamak
プランニング	planlama
曲面	yüzey
曲面	yüzeyi
煉瓦	tuğla
ペイン	acı
ペイン	aci
ペイン	ağrı
薬剤師	eczacı
自律	özerk
嫌がらせ	taciz
ハーグ	lahey
ミーティング	buluşma
ミーティング	buluşmak
ミーティング	toplantılar
ミーティング	görüşmeler
ミーティング	toplantı
カーペット	halılar
カーペット	halı
カーペット	hali
カビ	kalıp
カビ	küf
カビ	kalıpları
ギャップ	boşluk
ギャップ	boşluklar
乗り物	araçlar
乗り物	araç
ダニ	tik
ダニ	kene
暖房	isıtma
暖房	isınma
数量	miktarda
数量	miktar
数量	miktarı
倍率	ölçekleme
倍率	büyütme
チャイコフスキー	çaykovski
カナリア	kanarya
テンプル	tapınak
テンプル	tapınağı
偽造	sahte
エメラルド	zümrüt
パタゴニア	patagonya
太い	kalin
太い	kalın
コックピット	kokpit
匂い	koku
匂い	kokusu
精神病	psikoz
無条件	koşulsuz
無条件	şartsız
オスカル	oskar
リハーサル	prova
アスファルト	asfalt
祝う	kutlama
祝う	kutlamak
サラダ	salata
エクアドル	ekvador
エクアドル	ekvator
制動	fren
ルワンダ	ruanda
島嶼	adacık
グライダー	planör
ひどい	korkunç
ひどい	berbat
スペシャリスト	uzman
軍備	silahlanma
パワフル	güçlü
パワフル	güçlüler
スカーレット	kızıl
放射能	radyoaktivite
泣く	ağlıyorum
泣く	ağlayan
泣く	ağla
泣く	ağlamak
泣く	ağlıyor
泣く	ağlama
インディー	bağımsız
観念	fikri
観念	fikir
前例	görülmemiş
叫ぶ	bağır
シャドウ	gölge
発送	sevk
マンガン	manganez
教訓	ders
ハト	güvercin
ハト	güvercinler
スモール	kucuk
スモール	küçük
スモール	ufak
給料	ücret
給料	maaşı
給料	maaş
打楽器	perküsyon
伝播	üreme
スズ	teneke
ベネット	bennet
肩書	ünvan
肩書	başlık
肩書	başlığı
肩書	unvan
コンペティション	müsabaka
コンペティション	rakip
コンペティション	rekabet
コンペティション	yarışma
役立つ	yardımsever
役立つ	yararlı
役立つ	faydalı
世俗	laik
ドリンク	içecek
ドリンク	içecekler
ドリンク	içki
ドリンク	içkiler
ドリンク	iç
子宮	rahim
航法	seyir
航法	navigasyon
航法	gezinti
下水道	kanalizasyon
下水道	lağım
シェパード	çoban
贈り物	hediye
贈り物	armağan
贈り物	hediyeler
退位	feragat
検閲	sansür
オペレーション	operasyonlar
オペレーション	operasyonu
オペレーション	işlemler
オペレーション	ameliyat
オペレーション	operasyon
オペレーション	işlem
ガーディアン	koruyucu
ガーディアン	muhafız
ガーディアン	gardiyan
小麦	buğday
物事	seyler
物事	şeyler
ブイ	şamandıra
描画	çizim
描画	resim
ノンストップ	aralıksız
ノンストップ	durmaksızın
ノンストップ	durmadan
パレット	palet
パレット	paleti
フューチャー	geleceğin
フューチャー	gelecek
フューチャー	gelecekteki
狂気	çılgın
狂気	delice
狂気	çılgınlık
狂気	cinnet
狂気	manyak
狂気	delilik
狂気	deli
懸賞	ödül
懸賞	piyango
懸賞	ödülleri
懸賞	ödüller
ストーカー	takipçi
ストーカー	sapık
ロバ	eşşek
ロバ	eşek
大麻	esrar
大麻	kenevir
村落	köyü
村落	köyleri
村落	köy
生態系	ekosistem
生態系	ekosistemler
かわいい	tatlı
かわいい	tatli
かわいい	şirin
かわいい	sevimli
モニュメント	anıtlar
モニュメント	anıtı
モニュメント	anıt
ジャッジ	hakim
ジャッジ	hâkim
ジャッジ	yargıç
注入	infüzyon
ファインダー	bulucu
ザグレブ	zagrep
マジカル	büyülü
マジカル	sihirli
マジカル	büyüleyici
リクルート	acemi
ソート	sıralama
覚書	mutabakat
サンダー	yıldırım
サンダー	şimşek
紅茶	çay
紅茶	cay
信じる	inanmak
信じる	inanın
信じる	inan
信じる	iman
ハイライト	önemli
ハイライト	vurgulanmış
ハイライト	vurgulama
マシーン	makine
マシーン	makina
船首	yay
暗闇	karanlığın
暗闇	karanlıklar
暗闇	karanlık
暗闇	karanlığı
せり	müzayede
果物	meyve
果物	meyva
果物	meyveler
おじ	dayı
おじ	amcalar
おじ	amca
停電	kesinti
停電	bayılma
爬虫類	sürüngenler
爬虫類	sürüngen
共感	empati
五つ	beş
税金	vergisi
税金	vergiler
税金	vergiden
税金	vergileri
税金	vergi
登る	yüksel
登る	tırmanmak
隔離	izolasyon
隔離	izole
隔離	tecrit
バーレーン	bahreyn
球体	küre
領事	konsolos
未熟	toy
未熟	olgunlaşmamış
不便	uygunsuz
不便	rahatsızlık
染め	boyalı
マーキュリー	merkür
マーキュリー	cıva
知識人	entellektüel
知識人	entelektüel
知識人	aydınlar
砲艦	gambot
ウェディング	düğün
ウェディング	nikah
ウェディング	evlilik
ウェディング	düğünler
救急車	ambülans
救急車	ambulans
残党	kalıntıları
セグメント	segmentler
絶縁	yalıtımlı
絶縁	izole
在庫	sayım
在庫	stok
在庫	envanter
スプリンター	kıymık
ドミニク	dominik
原子核	çekirdek
リセット	yenileme
軍縮	silahsız
軍縮	silahsızlanma
スプレー	sprey
ポテンシャル	potansiyel
生化学	biyokimya
スピーチ	konusma
スピーチ	konuşma
タスク	görevler
タスク	görev
ジュピター	jüpiter
キャプション	açıklama
キャプション	manşet
キャプション	başlık
キャプション	açıklamalar
プレイオフ	playoffları
物品	ürünler
物品	mal
物品	mallar
ルーレット	rulet
小人	cüce
リビング	yaşayan
リビング	yaşıyorum
リビング	yaşamak
チャド	cad
バイオリン	keman
直交	ortogonal
インターフェース	arayüzü
インターフェース	arayüzleri
インターフェース	arayüz
即興	doğaçlama
賞品	ödül
賞品	ödülleri
賞品	ödüller
公判	duruşma
便宜	kolaylık
収縮	kasılma
カスタマイズ	özelleştirme
バングラデシュ	bangladeş
ペルシャ	iranlı
ペルシャ	farsça
ペルシャ	iran
ペルシャ	pers
変種	çeşitlilik
変種	çeşitliliği
変種	çeşitli
リハビリテーション	rehabilitasyon
リハビリテーション	islah
屈折	kırılma
アクセサリー	aksesuarlar
アクセサリー	aksesuarları
アクセサリー	aksesuar
肥料	gübre
フォーチュン	talih
フォーチュン	servet
ラッパー	rapçi
ラッパー	rap
検知	tespit
検知	algılama
アイスクリーム	dondurma
野獣	yaratık
野獣	canavar
野獣	hayvan
サメ	köpekbalığı
サメ	köpekbalıkları
湖沼	göller
オペレーター	operatör
オペレーター	operatörü
オペレーター	santral
レクイエム	ağıt
ゲット	alın
ゲット	al
バンクス	bankaların
バンクス	bankaları
バンクス	bankalar
バンクス	banka
ナット	kaçık
ナット	fındık
ナット	ceviz
ナット	çatlak
陽気	şakacı
陽気	neşeli
概説	taslağı
概説	özet
概説	özeti
概説	taslak
ジョイ	keyif
ジョイ	neşe
ジョイ	sevinç
クッキング	aşçılık
クッキング	pişirme
リーク	sızıntı
プッシュ	it
キープ	devam
グアテマラ	guatemala
フライデー	cuma
ダイバー	dalgıçlar
ダイバー	dalgıç
可視	görünür
可視	görülebilir
メタン	metan
長方形	dikdörtgen
長方形	dikdörtgenler
疾病	hastalıklar
疾病	hastalık
迷路	labirent
コントローラー	kumanda
コントローラー	kontrolörleri
コントローラー	denetleyici
形容詞	sıfat
アスリート	sporcular
アスリート	sporcu
アスリート	atlet
キャラバン	kervan
キャラバン	karavan
手足	uzuvları
丸い	yuvarlak
変奏曲	varyasyonları
カーテン	perde
カーテン	perdeler
嫌悪	nefret
嫌悪	nefretini
嫌悪	iğrenme
昨日	dun
昨日	dün
昨日	dünkü
コンベンション	kongre
人道	yardımsever
人道	insancıl
人道	insani
引き出し	çekmece
課金	hücum
課金	şarj
課金	suçlama
ラッチ	mandalı
我慢	sabır
レクリエーション	dinlenme
レクリエーション	eğlence
コンパイル	derleme
トスカーナ	toskana
超新星	süpernova
バンパー	tampon
バンパー	çarpışan
ファイターズ	savaşçılar
ファイターズ	savaşçıları
ファシズム	faşistler
ファシズム	faşizm
ファシズム	faşist
組み込み	gömülü
組み込み	gömülmüş
ズボン	pantolonlar
ズボン	pantolon
日の出	gündoğumu
カリキュラム	müfredat
タップ	dokunun
タップ	musluklar
タップ	musluk
タップ	dokun
欠如	eksikliği
欠如	eksiklik
おしゃれ	şık
定量	nicel
ヒデ	gizle
ヒデ	sakla
ヒデ	gizlemek
ドク	doktor
チタン	titanyum
和睦	uzlaşma
生計	geçim
悲しい	üzücü
悲しい	hüzün
悲しい	hüzünlü
悲しい	üzgün
ステロイド	steroid
ハガキ	kartpostal
取り出し	fırlatma
ダイス	zar
変調	modülasyonu
宴会	şölen
宴会	ziyafet
ノミ	pire
ファイナンス	finansman
ファイナンス	finans
ファイナンス	maliye
ファイナンス	finanse
偏見	önyargı
因みに	tesadüfen
ファルコン	doğan
ファルコン	şahin
許す	bağışlama
許す	affetmek
許す	af
許す	affedin
許す	affet
許す	bağışla
カメルーン	kamerun
牡丹	şakayık
コンプリート	komple
コンプリート	tamamlanmış
コンプリート	tam
コンプリート	tamamlandı
スーパースター	süperstar
ホステス	hostes
ダイビング	dal
ダイビング	dalma
ダイビング	dalın
ダイビング	dalış
ダイビング	dalmak
リンチ	linç
バビロン	babil
ワシ	kartal
テヘラン	tahran
ブロンズ	bronz
スキップ	atla
スキップ	atlanan
スキップ	geç
スキップ	atlama
ヤシ	avuç
ヤシ	palmiye
小切手	çek
小切手	çekler
絶叫	bağır
絶叫	çığlığı
絶叫	çığlık
手榴弾	bombası
パルチザン	partizan
ソーラー	güneş
議定書	protokol
議定書	protokolü
土星	satürn
サクセス	başarı
サクセス	başarılar
サクセス	başarılı
ニカラグア	nikaragua
海老	karides
コンパイラ	derleyici
コンパイラ	derleyicileri
退屈	sıkıntı
退屈	sıkıldım
退屈	sıkılıyor
退屈	sıkıcı
退屈	sıkılmış
退屈	sıkıntısı
ダーツ	dart
酸性	asidik
中庭	avlu
ウィークリー	haftalık
ウィルス	virüs
ウィルス	virüsten
ウィルス	virüsler
