категория	類別
ртути	水星
ртути	水銀
биологический	生物學
биологический	生物
потерять	輸
пао	豹
слепой	瞎
слепой	盲
слепой	盲目
слепой	盲人
слепой	瞎子
хантер	獵人
голливуд	好萊塢
конечных	有限
любопытно	好奇
достигнуто	已達到
муниципалитетов	市鎮
муниципалитетов	市政府
переменные	變數
переменные	可變
экспертиза	法醫
каир	開羅
пополнения	增資
соперник	對手
трава	草地
трава	草叢
трава	草
трава	雜草
трава	大麻
отложений	沈積
террористы	恐怖份子
салют	煙花
салют	敬禮
салют	焰火
салют	煙火
розовые	粉紅色
розовые	粉色
розовые	粉
розовые	粉紅
предыдущее	先前
раскрытие	披露
любители	業餘
переписки	對話
материального	有形
ной	諾亞
союзы	聯盟
союзы	工會
союзы	同盟
сана	薩那
шан	翔
крон	王冠
инициаторов	發起人
намибии	納米比亞
коса	鐮刀
пароль	密碼
уорд	病房
служащие	僱員
служащие	員工
здорово	棒
здорово	偉大
заметным	顯眼
захоронение	埋葬
захоронение	喪葬
захоронение	葬
чон	鄭
нить	牙線
нить	線
наводнения	水災
наводнения	洪水
снежный	白雪
лидерство	領導
счета	帳單
счета	發票
счета	法案
счета	賬單
счета	決算
святилище	避難所
святилище	神社
галерею	畫廊
весёлый	開朗
подарки	禮物
подарки	送禮
подарки	禮品
мелкий	矮子
кислород	氧
кислород	氧氣
мальта	馬耳他
реактор	核反應堆
реактор	反應堆
префект	省長
алгебра	代數
возвращены	退還
банкротства	破產
видела	鋸子
видела	鋸
ватикан	梵蒂岡
одобрение	核可
одобрение	背書
одобрение	核准
одобрение	批准
столе	辦公桌
столе	書桌
столе	服務台
куклы	傀儡
куклы	娃娃
куклы	木偶
куклы	洋娃娃
куклы	玩偶
толчок	主旨
толчок	推力
толчок	推
толчок	推推
толчок	推動
крышу	屋頂
заслужил	賺取
чрезвычайных	非凡
господство	支配
всадников	騎手
цветные	彩色
цветные	有色
залог	交保
залог	保釋
залог	認捐
залог	質押
клинических	臨床
бах	巴赫
смотрю	尋找
смотрю	觀看
чайка	海鷗
чайка	鷗
схватки	收縮
аналитических	解析
араб	阿拉伯
патентов	專利權
патентов	專利
благотворительных	慈善
наблюдателей	觀察員
составные	復合
составные	合成
промежуточный	中間
промежуточный	中級
молодость	青少年
молодость	青春
молодость	青年
вирусов	病毒
разъяснения	解釋
толстый	厚
толстый	胖
толстый	脂肪
толстый	肥
толстый	厚厚
ямайки	牙買加
качественные	定性
гигиены	衛生
наблюдателя	觀察員
пуля	彈頭
пуля	子彈
пожилые	老人
пожилые	長者
пожилые	老年人
несовершеннолетних	少年
здравоохранение	保健
здравоохранение	健康
подвале	基底
подвале	地窖
подвале	地下室
низкое	低低
низкое	低
актуальность	關聯性
конного	馬術
салли	玷污
салли	莎莉
представленный	提交
гватемала	瓜地馬拉
повреждение	損傷
повреждение	損壞
повреждение	損害
искажения	扭曲
искажения	失真
искажения	歪曲
тактику	策略
тактику	戰術
милиция	民兵
экскурсии	遊覽
вор	賊
противодействие	反對
противодействие	反對派
противодействие	反對黨
мельбурне	墨爾本
ружья	步槍
шутки	笑話
шаттл	太空梭
шаттл	穿梭
идентичность	身份
идентичность	身分
якорь	錨
грех	罪過
грех	罪惡
грех	罪孽
грех	辛
грех	罪
популярное	熱門
популярное	流行
популярное	受歡迎
популярное	人氣
