年	jaar
彎曲	buigen
彎曲	gebogen
溫暖	warme
溫暖	warmte
解剖	ontleden
解剖	anatomie
解剖	lijkschouwing
解剖	autopsie
解剖	ontleding
手套	wanten
手套	handschoenen
手套	handschoen
硬幣	munten
硬幣	munt
硬幣	muntstukken
纜車	gondel
朝代	dynastie
你好	hallo
耕地	akkerland
皂	zeep
承包商	aannemer
承包商	aannemers
草坪	gazon
草坪	gazons
草坪	grasveld
編譯	compileren
編譯	gecompileerd
編譯	compilatie
編譯	opgesteld
編譯	samenstellen
編譯	samengesteld
鉛	loden
鉛	lood
鉛	leiden
鞭	zweep
錐	kegel
界定	definiëren
界定	definieer
氣溫	temperaturen
氣溫	temperatuur
概括	veralgemening
日光	daglicht
彈性	soepelheid
彈性	elastisch
彈性	elastische
彈性	elasticiteit
彈性	flexibel
彈性	soepel
彈性	flexibiliteit
彈性	flexibele
彈性	elastiek
長老	oudsten
長老	oudere
野牛	buffel
野牛	bizons
野牛	buffels
特許	concessies
特許	tegemoetkoming
特許	concessie
盾牌	afschermen
盾牌	afscherming
盾牌	schermen
盾牌	schild
盾牌	schilden
走私	smokkelen
走私	smokkel
走私	binnengesmokkeld
走私	gesmokkeld
紀念館	gedenkteken
紀念館	herdenking
戒指	ringen
祭司	priester
握手	handdruk
乘法	vermenigvuldigen
乘法	vermeerdering
乘法	vermenigvuldiging
繪圖	grafisch
繪圖	tekenen
繪圖	tekeningen
繪圖	tekening
繪圖	grafieken
調任	herplaatsing
乙酸	acetaat
大屠殺	slachting
大屠殺	bloedbad
大屠殺	massamoord
大屠殺	slachtpartij
食堂	kantine
食堂	cafetaria
劫持	kaping
劫持	kapen
劫持	ontvoering
誓	gelofte
誓	eed
誓	ede
基座	voetstuk
損壞	beschadigde
損壞	bedorven
損壞	beschadigingen
損壞	corrupt
損壞	beschadigd
損壞	schadevergoeding
損壞	beschadiging
損壞	schadevergoedingen
損壞	schade
專長	specialiteiten
專長	specialiteit
專長	vakkennis
專長	specialisme
專長	deskundigheid
基底	ondergrond
基底	kelder
基底	souterrain
基底	substraat
骨架	skelet
骨架	geraamte
更正	correctie
更正	correcties
特種部隊	arrestatieteam
音速	sonische
標語	leus
標語	leuzen
摩天大樓	wolkenkrabber
摩天大樓	wolkenkrabbers
雙邊	bilateraal
迷失	kwijt
迷失	verdwaald
迷失	verloren
警務	politie
橘子	oranje
橘子	sinaasappels
橘子	sinaasappel
橘子	sinaasappelen
死亡率	sterfte
死亡率	sterftecijfer
死亡率	mortaliteit
死亡率	sterfelijkheid
歌聲	zang
歌聲	gezang
歌聲	zingen
散射	verstrooien
散射	verspreiden
散射	verstrooiing
症候群	syndroom
布加勒斯特	boekarest
污水	afvalwater
污水	rioolwater
污水	riolering
存款	deposito
存款	stortingen
存款	storten
存款	storting
獨裁	dictatuur
獨裁	dictatoriale
獨裁	autocratie
宮廷	paleis
想象	verbeeldingskracht
想象	verbeelding
想象	fantasie
祈禱	gebed
祈禱	bid
祈禱	bidden
祈禱	gebeden
相容	verenigbaar
相容	compatibiliteit
相容	compatibel
廚師	kok
廚師	koken
廚師	kook
王冠	kronen
王冠	kroon
營養	voedingsstoffen
營養	voeding
營養	nutriënten
凝聚	cohesie
凝聚	samenhang
橡膠	rubberen
教義	credo
教義	geloofsovertuiging
扳機	trekker
探險	expedities
探險	avontuur
探險	avontuurlijk
探險	avonturen
探險	expeditie
區塊	blokken
區塊	blokkering
區塊	blokkeren
區塊	blok
亞熱帶	subtropische
所羅門	salomo
所羅門	salomon
腕	pols
附上	bijgesloten
附上	bijgevoegd
附上	bijvoegen
附上	ingesloten
機長	kapitein
機長	gezagvoerder
聲援	solidariteit
核子	nucleaire
核子	nucleair
殘餘	overblijfsel
莖	stam
莖	stengel
雨林	regenwoud
雨林	regenwouden
廢棄	achtergelaten
廢棄	stopzetting
廢棄	verlaten
檢視	bezichtiging
檢視	uitzicht
檢視	bekijk
檢視	weergave
檢視	bekijken
加熱	verwarmde
加熱	verwarming
加熱	verwarmd
加熱	verwarmen
加熱	opgewarmd
加熱	verhit
加熱	verhitte
加熱	warmte
加熱	hitte
還原	terugdraaien
還原	herstellen
還原	terugvallen
還原	terugzetten
暴風	noodweer
暴風	onweer
華沙	warschau
誘惑	verleiding
誘惑	verleiden
誘惑	verleidingen
掃描	scannen
壺	potten
壺	wiet
壺	ketel
壺	pannen
壺	kruik
電報	telegraaf
蒸	stomen
蒸	gestoomde
蒸	gestoomd
升降機	lift
升降機	liften
機密	vertrouwelijke
機密	vertrouwelijk
城牆	muren
城牆	wanden
環礁	atol
散布	verstrooien
散布	verspreiden
潛在	potentieel
潛在	potentiële
潛在	potentie
呼叫	bellen
呼叫	oproep
呼叫	bel
呼叫	roeping
硝酸	nitraten
硝酸	nitraat
嵌入	inbedding
嵌入	ingebed
嵌入	insluiten
嵌入	ingesloten
出血	bloeding
出血	bloeden
出血	bloedingen
烤	bakken
烤	roosteren
烤	gebraden
口腔	oraal
口腔	mond
口腔	mondeling
口腔	mondelinge
港灣	havens
時鐘	klokken
時鐘	klok
牽引	tractie
滑翔	glijden
論點	argumenten
左邊	links
左邊	linkse
左邊	linker
勇氣	moed
天線	antennes
天線	antenne
絕望	radeloos
絕望	wanhopige
絕望	wanhopig
絕望	wanhoop
格言	devies
腐	rotten
敵對	vijandige
敵對	vijandelijk
敵對	vijandig
敵對	vijandigheid
卡賓槍	karabijn
出處	herkomst
出處	oorsprong
電磁	elektromagnetische
電磁	elektromagnetisch
瘋	zot
瘋	gek
金子	goud
贏	winnen
開除	ontslag
災害	rampspoed
災害	rampen
災害	ramp
災害	catastrofe
持久	blijvend
持久	duurzaam
持久	duurzame
字元	karakters
字元	karakter
字元	personage
字元	tekens
字元	personages
晚餐	avondeten
晚餐	avondmaal
晚餐	diner
捐助	donaties
捐助	giften
捐助	schenkingen
獵物	prooi
獵物	prooien
東正教	orthodoxie
東正教	orthodoxe
燕子	inslikken
燕子	slik
燕子	doorslikken
燕子	slikken
燕子	zwaluwen
鄰居	buurvrouw
鄰居	buren
鄰居	buurman
鄰居	buur
鄰居	buurlanden
會計師	boekhouder
會計師	boekhouders
橢圓	ovaal
橢圓	ellips
橢圓	elliptische
橢圓	ovale
追逐	achtervolgen
追逐	nastreven
追逐	achtervolging
君士坦丁	constantijn
美式足球	voetballen
美式足球	voetbal
方塊	vierkanten
方塊	vierkante
方塊	kubus
方塊	vierkant
方塊	plein
方塊	blokjes
方塊	pleinen
均衡	saldo
均衡	uitgebalanceerd
均衡	evenwichtige
均衡	evenwicht
均衡	balans
均衡	balanceren
均衡	uitgebalanceerde
均衡	evenwichtig
均衡	afweging
掃	vegen
叢林	oerwoud
慶典	huldiging
慶典	viering
藏文	tibetaanse
藏文	tibetaans
膝	knie
膝	knieën
保管	voogdij
保管	hechtenis
保管	bewaring
院系	faculteiten
省長	gouverneur
粗糙	ruig
粗糙	ruw
粗糙	grof
粗糙	ruwe
激情	hartstochtelijk
激情	passie
激情	gepassioneerd
激情	hartstocht
激情	hartstochtelijke
激情	gepassioneerde
擦音	fricatief
珍貴	kostbaar
珍貴	kostbare
珍貴	waardevol
河床	rivierbedding
嚴厲	hard
門票	kaartje
門票	kaartjes
通航	bevaarbare
毒素	toxine
毒素	gif
毒素	gifstoffen
毒素	toxinen
轎車	limousine
經濟學家	econoom
經濟學家	economen
輸送	transporteur
約瑟	jozef
愛心	zorgzame
愛心	zorgzaam
約旦	jordanië
赦免	gratie
性行為	seks
性行為	seksualiteit
性行為	geslacht
地下室	souterrain
地下室	kelder
昨天	gisteren
昨天	gister
應對	omgaan
詳情	bijzonderheden
詳情	details
生殖	reproductieve
生殖	reproductie
生殖	voortplanting
生殖	reproduceren
十個	tien
交配	paren
交配	maat
冰球	ijshockey
投射	projectie
漢城	seoel
藥用	geneeskrachtige
酸性	zuurgraad
酸性	zure
酸性	zuur
展望	zicht
展望	vooruitzichten
展望	visie
展望	visioen
多明尼加	dominicaanse
週年紀念	jubileum
週年紀念	huwelijksverjaardag
世系	afdaling
世系	afdalen
世系	afkomst
世系	dalen
世系	afstamming
猴子	aapje
猴子	aap
抬	tillen
抬	optillen
抬	opheffen
抬	til
可信	geloofwaardig
可信	geloofwaardige
俄文	rus
俄文	russisch
俄文	russische
揭示	onthult
揭示	onthullen
揭示	openbaren
反駁	weerleggen
反駁	weerlegging
前景	voorgrond
前景	vooruitzichten
前景	perspectieven
前景	vooruitzicht
妄想	waanideeën
妄想	paranoia
妄想	paranoïde
妄想	waan
成年人	volwassene
成年人	volwassenen
成年人	volwassen
冬青	hulst
空前	ongekend
空前	ongekende
大炮	kanon
大炮	artillerie
大炮	kanonnen
大炮	geschut
明智	verstandig
明智	wijze
明智	wijs
抽籤	trekken
抽籤	tekenen
椅	stoelen
椅	stoel
聖人	heiligen
聖人	heilige
捕獲	vangt
捕獲	vangen
捕獲	gevangenneming
捕獲	vangst
捕獲	vastleggen
聽眾	luisteraars
聽眾	luisteraar
蒜	knoflook
居所	woonplaats
居所	residentie
居所	verblijfplaats
優點	voordeel
優點	voordelen
優點	verdiensten
優點	merites
思維	denken
思維	denkend
思維	nadenken
布魯塞爾	brussel
歸還	teruggave
失業	werklozen
失業	werkloze
失業	werkloos
失業	werkloosheid
砷	arsenicum
砷	arseen
天花	pokken
水路	waterwegen
昂貴	duur
昂貴	dure
大麻	marihuana
大麻	wiet
大麻	onkruid
可疑	verdachte
可疑	verdacht
可疑	wantrouwend
可疑	achterdochtig
可疑	wantrouwig
小丑	grappenmaker
小丑	grapjas
抗生素	antibioticum
抗生素	antibiotica
字面	letterlijk
字面	letterlijke
自轉	rotatie
大通	achtervolging
破碎	verbroken
破碎	kapot
破碎	verbrijzelde
破碎	gebroken
破碎	verbrijzeld
語氣	toon
語氣	toontje
老年	oudere
老年	ouder
隔離	quarantaine
隔離	afgelegen
隔離	isolement
隔離	segregatie
隔離	geïsoleerd
隔離	geïsoleerde
隔離	afzondering
隔離	isolatie
生病	ziek
生病	zieken
中位數	mediaan
中位數	mediane
摔跤	worstel
摔跤	worstelen
證書	certificaten
證書	certificaat
山脊	bergkam
山脊	richel
惡作劇	onheil
惡作劇	grap
惡作劇	geintje
佈局	indelingen
佈局	opmaak
佈局	indeling
拳擊	boxen
拳擊	boksen
拳擊	boks
青蛙	kikker
青蛙	kikkers
面板	paneel
高效	efficiënt
高效	efficiënte
探險家	ontdekkingsreiziger
探險家	verkenners
探險家	ontdekker
探險家	verkenner
探險家	ontdekkingsreizigers
拖延	uitstellen
拖延	uitstel
拖延	vertragingen
拖延	oponthoud
拖延	vertraging
伴隨	begeleidend
伴隨	begeleidende
伴隨	vergezellen
骨灰	as
安息	tno
預留	voorbehouden
預留	gereserveerde
預留	gereserveerd
震撼	schudde
震撼	geschud
搶救	berging
商家	handelaren
商家	koopman
商家	kooplieden
商家	handelaar
執照	licentie
執照	licenties
執照	vergunning
執照	vergunningen
執照	rijbewijs
煩惱	geïrriteerd
煩惱	vervloekingen
煩惱	geërgerd
脊椎動物	gewervelden
混合物	mengsels
混合物	mengsel
粉紅色	roze
軍營	barak
軍營	kazerne
軍營	barakken
先例	precedenten
頸部	nek
頸部	hals
脆弱	broos
脆弱	fragiel
脆弱	kwetsbaar
脆弱	kwetsbare
脆弱	breekbaar
定制	aanpassen
定制	aangepast
定制	aangepaste
定制	maatwerk
火花	vonken
火花	vonk
脈衝	pulsen
脈衝	peulvruchten
脈衝	polsslag
脈衝	pols
脈衝	puls
電器	apparaten
客房	kamers
協和	eendracht
伸展	uitrekken
伸展	uitstrekken
伸展	strekken
伸展	rekken
亞馬遜	amazonegebied
亞馬遜	amazone
亞馬遜	amazones
微弱	flauwvallen
微弱	flauw
眼淚	traan
眼淚	tranen
眼淚	scheuren
眼淚	scheur
特赦	amnestie
電影院	bioscoop
電影院	bioscopen
休假	verlaat
休假	verlaten
休假	vertrek
休假	verlof
海牙	haagse
海牙	haags
海牙	haag
領導者	leider
領導者	leiders
言語	woorden
肢	ledematen
肢	ledemaat
王座	troon
拆解	demonteren
拆解	ontmanteling
容忍	tolerantie
容忍	getolereerd
容忍	verdraagzaamheid
四重奏	kwartet
偏好	preferentie
偏好	voorkeur
偏好	voorkeuren
糖果	zoetigheid
糖果	snoepjes
糖果	snoepje
糖果	snoepgoed
糖果	snoep
山寨	huisje
擾動	verstoring
擾動	storingen
擾動	verstoringen
擾動	ongeregeldheden
利潤	winst
利潤	rentabiliteit
利潤	winstgevendheid
利潤	winsten
範例	voorbeelden
範例	paradigma
範例	voorbeeld
弊	nadelen
施政	bestuur
切換	omschakelen
切換	schakelaar
切換	wisselen
切換	wissel
瘟疫	plaag
瘟疫	pest
捍衛	verdedig
捍衛	verdedigen
奔跑	hardlopen
奔跑	rennen
括號	haakjes
括號	haakje
門口	deuropening
震驚	schok
震驚	geschrokken
震驚	geschokt
震驚	schokkende
震驚	schokkend
震驚	schokken
協作	medewerking
協作	samenwerkende
協作	meewerken
協作	samenwerking
協作	samenwerken
郵件	post
無視	negeer
無視	negeren
代理人	volmachten
代理人	agenten
代理人	volmacht
代理人	gevolmachtigde
材質	materiaal
美味	smakelijk
美味	heerlijk
美味	lekker
美味	heerlijke
虧損	verliezen
虧損	tekort
虧損	verlies
熔	smelt
熔	smelten
口袋	zakken
蜜蜂	bijen
吸入	inhaleren
吸入	inademing
吸入	inhalatie
吸入	inademen
硫磺	zwavel
快艇	speedboot
療法	therapie
療法	therapieën
包機	gecharterd
注意力	aandacht
注意力	opgelet
注意力	attentie
狐狸	vos
狐狸	vossen
石灰岩	kalksteen
閏	sprong
站立	staand
站立	staande
鼓吹	preken
鼓吹	preek
鼓吹	prediken
吞噬	verslinden
風車	windmolen
風車	windmolens
風車	molen
同化	geassimileerd
同化	assimileren
同化	assimilatie
同化	gelijkgesteld
對峙	confrontaties
對峙	impasse
對峙	confrontatie
對峙	patstelling
鍋	wiet
鍋	pannen
鍋	potten
職責	plichten
職責	plicht
職責	taken
孵化	uitgebroed
孵化	luik
孵化	uitgekomen
忠誠	getrouwe
忠誠	loyale
忠誠	loyaliteit
忠誠	loyaal
忠誠	trouw
忠誠	trouwe
祖國	moederland
祖國	thuisland
祖國	vaderland
供電	electriciteit
供電	elektriciteit
四肢	ledematen
視窗	ruiten
視窗	ramen
視窗	vensters
視窗	raam
視窗	venster
抗原	antigenen
抗原	antigeen
老化	vergrijzing
老化	verouderen
老化	veroudering
守護者	bewaarders
守護者	voogd
守護者	bewaker
守護者	hoeders
守護者	wachters
守護者	bewakers
經紀人	makelaar
仇恨	haat
仇恨	haten
仇恨	hekel
矮人	dwerg
不規則	onregelmatig
不規則	onregelmatige
穩定性	stabiliteit
鑰匙	toets
鑰匙	sleutel
世襲	erfelijk
世襲	erfelijke
櫻桃	kers
櫻桃	kersen
執事	diaken
哀悼	rouw
哀悼	rouwen
哀悼	condoleances
哀悼	medeleven
摩托車	motorfietsen
摩托車	motor
摩托車	motorrijwielen
摩托車	motorfiets
加重	verergerd
加重	verzwarende
加重	verergerde
地雷	landmijnen
地雷	mijnbouw
地雷	mijnen
大亨	magnaat
安慰	troost
安慰	geruststellend
安慰	troosten
乾燥	droge
乾燥	droog
乾燥	drogen
點數	kredieten
點數	punten
警示	waarschuwingen
警示	signalering
警示	waarschuwing
警示	alarm
潛力	potentieel
潛力	potentiële
潛力	potentie
開墾	regeneratie
班級	klassen
班級	lessen
班級	klas
班級	klasse
低溫	cryogene
低溫	onderkoeling
推算	extrapolatie
送出	versturen
送出	verzenden
送出	sturen
送出	stuur
管理者	beheerders
管理者	bedrijfsleider
管理者	bedrijfsleiders
委派	opdracht
卸	lossen
卸	uitladen
卸	ontladen
卸	lossing
聚焦	focussen
聚焦	concentreren
誤導	misleidend
誤導	misleid
誤導	misleidende
誤導	misleiding
誤導	misplaatst
腎	renale
腎	nier
腎	nieren
回憶錄	memoires
鈎	haken
鈎	haak
鈎	haakje
大修	revisie
觸發	trekker
觸發	geactiveerd
仁愛	welwillendheid
未婚	ongetrouwd
未婚	ongehuwd
香水	parfum
香水	parfums
香水	geur
香水	geurstoffen
香水	geuren
美式	amerikaans
美式	amerikaan
美式	amerikaanse
診所	klinieken
診所	kliniek
大膽	vet
大膽	brutaal
大膽	gewaagd
大膽	gedurfd
胚胎	embryo
胚胎	embryonale
感知	perceptie
感知	waarnemen
感知	waarneming
違規	inbreuk
違規	schending
違規	overtreding
違規	bres
民主化	democratisering
關節	gewrichten
關節	gezamenlijke
關節	gewricht
淡出	vervagen
煤礦	kool
煤礦	steenkool
煤礦	kolen
宣揚	preken
宣揚	preek
宣揚	prediken
占卜	waarzeggerij
官司	rechtszaak
官司	rechtzaak
侵蝕	erosie
侵蝕	uitholling
後勤	logistieke
後勤	logistiek
固體	stevig
固體	vaste
固體	massief
固體	solide
寄宿	residentiële
寄宿	instappen
鼻子	neus
芝麻	sesam
瓷器	porseleinen
瓷器	porselein
諜	spionage
諜	spioneren
諜	bespioneren
諜	spion
訂單	bestelling
訂單	bevelen
訂單	bestellingen
訂單	bestellen
訂單	orde
特權	voorrechten
特權	voorrecht
特權	bevoegdheden
漁民	visser
漁民	vissers
水解	hydrolyse
痕跡	sporen
猩猩	oetan
猩猩	aap
證人	getuigen
證人	getuige
日內瓦	genève
日內瓦	geneve
梅森	metselaar
本體	ontologie
女巫	heks
擁抱	knuffels
擁抱	omarmen
擁抱	omhelzen
擁抱	knuffel
擁抱	knuffelen
擁抱	omhelzing
擁抱	omhels
西邊	westelijk
西邊	westen
滑行	glijden
出國	buitenland
耐心	geduld
耐心	geduldig
紡織	textiel
紡織	textielindustrie
潛水	duiken
潛水	duik
合法性	legaliteit
合法性	wettigheid
合法性	legitimiteit
合法性	rechtmatigheid
竇	hond
竇	hondje
擾亂	ontwrichting
擾亂	verstoring
同源	homologe
吸引力	aantrekking
吸引力	aantrekkelijkheid
吸引力	aantrekkelijke
吸引力	aantrekkelijk
吸引力	attractie
吸引力	aantrekkingskracht
甘蔗	wandelstok
甘蔗	rietsuiker
甘蔗	stok
甘蔗	suikerriet
哭泣	janken
哭泣	huilend
哭泣	huilen
哭泣	huil
賭博	gokken
賭博	gokje
賭博	gok
功效	doeltreffendheid
功效	werkzaamheid
功效	effectiviteit
腫瘤	tumor
酷刑	foltering
酷刑	martelingen
酷刑	martelen
酷刑	folteringen
酷刑	marteling
口服	oraal
口服	mondeling
口服	mondelinge
廣東話	kantonees
嚴謹	strikt
嚴謹	strikte
嚴謹	streng
三叉戟	drietand
展品	bewijsstuk
展品	tentoonstelling
豁免	vrijstellingen
豁免	immuniteit
豁免	ontheffing
豁免	vrijstelling
豁免	uitzonderingen
豁免	onschendbaarheid
史詩	epische
史詩	episch
推斷	extrapolatie
花絮	weetjes
鑄造	gieten
刪去	doorhalen
刪去	verwijder
刪去	verwijderen
礦物	delfstoffen
礦物	mineralen
礦物	minerale
礦物	mineraal
麻醉	narcose
麻醉	verdoving
麻醉	anesthesie
加深	verdiepen
加深	uitdiepen
加深	verdiept
加深	verdieping
加深	uitdieping
加深	uitgediept
褶	geplooide
芳香	aromatische
芳香	geur
民謠	ballade
明文	expliciete
明文	expliciet
明文	uitdrukkelijk
明文	uitdrukkelijke
服務業	dienstverlening
服務業	diensten
守衛	bewaker
守衛	bewakers
守衛	garde
守衛	wachters
氣球	ballonnen
氣球	ballon
氣球	luchtballon
遣返	repatriëring
倫理	ethisch
倫理	ethische
倫理	ethiek
一幕	scène
摸	aanraking
摸	aanraken
推論	uitvloeisel
投放	oplevering
投放	levering
投放	bezorging
神學院	seminarie
憲政	constitutioneel
憲政	grondwettelijke
憲政	constitutionele
憲政	grondwettelijk
類比	analogie
類比	analoge
類比	analogieën
類比	analoog
通宵	overnachting
對照	tegenstelling
膨脹	uitbreiding
膨脹	expansie
膨脹	uitbreiden
營利	winst
營利	rentabiliteit
營利	winstgevendheid
營利	winsten
良心	geweten
位移	verplaatsing
招標	uitlokking
招標	offerte
傳道	preken
傳道	preek
傳道	prediken
雨傘	paraplu
花生	pinda
閃光	flitser
閃光	flits
閃光	glitters
閃光	flitsen
和弦	akkoorden
子爵	burggraaf
削減	snijwonden
削減	snijden
削減	bezuinigingen
削減	knippen
視察	inspecties
視察	keuring
視察	inspectie
髮型	kapsel
髮型	haren
髮型	haartjes
髮型	haar
叛變	muiterij
殘酷	wreedheid
殘酷	wreed
殘酷	wrede
殘酷	brute
殘酷	wreedheden
殘酷	bruut
殘酷	brutaal
牧場	weiden
牧場	weiland
牧場	grasland
單身	alleenstaand
單身	vrijgezel
單身	alleenstaande
大自然	natuur
犀	neushoorn
九個	negen
雇用	inhuren
雇用	verhuren
悲傷	verdriet
悲傷	treurig
悲傷	verdrietig
悲傷	triestig
悲傷	droefheid
悲傷	triest
